Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Navarro,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 501.909,Defensa
Cardoso,Sevilla,-24.727 | -49.684 | -75.286 | -192.512 | -429.042 | -1.228.644,"-2,48% | -4,86% | -7,18% | -16,52% | -30,60% | -55,80%",,34ddías,973.056,997.783 | 1.022.740 | 1.048.342 | 1.165.568 | 1.402.098 | 2.201.700,Defensa
Oso,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,14.053.332,14.053.332 | 14.053.332 | 14.053.332 | 14.053.332 | 14.053.332 | 14.053.332,Defensa
Álex Costa,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Delantero
Folgado,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Portero
Carlos Soler,Real Sociedad,-96.461 | -194.743 | -449.510 | -1.443.297 | -3.468.415 | -7.779.989,"-0,31% | -0,63% | -1,44% | -4,47% | -10,12% | -20,16%",,34ddías,30.810.847,30.907.308 | 31.005.590 | 31.260.357 | 32.254.144 | 34.279.262 | 38.590.836,Mediocampista
Riedel,Espanyol,-46.403 | -104.079 | -281.465 | -473.793 | -473.793 | -473.793,"-0,91% | -2,02% | -5,28% | -8,58% | -8,58% | -8,58%",,4ddías,5.046.825,5.093.228 | 5.150.904 | 5.328.290 | 5.520.618 | 5.520.618 | 5.520.618,Defensa
Taufik,Atlético,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Mediocampista
Altozano,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Mediocampista
Josan,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,1.204.650,1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.204.650,Mediocampista
Davinchi,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,3.011.603,3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 3.011.603,Defensa
Thiago,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,7.026.082,7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.026.082,Mediocampista
Veiga,Villarreal,-401.486 | -554.310 | -423.332 | +1.498.672 | +5.962.878 | +17.984.689,"-0,91% | -1,26% | -0,96% | +3,56% | +15,85% | +70,26%",,2ddías,43.583.644,43.985.130 | 44.137.954 | 44.006.976 | 42.084.972 | 37.620.766 | 25.598.955,Defensa
Corralejo,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Nacho Pérez,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,581.692,581.692 | 581.692 | 581.692 | 581.692 | 581.692 | 581.692,Defensa
Sierra,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Delantero
Montero,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Portero
Blázquez,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 581.656,Delantero
Suazo,Sevilla,-68.623 | -132.782 | -206.539 | -525.500 | -1.145.037 | -3.330.878,"-1,24% | -2,37% | -3,64% | -8,76% | -17,30% | -37,83%",,34ddías,5.472.972,5.541.595 | 5.605.754 | 5.679.511 | 5.998.472 | 6.618.009 | 8.803.850,Defensa
Ryan,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,13.550.652,13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652,Portero
Arriaga,Levante,-61.727 | -121.647 | -184.734 | -483.070 | -1.059.842 | -2.896.885,"-2,10% | -4,05% | -6,03% | -14,37% | -26,90% | -50,15%",,34ddías,2.879.445,2.941.172 | 3.001.092 | 3.064.179 | 3.362.515 | 3.939.287 | 5.776.330,Mediocampista
Vlachodimos,Sevilla,+400.608 | +824.359 | +1.150.701 | +304.384 | +304.384 | +304.384,"+2,68% | +5,67% | +8,10% | +2,02% | +2,02% | +2,02%",,4ddías,15.360.863,14.960.255 | 14.536.504 | 14.210.162 | 15.056.479 | 15.056.479 | 15.056.479,Portero
Oluwaseyi,Villarreal,-67.332 | -133.704 | -205.822 | -523.660 | -1.133.921 | -3.161.652,"-2,12% | -4,12% | -6,20% | -14,39% | -26,68% | -50,37%",,34ddías,3.115.378,3.182.710 | 3.249.082 | 3.321.200 | 3.639.038 | 4.249.299 | 6.277.030,Delantero
Bardghji,Barcelona,-96.553 | -200.317 | -306.497 | -762.823 | -1.208.762 | -1.208.762,"-2,61% | -5,26% | -7,83% | -17,45% | -25,09% | -25,09%",,10ddías,3.609.803,3.706.356 | 3.810.120 | 3.916.300 | 4.372.626 | 4.818.565 | 4.818.565,Delantero
Martínez Bastida,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Mendoza,Atlético,-9.118 | -20.481 | -32.856 | -68.666 | -186.493 | -558.978,"-1,02% | -2,27% | -3,59% | -7,22% | -17,44% | -38,77%",,34ddías,882.788,891.906 | 903.269 | 915.644 | 951.454 | 1.069.281 | 1.441.766,Mediocampista
Al Lal,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,501.936,501.936 | 501.936 | 501.936 | 501.936 | 501.936 | 501.936,Delantero
Aitor Mañas,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,562.164,562.164 | 562.164 | 562.164 | 562.164 | 562.164 | 562.164,Delantero
Izei,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,582.010,582.010 | 582.010 | 582.010 | 582.010 | 582.010 | 582.010,Mediocampista
Oláiz,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Defensa
Iker Muñoz,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Defensa
Joan Martínez,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Defensa
Unai Santos,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Carlos Macià,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,803.057,803.057 | 803.057 | 803.057 | 803.057 | 803.057 | 803.057,Mediocampista
Carrera,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 702.633,Delantero
Rosón,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 602.249,Mediocampista
Nakoha,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,501.874,501.874 | 501.874 | 501.874 | 501.874 | 501.874 | 501.874,Defensa
Jurado,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Defensa
Panach,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 501.909,Defensa
Marchal,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Yassin,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 501.932,Defensa
Óscar Marcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Aller,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Portero
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Delantero
Ballestero,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Defensa
Monreal,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Defensa
Adrián Pérez,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Juan Hernández,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,581.760,581.760 | 581.760 | 581.760 | 581.760 | 581.760 | 581.760,Mediocampista
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Portero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Portero
Meixús,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 485.372,Defensa
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 501.861,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Mediocampista
Delgado,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Defensa
Álvaro,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Defensa
Selton,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Echegoyen,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,562.286,562.286 | 562.286 | 562.286 | 562.286 | 562.286 | 562.286,Mediocampista
Niculaesei,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,803.099,803.099 | 803.099 | 803.099 | 803.099 | 803.099 | 803.099,Defensa
Dani Martínez,Atlético,-2.086 | -5.319 | -9.189 | -24.630 | -51.508 | -140.899,"-0,49% | -1,24% | -2,13% | -5,50% | -10,86% | -24,99%",,14ddías,422.983,425.069 | 428.302 | 432.172 | 447.613 | 474.491 | 563.882,Defensa
Arguibide,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,582.013,582.013 | 582.013 | 582.013 | 582.013 | 582.013 | 582.013,Defensa
Salinas,Málaga,0 | 0 | 0 | 0 | -70.184 | -625.100,"0,00% | 0,00% | 0,00% | 0,00% | -6,16% | -36,88%",,9ddías,1.070.070,1.070.070 | 1.070.070 | 1.070.070 | 1.070.070 | 1.140.254 | 1.695.170,Defensa
Iván Romero,Levante,-16.650 | -46.403 | -78.116 | -195.745 | -535.428 | -1.378.960,"-0,24% | -0,67% | -1,13% | -2,79% | -7,27% | -16,79%",,23ddías,6.832.126,6.848.776 | 6.878.529 | 6.910.242 | 7.027.871 | 7.367.554 | 8.211.086,Delantero
De la Fuente,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,14.052.528,14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.052.528,Defensa
Aguado,Elche,-17.273 | -36.863 | -55.969 | -193.337 | -560.221 | -2.223.449,"-0,49% | -1,04% | -1,56% | -5,20% | -13,72% | -38,69%",,34ddías,3.523.789,3.541.062 | 3.560.652 | 3.579.758 | 3.717.126 | 4.084.010 | 5.747.238,Mediocampista
Santiago,Elche,-9.668 | -20.798 | -32.894 | -84.813 | -191.780 | -587.887,"-1,57% | -3,32% | -5,16% | -12,30% | -24,07% | -49,29%",,34ddías,604.939,614.607 | 625.737 | 637.833 | 689.752 | 796.719 | 1.192.826,Mediocampista
Á. Núñez,Celta,-66.690 | -142.769 | -216.126 | -545.050 | -1.236.475 | -2.872.807,"-1,64% | -3,45% | -5,13% | -12,00% | -23,62% | -41,81%",,31ddías,3.998.873,4.065.563 | 4.141.642 | 4.214.999 | 4.543.923 | 5.235.348 | 6.871.680,Defensa
Sivera,Alavés,+660.883 | +1.460.281 | +2.240.242 | +5.101.950 | +9.128.950 | +14.694.717,"+2,30% | +5,23% | +8,26% | +21,03% | +45,12% | +100,19%",,32ddías,29.360.966,28.700.083 | 27.900.685 | 27.120.724 | 24.259.016 | 20.232.016 | 14.666.249,Portero
Febas,Celta,-67.513 | -312.801 | -1.119.329 | -1.989.785 | -1.989.785 | -1.989.785,"-0,29% | -1,34% | -4,62% | -7,93% | -7,93% | -7,93%",,4ddías,23.107.103,23.174.616 | 23.419.904 | 24.226.432 | 25.096.888 | 25.096.888 | 25.096.888,Mediocampista
John ChetauyaJohn C.,Elche,-13.619 | -32.334 | -48.106 | -134.313 | -314.573 | -959.332,"-1,71% | -3,97% | -5,79% | -14,64% | -28,66% | -55,06%",,34ddías,783.027,796.646 | 815.361 | 831.133 | 917.340 | 1.097.600 | 1.742.359,Defensa
Bambo,Elche,-30.385 | -61.952 | -95.255 | +573.937 | +573.937 | +573.937,"-2,41% | -4,80% | -7,20% | 0% | 0% | 0%",,6ddías,1.228.402,1.258.787 | 1.290.354 | 1.323.657 | 0 | 0 | 0,Defensa
Vencedor,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,2.208.253,2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253,Mediocampista
Youssef,Alavés,-5.489 | -12.266 | -19.828 | -51.641 | -114.460 | -326.281,"-1,08% | -2,37% | -3,78% | -9,28% | -18,49% | -39,27%",,26ddías,504.639,510.128 | 516.905 | 524.467 | 556.280 | 619.099 | 830.920,Defensa
Fortuny,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Molina,Rayo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Portero
Bekhoucha,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,1.104.254,1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254,Defensa
Huijsen,Real Madrid,-553.611 | -1.102.830 | -1.673.173 | -4.231.993 | -6.192.436 | -15.709.465,"-1,75% | -3,42% | -5,10% | -11,97% | -16,59% | -33,54%",,34ddías,31.130.717,31.684.328 | 32.233.547 | 32.803.890 | 35.362.710 | 37.323.153 | 46.840.182,Defensa
Yáñez,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Delantero
Niño,Málaga,-15.483 | -29.488 | -45.733 | -123.545 | -344.619 | -1.093.162,"-0,56% | -1,06% | -1,63% | -4,29% | -11,11% | -28,38%",,34ddías,2.758.055,2.773.538 | 2.787.543 | 2.803.788 | 2.881.600 | 3.102.674 | 3.851.217,Delantero
Rayane,Atlético,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,678.006,678.006 | 678.006 | 678.006 | 678.006 | 678.006 | 678.006,Delantero
Mendy,Rayo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,6.022.356,6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 6.022.356,Defensa
Ortiz,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,1.706.372,1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.706.372,Defensa
Osambela,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 501.932,Mediocampista
Juanpe,Rayo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Portero
D. Aguado,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,774.109,774.109 | 774.109 | 774.109 | 774.109 | 774.109 | 774.109,Defensa
Pablo García,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,2.509.371,2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371,Delantero
Fran González,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Portero
Mariezkurrena,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,677.966,677.966 | 677.966 | 677.966 | 677.966 | 677.966 | 677.966,Delantero
Castrín,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,4.823.016,4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016,Defensa
Rafa,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Portero
Diatta,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 581.656,Mediocampista
Swiderski,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,31ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Portero
Ruggeri,Atlético,-117.185 | -245.731 | -385.077 | -652.445 | -1.377.446 | -2.919.137,"-1,67% | -3,44% | -5,29% | -8,64% | -16,65% | -29,74%",,28ddías,6.896.048,7.013.233 | 7.141.779 | 7.281.125 | 7.548.493 | 8.273.494 | 9.815.185,Defensa
Alexander-Arnold,Real Madrid,-239.067 | -513.684 | -772.268 | -2.016.374 | -4.692.596 | -13.992.300,"-0,96% | -2,04% | -3,03% | -7,55% | -15,97% | -36,18%",,34ddías,24.685.142,24.924.209 | 25.198.826 | 25.457.410 | 26.701.516 | 29.377.738 | 38.677.442,Defensa
Rueda,Celta,+36.727 | +60.811 | +63.424 | +10.250 | -250.029 | -1.276.846,"+1,00% | +1,67% | +1,74% | +0,28% | -6,31% | -25,59%",,3ddías,3.713.026,3.676.299 | 3.652.215 | 3.649.602 | 3.702.776 | 3.963.055 | 4.989.872,Defensa
Víctor García,Levante,-55.725 | -114.258 | -173.845 | -447.421 | -1.016.632 | -2.924.132,"-2,42% | -4,84% | -7,18% | -16,60% | -31,14% | -56,54%",,34ddías,2.247.607,2.303.332 | 2.361.865 | 2.421.452 | 2.695.028 | 3.264.239 | 5.171.739,Defensa
