Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Peque,Sevilla,-54.708 | -108.134 | -169.345 | -417.387 | -931.768 | -2.273.150,"-2,39% | -4,62% | -7,05% | -15,74% | -29,43% | -50,43%",,28ddías,2.234.211,2.288.919 | 2.342.345 | 2.403.556 | 2.651.598 | 3.165.979 | 4.507.361,Delantero
Sergio Gómez,Real Sociedad,-140.130 | -262.584 | -416.790 | -1.293.782 | -3.199.484 | -5.995.216,"-0,73% | -1,36% | -2,14% | -6,36% | -14,38% | -23,94%",,28ddías,19.045.683,19.185.813 | 19.308.267 | 19.462.473 | 20.339.465 | 22.245.167 | 25.040.899,Defensa
Carreira,Celta,-11.532 | -50.271 | -108.418 | -493.309 | -1.332.990 | -1.041.226,"-0,17% | -0,72% | -1,53% | -6,61% | -16,05% | -12,99%",,22ddías,6.971.861,6.983.393 | 7.022.132 | 7.080.279 | 7.465.170 | 8.304.851 | 8.013.087,Defensa
Endrick,Real Madrid,-40.167 | -114.950 | -197.958 | +7.145.183 | +7.145.183 | +7.145.183,"-0,52% | -1,47% | -2,50% | 0% | 0% | 0%",,5ddías,7.711.172,7.751.339 | 7.826.122 | 7.909.130 | 0 | 0 | 0,Delantero
Mbappé,Real Madrid,-386.605 | -588.855 | -918.004 | -4.612.909 | -25.020.532 | -25.020.532,"-0,30% | -0,45% | -0,70% | -3,42% | 0% | 0%",,10ddías,130.464.907,130.851.512 | 131.053.762 | 131.382.911 | 135.077.816 | 0 | 0,Delantero
Romero,Villarreal,+416.724 | +686.646 | +690.930 | -2.163.280 | -2.163.280 | -2.089.319,"+1,28% | +2,13% | +2,14% | -6,16% | -6,16% | -5,96%",,3ddías,32.967.940,32.551.216 | 32.281.294 | 32.277.010 | 35.131.220 | 35.131.220 | 35.057.259,Defensa
Alvarez,Atlético,-647.278 | -1.233.639 | -1.866.912 | -3.629.883 | +24.600.112 | +24.600.112,"-0,88% | -1,67% | -2,50% | -4,76% | 0% | 0%",,9ddías,72.688.506,73.335.784 | 73.922.145 | 74.555.418 | 76.318.389 | 0 | 0,Delantero
Boiro,Athletic,-9.185 | -18.464 | -29.082 | -74.398 | -148.897 | -413.542,"-1,54% | -3,04% | -4,71% | -11,23% | -20,20% | -41,29%",,12ddías,588.094,597.279 | 606.558 | 617.176 | 662.492 | 736.991 | 1.001.636,Defensa
Pablo Ramón,Espanyol,-7.544 | -15.114 | -23.951 | -52.866 | -52.866 | -52.273,"-1,36% | -2,68% | -4,18% | 0% | 0% | -8,70%",,5ddías,548.708,556.252 | 563.822 | 572.659 | 0 | 0 | 600.981,Mediocampista
Logan Costa,Villarreal,-34.025 | -69.866 | -103.747 | -264.591 | -614.988 | -1.421.074,"-2,10% | -4,22% | -6,15% | -14,31% | -27,97% | -47,29%",,28ddías,1.583.833,1.617.858 | 1.653.699 | 1.687.580 | 1.848.424 | 2.198.821 | 3.004.907,Defensa
Garcés,Alavés,-17.733 | -35.917 | -55.810 | -142.256 | -324.890 | -709.208,"-2,19% | -4,33% | -6,57% | -15,21% | -29,06% | -47,20%",,28ddías,793.245,810.978 | 829.162 | 849.055 | 935.501 | 1.118.135 | 1.502.453,Defensa
Roberto,Espanyol,-7.239 | -36.572 | -82.968 | -309.275 | -767.753 | -1.432.289,"-0,13% | -0,65% | -1,47% | -5,25% | -12,10% | -20,43%",,23ddías,5.579.162,5.586.401 | 5.615.734 | 5.662.130 | 5.888.437 | 6.346.915 | 7.011.451,Delantero
Asencio,Real Madrid,-205.585 | -420.226 | -646.876 | -1.366.261 | -2.666.145 | -5.492.914,"-3,01% | -5,96% | -8,89% | -17,09% | -28,69% | -45,32%",,28ddías,6.626.881,6.832.466 | 7.047.107 | 7.273.757 | 7.993.142 | 9.293.026 | 12.119.795,Defensa
Serrano,Atlético,-4.034 | -7.948 | -12.977 | -33.508 | -71.423 | -236.678,"-0,86% | -1,68% | -2,72% | -6,73% | -13,33% | -33,76%",,28ddías,464.466,468.500 | 472.414 | 477.443 | 497.974 | 535.889 | 701.144,Mediocampista
Etta Eyong,Levante,+862.669 | +1.608.451 | +2.305.686 | +3.993.254 | +6.030.380 | +10.566.608,"+4,61% | +8,95% | +13,35% | +25,62% | +44,50% | +117,22%",,27ddías,19.581.331,18.718.662 | 17.972.880 | 17.275.645 | 15.588.077 | 13.550.951 | 9.014.723,Delantero
Pau Navarro,Villarreal,-111.968 | -272.473 | -419.374 | -1.217.222 | -2.804.631 | -5.841.502,"-1,09% | -2,61% | -3,95% | -10,68% | -21,59% | -36,45%",,28ddías,10.184.673,10.296.641 | 10.457.146 | 10.604.047 | 11.401.895 | 12.989.304 | 16.026.175,Defensa
Óskarsson,Real Sociedad,-153.711 | -292.844 | -425.250 | -1.141.302 | -2.737.333 | -5.605.764,"-1,61% | -3,02% | -4,32% | -10,81% | -22,52% | -37,31%",,28ddías,9.418.775,9.572.486 | 9.711.619 | 9.844.025 | 10.560.077 | 12.156.108 | 15.024.539,Delantero
Lo Celso,Betis,+756.298 | +1.494.991 | +2.285.022 | +5.441.441 | +11.165.311 | +18.362.105,"+2,01% | +4,05% | +6,33% | +16,51% | +41,00% | +91,66%",,27ddías,38.394.824,37.638.526 | 36.899.833 | 36.109.802 | 32.953.383 | 27.229.513 | 20.032.719,Mediocampista
Luiz Junior,Villarreal,+936.471 | +2.021.293 | +3.145.384 | +6.613.670 | +10.766.866 | +17.586.457,"+2,55% | +5,68% | +9,12% | +21,33% | +40,10% | +87,79%",,27ddías,37.619.176,36.682.705 | 35.597.883 | 34.473.792 | 31.005.506 | 26.852.310 | 20.032.719,Portero
Leo Román,Deportivo,+914.176 | +1.791.650 | +2.557.670 | +24.838.878 | +24.838.878 | +24.838.878,"+3,54% | +7,19% | +10,59% | 0% | 0% | 0%",,4ddías,26.707.300,25.793.124 | 24.915.650 | 24.149.630 | 0 | 0 | 0,Portero
Aramburu,Real Sociedad,+578.229 | +1.014.575 | +1.446.531 | +2.840.025 | +4.637.856 | +7.281.417,"+4,22% | +7,64% | +11,26% | +24,80% | +48,04% | +103,85%",,27ddías,14.292.868,13.714.639 | 13.278.293 | 12.846.337 | 11.452.843 | 9.655.012 | 7.011.451,Defensa
Hugo Álvarez,Celta,-74.621 | -152.535 | -235.851 | -597.390 | -1.315.349 | -2.893.476,"-2,02% | -4,05% | -6,12% | -14,17% | -26,67% | -44,44%",,28ddías,3.617.157,3.691.778 | 3.769.692 | 3.853.008 | 4.214.547 | 4.932.506 | 6.510.633,Mediocampista
Durán,Celta,-42.895 | -85.590 | -129.576 | -312.087 | -689.010 | -1.538.847,"-2,84% | -5,52% | -8,12% | -17,55% | -31,97% | -51,21%",,28ddías,1.466.060,1.508.955 | 1.551.650 | 1.595.636 | 1.778.147 | 2.155.070 | 3.004.907,Delantero
Natan,Betis,+706.403 | +1.514.185 | +2.227.523 | +5.062.090 | +9.308.723 | +15.618.051,"+1,77% | +3,87% | +5,80% | +14,22% | +29,69% | +62,37%",,26ddías,40.658.950,39.952.547 | 39.144.765 | 38.431.427 | 35.596.860 | 31.350.227 | 25.040.899,Defensa
Bernal,Barcelona,+204.174 | +268.673 | +153.629 | +29.550 | +29.550 | +37.586,"+5,94% | +7,96% | +4,40% | +0,82% | +0,82% | +1,04%",,2ddías,3.643.474,3.439.300 | 3.374.801 | 3.489.845 | 3.613.924 | 3.613.924 | 3.605.888,Mediocampista
Toni Martinez,Alavés,-167.263 | -485.219 | -795.510 | -2.354.989 | -5.696.404 | +23.148.428,"-0,61% | -1,75% | -2,84% | -7,96% | -17,30% | 0%",,17ddías,27.232.421,27.399.684 | 27.717.640 | 28.027.931 | 29.587.410 | 32.928.825 | 0,Delantero
Musso,Atlético,-106.672 | -222.135 | -347.268 | -859.788 | -1.994.458 | -4.197.711,"-1,80% | -3,68% | -5,63% | -12,87% | -25,53% | -41,91%",,28ddías,5.818.648,5.925.320 | 6.040.783 | 6.165.916 | 6.678.436 | 7.813.106 | 10.016.359,Portero
Olmo,Barcelona,-1.288.219 | -2.392.994 | -3.761.110 | -9.659.547 | -29.802.830 | -29.802.830,"-1,70% | -3,10% | -4,80% | -11,45% | 0% | 0%",,12ddías,74.676.900,75.965.119 | 77.069.894 | 78.438.010 | 84.336.447 | 0 | 0,Mediocampista
Benito,Osasuna,-12.776 | -25.796 | -40.310 | -102.905 | -233.171 | -627.851,"-1,86% | -3,68% | -5,64% | -13,24% | -25,70% | -48,22%",,28ddías,674.275,687.051 | 700.071 | 714.585 | 777.180 | 907.446 | 1.302.126,Delantero
Mendoza,Atlético,-9.680 | -23.330 | -38.669 | -111.070 | -252.002 | -560.679,"-1,02% | -2,42% | -3,94% | -10,55% | -21,11% | -37,32%",,28ddías,941.774,951.454 | 965.104 | 980.443 | 1.052.844 | 1.193.776 | 1.502.453,Mediocampista
Suazo,Sevilla,-76.898 | -155.167 | -263.519 | -596.859 | -1.463.686 | -3.093.149,"-1,28% | -2,55% | -4,26% | -9,16% | -19,82% | -34,31%",,28ddías,5.921.574,5.998.472 | 6.076.741 | 6.185.093 | 6.518.433 | 7.385.260 | 9.014.723,Defensa
Mouriño,Villarreal,+743.225 | +1.292.754 | +1.955.724 | +3.948.525 | +7.546.920 | +12.657.767,"+2,13% | +3,76% | +5,80% | +12,44% | +26,81% | +54,94%",,26ddías,35.695.394,34.952.169 | 34.402.640 | 33.739.670 | 31.746.869 | 28.148.474 | 23.037.627,Defensa
Puerta,Racing,+310.314 | +534.202 | +730.477 | +1.200.319 | +803.875 | +403.573,"+3,07% | +5,40% | +7,54% | +13,02% | +8,36% | +4,03%",,7ddías,10.419.932,10.109.618 | 9.885.730 | 9.689.455 | 9.219.613 | 9.616.057 | 10.016.359,Mediocampista
Hartman,Espanyol,-208.885 | -417.299 | -650.392 | -1.718.167 | 0 | 0,"-1,88% | -3,69% | -5,63% | -13,61% | 0% | 0%",,12ddías,10.902.436,11.111.321 | 11.319.735 | 11.552.828 | 12.620.603 | 0 | 0,Defensa
Dumfries,Real Madrid,+1.216.734 | +2.622.184 | +4.134.735 | +9.935.830 | +18.086.650 | 0,"+1,98% | +4,38% | +7,08% | +18,89% | +40,69% | 0%",,15ddías,62.535.167,61.318.433 | 59.912.983 | 58.400.432 | 52.599.337 | 44.448.517 | 0,Defensa
