Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Ferran,Espanyol,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Unai Santos,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Carrera,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 702.633,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Portero
Meixús,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 485.372,Defensa
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 501.861,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Mediocampista
Delgado,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Defensa
Álvaro,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Defensa
Selton,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Óscar Marcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Rosón,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 602.249,Mediocampista
Al Lal,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,501.936,501.936 | 501.936 | 501.936 | 501.936 | 501.936 | 501.936,Delantero
Yassin,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 501.932,Defensa
Marchal,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Panach,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 501.909,Defensa
Jurado,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Defensa
Nakoha,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,501.874,501.874 | 501.874 | 501.874 | 501.874 | 501.874 | 501.874,Defensa
Altozano,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Mediocampista
Corralejo,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Kita,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Ruggeri,Atlético,-126.039 | -275.462 | -419.512 | -958.576 | -1.509.622 | -3.430.285,"-2,00% | -4,26% | -6,35% | -13,42% | -19,62% | -35,68%",,33ddías,6.183.203,6.309.242 | 6.458.665 | 6.602.715 | 7.141.779 | 7.692.825 | 9.613.488,Defensa
Á. Núñez,Celta,-49.245 | -109.042 | -164.877 | -429.811 | -1.001.713 | -2.734.625,"-1,31% | -2,85% | -4,25% | -10,38% | -21,25% | -42,42%",,36ddías,3.711.831,3.761.076 | 3.820.873 | 3.876.708 | 4.141.642 | 4.713.544 | 6.446.456,Defensa
Santiago,Elche,-10.271 | -20.817 | -30.575 | -70.225 | -162.003 | -476.107,"-1,82% | -3,61% | -5,22% | -11,22% | -22,58% | -46,15%",,39ddías,555.512,565.783 | 576.329 | 586.087 | 625.737 | 717.515 | 1.031.619,Mediocampista
Aguado,Elche,+5.891 | -3.637 | -13.469 | -77.058 | -301.504 | -1.617.463,"+0,17% | -0,10% | -0,39% | -2,16% | -7,97% | -31,71%",,1ddías,3.483.594,3.477.703 | 3.487.231 | 3.497.063 | 3.560.652 | 3.785.098 | 5.101.057,Mediocampista
Sivera,Alavés,+298.947 | +469.259 | +929.865 | +3.486.120 | +8.577.707 | +15.204.878,"+0,96% | +1,52% | +3,05% | +12,49% | +37,61% | +93,96%",,37ddías,31.386.805,31.087.858 | 30.917.546 | 30.456.940 | 27.900.685 | 22.809.098 | 16.181.927,Portero
Iván Romero,Levante,+112.117 | +207.455 | +306.863 | +291.922 | +58.392 | -781.355,"+1,59% | +2,98% | +4,47% | +4,24% | +0,82% | -9,83%",,4ddías,7.170.451,7.058.334 | 6.962.996 | 6.863.588 | 6.878.529 | 7.112.059 | 7.951.806,Delantero
Salinas,Málaga,-29.519 | -52.598 | -52.598 | -52.598 | -52.598 | -476.955,"-2,82% | -4,92% | -4,92% | -4,92% | -4,92% | -31,92%",,2ddías,1.017.472,1.046.991 | 1.070.070 | 1.070.070 | 1.070.070 | 1.070.070 | 1.494.427,Defensa
Huijsen,Real Madrid,+738.023 | +1.001.898 | +1.082.064 | -787.956 | -4.377.423 | -11.904.114,"+2,40% | +3,29% | +3,56% | -2,44% | -12,22% | -27,46%",,3ddías,31.445.591,30.707.568 | 30.443.693 | 30.363.527 | 32.233.547 | 35.823.014 | 43.349.705,Defensa
Febas,Celta,+364.122 | +642.933 | +849.533 | +618.614 | -1.058.370 | -1.058.370,"+1,54% | +2,75% | +3,66% | +2,64% | -4,22% | -4,22%",,4ddías,24.038.518,23.674.396 | 23.395.585 | 23.188.985 | 23.419.904 | 25.096.888 | 25.096.888,Mediocampista
Alexander-Arnold,Real Madrid,-317.781 | -654.999 | -920.834 | -1.978.506 | -4.092.061 | -12.251.102,"-1,35% | -2,74% | -3,81% | -7,85% | -14,98% | -34,54%",,39ddías,23.220.320,23.538.101 | 23.875.319 | 24.141.154 | 25.198.826 | 27.312.381 | 35.471.422,Defensa
Jonny,Alavés,+1.855 | -31.516 | -47.691 | -261.165 | -674.820 | -2.805.008,"+0,03% | -0,57% | -0,87% | -4,56% | -10,99% | -33,92%",,1ddías,5.463.256,5.461.401 | 5.494.772 | 5.510.947 | 5.724.421 | 6.138.076 | 8.268.264,Defensa
Luiz Felipe,Rayo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,4.115.277,4.115.277 | 4.115.277 | 4.115.277 | 4.115.277 | 4.115.277 | 4.115.277,Defensa
Hancko,Atlético,+747.927 | +1.513.419 | +2.390.876 | +5.556.587 | +6.871.109 | +611.215,"+2,03% | +4,19% | +6,78% | +17,32% | +22,33% | +1,65%",,11ddías,37.638.634,36.890.707 | 36.125.215 | 35.247.758 | 32.082.047 | 30.767.525 | 37.027.419,Defensa
Fortea,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,802.099,802.099 | 802.099 | 802.099 | 802.099 | 802.099 | 802.099,Defensa
Jutglà,Celta,+99.158 | +126.466 | +258.311 | +206.590 | -161.579 | -2.903.519,"+1,07% | +1,37% | +2,83% | +2,25% | -1,69% | -23,65%",,4ddías,9.374.049,9.274.891 | 9.247.583 | 9.115.738 | 9.167.459 | 9.535.628 | 12.277.568,Delantero
Affengruber,Elche,-103.937 | -137.499 | +43.407 | +1.395.333 | +5.836.460 | +13.851.895,"-0,31% | -0,41% | +0,13% | +4,37% | +21,26% | +71,25%",,2ddías,33.293.715,33.397.652 | 33.431.214 | 33.250.308 | 31.898.382 | 27.457.255 | 19.441.820,Defensa
John ChetauyaJohn C.,Elche,-14.431 | -31.281 | -47.604 | -112.752 | -261.855 | -795.020,"-2,01% | -4,26% | -6,35% | -13,83% | -27,15% | -53,09%",,39ddías,702.609,717.040 | 733.890 | 750.213 | 815.361 | 964.464 | 1.497.629,Defensa
Valentín Gómez,Betis,-23.493 | -58.790 | -90.157 | -234.072 | -534.098 | -1.556.127,"-1,29% | -3,17% | -4,78% | -11,52% | -22,90% | -46,40%",,39ddías,1.797.786,1.821.279 | 1.856.576 | 1.887.943 | 2.031.858 | 2.331.884 | 3.353.913,Defensa
Swiderski,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Portero
D. Aguado,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,774.109,774.109 | 774.109 | 774.109 | 774.109 | 774.109 | 774.109,Defensa
Fran González,Sevilla,+80 | -2.444 | -3.414 | -30.649 | -30.649 | -30.649,"+0,01% | -0,36% | -0,51% | -4,36% | -4,36% | -4,36%",,1ddías,671.973,671.893 | 674.417 | 675.387 | 702.622 | 702.622 | 702.622,Portero
Mariezkurrena,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,677.966,677.966 | 677.966 | 677.966 | 677.966 | 677.966 | 677.966,Delantero
Castrín,Sevilla,-157.419 | -325.762 | -325.762 | -325.762 | -325.762 | -325.762,"-3,38% | -6,75% | -6,75% | -6,75% | -6,75% | -6,75%",,2ddías,4.497.254,4.654.673 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016,Defensa
Rafa,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Portero
Diatta,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 581.656,Mediocampista
Pablo García,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,2.509.371,2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371,Delantero
Bambo,Elche,-16.002 | -42.639 | -69.955 | -186.984 | +448.905 | +448.905,"-1,43% | -3,72% | -5,96% | -14,49% | 0% | 0%",,11ddías,1.103.370,1.119.372 | 1.146.009 | 1.173.325 | 1.290.354 | 0 | 0,Defensa
Bekhoucha,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,1.104.254,1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254,Defensa
Arguibide,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,582.013,582.013 | 582.013 | 582.013 | 582.013 | 582.013 | 582.013,Defensa
Molina,Rayo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Portero
Fortuny,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Youssef,Alavés,+4.432 | +1.655 | -254 | -20.799 | -76.583 | -257.216,"+0,90% | +0,33% | -0,05% | -4,02% | -13,37% | -34,14%",,1ddías,496.106,491.674 | 494.451 | 496.360 | 516.905 | 572.689 | 753.322,Defensa
Vencedor,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,36ddías,2.208.253,2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253,Mediocampista
Martim Neto,Elche,-20.907 | -46.158 | -69.287 | -167.393 | -399.921 | -908.199,"-1,23% | -2,68% | -3,97% | -9,09% | -19,28% | -35,17%",,39ddías,1.674.425,1.695.332 | 1.720.583 | 1.743.712 | 1.841.818 | 2.074.346 | 2.582.624,Mediocampista
Deossa,Betis,+44.875 | +71.247 | +111.926 | +231.034 | -4.052 | -1.071.821,"+2,23% | +3,59% | +5,75% | +12,65% | -0,20% | -34,25%",,8ddías,2.057.877,2.013.002 | 1.986.630 | 1.945.951 | 1.826.843 | 2.061.929 | 3.129.698,Mediocampista
