Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Arriaga,Levante,-70.375 | -147.754 | -225.979 | -545.086 | -1.203.274 | -2.886.643,"-2,19% | -4,50% | -6,72% | -14,81% | -27,73% | -47,93%",,30ddías,3.136.536,3.206.911 | 3.284.290 | 3.362.515 | 3.681.622 | 4.339.810 | 6.023.179,Mediocampista
Laporte,Athletic,+1.241.837 | +2.650.350 | +3.811.693 | +10.647.877 | +24.773.617 | +52.593.458,"+2,18% | +4,78% | +7,02% | +22,44% | +74,33% | 0%",,21ddías,58.104.786,56.862.949 | 55.454.436 | 54.293.093 | 47.456.909 | 33.331.169 | 0,Defensa
Thiago,Real Madrid,0 | 0 | 0 | 0 | 0 | +7.705,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,7.026.082,7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 0,Mediocampista
Niculaesei,Elche,0 | 0 | 0 | 0 | 0 | +1.000,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,803.099,803.099 | 803.099 | 803.099 | 803.099 | 803.099 | 0,Defensa
Mendoza,Atlético,-4.905 | -14.899 | -25.153 | -86.110 | -217.436 | -579.492,"-0,53% | -1,58% | -2,64% | -8,51% | -19,01% | -38,48%",,30ddías,926.301,931.206 | 941.200 | 951.454 | 1.012.411 | 1.143.737 | 1.505.793,Mediocampista
Echegoyen,Osasuna,0 | 0 | 0 | 0 | 0 | +696,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,562.286,562.286 | 562.286 | 562.286 | 562.286 | 562.286 | 0,Mediocampista
Josan,Elche,0 | 0 | 0 | 0 | 0 | +1.500,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,1.204.650,1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 0,Mediocampista
Davinchi,Getafe,0 | 0 | 0 | 0 | 0 | +3.728,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,3.011.603,3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 0,Defensa
Mastantuono,Real Madrid,0 | 0 | 0 | 0 | 0 | +11.008,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,10.037.262,10.037.262 | 10.037.262 | 10.037.262 | 10.037.262 | 10.037.262 | 0,Delantero
Veiga,Villarreal,+473.255 | +1.170.619 | +1.745.548 | +4.377.016 | +9.315.327 | +18.733.935,"+1,09% | +2,74% | +4,15% | +11,09% | +26,99% | +74,65%",,29ddías,43.830.520,43.357.265 | 42.659.901 | 42.084.972 | 39.453.504 | 34.515.193 | 25.096.585,Defensa
Ryan,Levante,0 | 0 | 0 | 0 | 0 | +15.208,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,13.550.652,13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 0,Portero
Corralejo,Betis,0 | 0 | 0 | 0 | 0 | +674,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 0,Mediocampista
Nacho Pérez,Levante,0 | 0 | 0 | 0 | 0 | +652,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,581.692,581.692 | 581.692 | 581.692 | 581.692 | 581.692 | 0,Defensa
Altozano,Sevilla,0 | 0 | 0 | 0 | 0 | +710,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 0,Mediocampista
Sierra,Sevilla,0 | 0 | 0 | 0 | 0 | +710,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 0,Delantero
Blázquez,Valencia,0 | 0 | 0 | 0 | 0 | +694,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 0,Delantero
Suazo,Sevilla,-66.659 | -160.982 | -241.177 | -621.687 | -1.306.719 | -3.277.475,"-1,14% | -2,72% | -4,02% | -9,75% | -18,50% | -36,28%",,30ddías,5.757.295,5.823.954 | 5.918.277 | 5.998.472 | 6.378.982 | 7.064.014 | 9.034.770,Defensa
Alemão,Rayo,-77.747 | -150.076 | -229.724 | -528.531 | -1.110.356 | -2.803.458,"-1,81% | -3,43% | -5,16% | -11,12% | -20,82% | -39,90%",,30ddías,4.223.584,4.301.331 | 4.373.660 | 4.453.308 | 4.752.115 | 5.333.940 | 7.027.042,Delantero
Santos,Athletic,0 | 0 | 0 | 0 | 0 | +770,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 0,Portero
Radu,Celta,+775.201 | +1.712.060 | +2.465.097 | +5.594.963 | +9.991.278 | +17.416.626,"+2,11% | +4,78% | +7,04% | +17,54% | +36,33% | +86,75%",,29ddías,37.493.893,36.718.692 | 35.781.833 | 35.028.796 | 31.898.930 | 27.502.615 | 20.077.267,Portero
Álvaro,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,27ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Defensa
Joan Martínez,Real Madrid,0 | 0 | 0 | 0 | 0 | +786,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 0,Defensa
Unai Santos,Osasuna,0 | 0 | 0 | 0 | 0 | +745,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 0,Defensa
Carlos Macià,Villarreal,0 | 0 | 0 | 0 | 0 | +958,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,803.057,803.057 | 803.057 | 803.057 | 803.057 | 803.057 | 0,Mediocampista
Carrera,Real Sociedad,0 | 0 | 0 | 0 | 0 | +797,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 0,Delantero
Rosón,Levante,0 | 0 | 0 | 0 | 0 | +675,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 0,Mediocampista
Nakoha,Levante,0 | 0 | 0 | 0 | 0 | +563,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,501.874,501.874 | 501.874 | 501.874 | 501.874 | 501.874 | 0,Defensa
Jurado,Valencia,0 | 0 | 0 | 0 | 0 | +718,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 0,Defensa
Panach,Valencia,0 | 0 | 0 | 0 | 0 | +598,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 0,Defensa
Marchal,Real Sociedad,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 0,Mediocampista
Yassin,Getafe,0 | 0 | 0 | 0 | 0 | +621,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 0,Defensa
Al Lal,Elche,0 | 0 | 0 | 0 | 0 | +625,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,501.936,501.936 | 501.936 | 501.936 | 501.936 | 501.936 | 0,Delantero
Óscar Marcos,Celta,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 0,Delantero
Meixús,Celta,0 | 0 | 0 | 0 | 0 | +551,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 0,Defensa
Selton,Athletic,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 0,Mediocampista
Delgado,Elche,0 | 0 | 0 | 0 | 0 | +750,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 0,Defensa
Adam Boayar,Elche,0 | 0 | 0 | 0 | 0 | +875,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.711,702.711 | 702.711 | 702.711 | 702.711 | 702.711 | 0,Mediocampista
Adrián Pérez,Athletic,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 0,Delantero
Bardghji,Barcelona,-112.096 | -227.538 | -343.635 | -789.574 | -789.574 | -783.609,"-2,71% | -5,35% | -7,86% | -16,39% | -16,39% | 0%",,6ddías,4.028.991,4.141.087 | 4.256.529 | 4.372.626 | 4.818.565 | 4.818.565 | 0,Delantero
Taufik,Atlético,0 | 0 | 0 | 0 | 0 | +742,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 0,Mediocampista
Martínez Bastida,Elche,0 | 0 | 0 | 0 | 0 | +750,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 0,Mediocampista
Aller,Barcelona,0 | 0 | 0 | 0 | 0 | +869,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 0,Portero
Ballestero,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,27ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Defensa
Monreal,Athletic,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 0,Defensa
Juan Hernández,Barcelona,0 | 0 | 0 | 0 | 0 | +720,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,581.760,581.760 | 581.760 | 581.760 | 581.760 | 581.760 | 0,Mediocampista
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | +718,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 0,Mediocampista
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | +869,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 0,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | +745,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 0,Portero
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | +745,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 0,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | +786,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 0,Portero
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | +550,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 0,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 0,Defensa
Rueda,Celta,-6.621 | -10.781 | -45.185 | -177.279 | -520.809 | -1.361.724,"-0,18% | -0,29% | -1,22% | -4,62% | -12,46% | -27,13%",,28ddías,3.657.591,3.664.212 | 3.668.372 | 3.702.776 | 3.834.870 | 4.178.400 | 5.019.315,Defensa
Becerra,Rayo,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,581.700,581.700 | 581.700 | 581.700 | 581.700 | 581.700 | 0,Mediocampista
Oláiz,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,27ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Defensa
Bekhoucha,Getafe,0 | 0 | 0 | 0 | 0 | +1.367,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,1.104.254,1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 0,Defensa
Iván Romero,Levante,-42.887 | -73.249 | -81.343 | -217.543 | -639.405 | -1.252.466,"-0,61% | -1,04% | -1,16% | -3,04% | -8,43% | -15,28%",,19ddías,6.946.528,6.989.415 | 7.019.777 | 7.027.871 | 7.164.071 | 7.585.933 | 8.198.994,Delantero
De la Fuente,Levante,0 | 0 | 0 | 0 | 0 | +15.772,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,14.052.528,14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 0,Defensa
Aguado,Elche,-25.953 | -60.097 | -106.160 | -285.999 | -776.140 | -2.412.213,"-0,71% | -1,64% | -2,86% | -7,34% | -17,69% | -40,05%",,30ddías,3.610.966,3.636.919 | 3.671.063 | 3.717.126 | 3.896.965 | 4.387.106 | 6.023.179,Mediocampista
Sivera,Alavés,+753.688 | +1.500.461 | +2.199.940 | +4.824.853 | +8.011.185 | +11.979.728,"+2,93% | +6,01% | +9,07% | +22,30% | +43,43% | +82,74%",,28ddías,26.458.956,25.705.268 | 24.958.495 | 24.259.016 | 21.634.103 | 18.447.771 | 14.479.228,Portero
Á. Núñez,Celta,-81.766 | -170.416 | -252.114 | -637.124 | -1.377.754 | -2.460.302,"-1,87% | -3,82% | -5,55% | -12,93% | -24,30% | -36,44%",,27ddías,4.291.809,4.373.575 | 4.462.225 | 4.543.923 | 4.928.933 | 5.669.563 | 6.752.111,Defensa
Affengruber,Elche,+658.215 | +1.347.136 | +1.977.247 | +4.701.550 | +8.495.076 | +22.514.214,"+2,18% | +4,56% | +6,83% | +17,93% | +37,88% | 0%",,22ddías,30.919.468,30.261.253 | 29.572.332 | 28.942.221 | 26.217.918 | 22.424.392 | 0,Defensa
Febas,Celta,0 | 0 | 0 | 0 | 0 | +31.250,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,25.096.888,25.096.888 | 25.096.888 | 25.096.888 | 25.096.888 | 25.096.888 | 0,Mediocampista
John ChetauyaJohn C.,Elche,-21.116 | -43.163 | -65.448 | -164.449 | -371.770 | -1.055.447,"-2,42% | -4,82% | -7,13% | -16,18% | -30,38% | -55,34%",,30ddías,851.892,873.008 | 895.055 | 917.340 | 1.016.341 | 1.223.662 | 1.907.339,Defensa
Bambo,Elche,-33.062 | -76.719 | +704.134 | +704.134 | +704.134 | +704.134,"-2,38% | -5,35% | 0% | 0% | 0% | 0%",,2ddías,1.358.599,1.391.661 | 1.435.318 | 0 | 0 | 0 | 0,Defensa
Vencedor,Athletic,0 | 0 | 0 | 0 | 0 | +2.478,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,2.208.253,2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 0,Mediocampista
Youssef,Alavés,-7.807 | -15.989 | -23.832 | -58.790 | -129.304 | -371.027,"-1,45% | -2,92% | -4,28% | -9,94% | -19,54% | -41,07%",,22ddías,532.448,540.255 | 548.437 | 556.280 | 591.238 | 661.752 | 903.475,Defensa
Fortuny,Real Madrid,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 0,Mediocampista
Molina,Rayo,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 0,Portero
Arguibide,Osasuna,0 | 0 | 0 | 0 | 0 | +720,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,582.013,582.013 | 582.013 | 582.013 | 582.013 | 582.013 | 0,Defensa
Pablo García,Betis,0 | 0 | 0 | 0 | 0 | +2.809,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,2.509.371,2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 0,Delantero
Ruggeri,Atlético,-48.276 | -132.005 | -213.995 | -592.964 | -1.391.197 | -1.599.886,"-0,65% | -1,77% | -2,83% | -7,48% | -15,94% | -17,91%",,24ddías,7.334.498,7.382.774 | 7.466.503 | 7.548.493 | 7.927.462 | 8.725.695 | 8.934.384,Defensa
Juanpe,Rayo,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 0,Portero
Valou,Getafe,0 | 0 | 0 | 0 | 0 | +718,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 0,Defensa
Niño,Málaga,-20.182 | -42.040 | -55.172 | -156.397 | -434.100 | -1.189.024,"-0,71% | -1,47% | -1,91% | -5,24% | -13,31% | -29,61%",,30ddías,2.826.428,2.846.610 | 2.868.468 | 2.881.600 | 2.982.825 | 3.260.528 | 4.015.452,Delantero
Rayane,Atlético,0 | 0 | 0 | 0 | 0 | +809,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,678.006,678.006 | 678.006 | 678.006 | 678.006 | 678.006 | 0,Delantero
Mendy,Rayo,0 | 0 | 0 | 0 | 0 | +6.604,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,6.022.356,6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 0,Defensa
Ortiz,Betis,0 | 0 | 0 | 0 | 0 | +1.910,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,1.706.372,1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 0,Defensa
Osambela,Osasuna,0 | 0 | 0 | 0 | 0 | +621,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 0,Mediocampista
Yáñez,Real Madrid,0 | 0 | 0 | 0 | 0 | +770,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 0,Delantero
Swiderski,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,27ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Portero
D. Aguado,Real Madrid,0 | 0 | 0 | 0 | 0 | +866,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,774.109,774.109 | 774.109 | 774.109 | 774.109 | 774.109 | 0,Defensa
Fran González,Sevilla,0 | 0 | 0 | 0 | 0 | +786,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 0,Portero
Mariezkurrena,Real Sociedad,0 | 0 | 0 | 0 | 0 | +769,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,677.966,677.966 | 677.966 | 677.966 | 677.966 | 677.966 | 0,Delantero
Castrín,Sevilla,0 | 0 | 0 | 0 | 0 | +5.688,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,4.823.016,4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 0,Defensa
Rafa,Sevilla,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 0,Portero
Diatta,Villarreal,0 | 0 | 0 | 0 | 0 | +694,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 0,Mediocampista
Salinas,Málaga,0 | 0 | 0 | 0 | -191.889 | -762.841,"0,00% | 0,00% | 0,00% | 0,00% | -15,21% | -41,62%",,5ddías,1.070.070,1.070.070 | 1.070.070 | 1.070.070 | 1.070.070 | 1.261.959 | 1.832.911,Defensa
Huijsen,Real Madrid,-689.947 | -1.322.675 | -1.865.252 | -2.716.855 | -5.021.735 | -15.390.690,"-2,02% | -3,80% | -5,27% | -7,50% | -13,04% | -31,48%",,30ddías,33.497.458,34.187.405 | 34.820.133 | 35.362.710 | 36.214.313 | 38.519.193 | 48.888.148,Defensa
Vertrouwd,Rayo,0 | 0 | 0 | 0 | 0 | +1.100,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,1.003.725,1.003.725 | 1.003.725 | 1.003.725 | 1.003.725 | 1.003.725 | 0,Defensa
Gorrotxategi,Real Sociedad,-158.466 | -266.831 | -348.966 | -732.328 | -1.652.298 | +303.906,"-1,87% | -3,10% | -4,02% | -8,08% | -16,54% | +3,78%",,23ddías,8.334.812,8.493.278 | 8.601.643 | 8.683.778 | 9.067.140 | 9.987.110 | 8.030.906,Mediocampista
Primo,Levante,0 | 0 | 0 | 0 | 0 | +1.239,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,1.104.126,1.104.126 | 1.104.126 | 1.104.126 | 1.104.126 | 1.104.126 | 0,Portero
Cortés,Levante,0 | 0 | 0 | 0 | 0 | +901,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,27ddías,803.000,803.000 | 803.000 | 803.000 | 803.000 | 803.000 | 0,Delantero
Toljan,Levante,-39.758 | -89.273 | -132.530 | -416.342 | -1.077.509 | -2.811.118,"-0,84% | -1,86% | -2,73% | -8,11% | -18,59% | -37,34%",,28ddías,4.717.856,4.757.614 | 4.807.129 | 4.850.386 | 5.134.198 | 5.795.365 | 7.528.974,Defensa
