Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Echegoyen,Osasuna,0 | 0 | 0 | 0 | 0 | -1.091.613,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -66,00%",,28ddías,562.286,562.286 | 562.286 | 562.286 | 562.286 | 562.286 | 1.653.899,Mediocampista
Josan,Elche,0 | 0 | 0 | 0 | 0 | -451.852,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -27,28%",,28ddías,1.204.650,1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.656.502,Mediocampista
Davinchi,Getafe,0 | 0 | 0 | 0 | 0 | +1.347.341,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +80,96%",,28ddías,3.011.603,3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 1.664.262,Defensa
Mastantuono,Real Madrid,0 | 0 | 0 | 0 | 0 | +8.242.754,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +459,33%",,28ddías,10.037.262,10.037.262 | 10.037.262 | 10.037.262 | 10.037.262 | 10.037.262 | 1.794.508,Delantero
Thiago,Real Madrid,0 | 0 | 0 | 0 | 0 | +4.848.243,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +222,62%",,28ddías,7.026.082,7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 2.177.839,Mediocampista
Corralejo,Betis,0 | 0 | 0 | 0 | 0 | -1.051.651,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,59%",,28ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 1.653.899,Mediocampista
Arriaga,Levante,-69.891 | -140.266 | -217.645 | -529.214 | -1.156.763 | -2.956.222,"-2,23% | -4,37% | -6,63% | -14,72% | -27,39% | -49,08%",,31ddías,3.066.645,3.136.536 | 3.206.911 | 3.284.290 | 3.595.859 | 4.223.408 | 6.022.867,Mediocampista
Nacho Pérez,Levante,0 | 0 | 0 | 0 | 0 | -1.072.651,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,84%",,28ddías,581.692,581.692 | 581.692 | 581.692 | 581.692 | 581.692 | 1.654.343,Defensa
Altozano,Sevilla,0 | 0 | 0 | 0 | 0 | -1.051.654,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 1.653.938,Mediocampista
Sierra,Sevilla,0 | 0 | 0 | 0 | 0 | -1.051.615,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 1.653.899,Delantero
Blázquez,Valencia,0 | 0 | 0 | 0 | 0 | -1.072.243,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,83%",,28ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 1.653.899,Delantero
Suazo,Sevilla,-70.735 | -137.394 | -231.717 | -602.617 | -1.235.659 | -3.347.743,"-1,23% | -2,36% | -3,92% | -9,58% | -17,85% | -37,06%",,31ddías,5.686.560,5.757.295 | 5.823.954 | 5.918.277 | 6.289.177 | 6.922.219 | 9.034.303,Defensa
Ryan,Levante,0 | 0 | 0 | 0 | 0 | +11.791.282,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +670,20%",,28ddías,13.550.652,13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 1.759.370,Portero
Laporte,Athletic,+964.352 | +2.206.189 | +3.614.702 | +9.723.960 | +23.303.839 | +53.557.810,"+1,66% | +3,88% | +6,52% | +19,71% | +65,16% | +971,78%",,22ddías,59.069.138,58.104.786 | 56.862.949 | 55.454.436 | 49.345.178 | 35.765.299 | 5.511.328,Defensa
Adam Boayar,Elche,0 | 0 | 0 | 0 | 0 | -952.296,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -57,54%",,28ddías,702.711,702.711 | 702.711 | 702.711 | 702.711 | 702.711 | 1.655.007,Mediocampista
Rueda,Celta,-1.605 | -8.226 | -12.386 | -154.884 | -465.403 | -1.363.069,"-0,04% | -0,22% | -0,34% | -4,06% | -11,29% | -27,16%",,29ddías,3.655.986,3.657.591 | 3.664.212 | 3.668.372 | 3.810.870 | 4.121.389 | 5.019.055,Defensa
Selton,Athletic,0 | 0 | 0 | 0 | 0 | -1.051.639,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,59%",,28ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 1.653.896,Mediocampista
Iker Muñoz,Sevilla,0 | 0 | 0 | 0 | 0 | -1.051.550,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 1.653.834,Defensa
Joan Martínez,Real Madrid,0 | 0 | 0 | 0 | 0 | -951.347,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -57,52%",,28ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 1.653.969,Defensa
Unai Santos,Osasuna,0 | 0 | 0 | 0 | 0 | -1.051.515,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 1.653.834,Defensa
Carlos Macià,Villarreal,0 | 0 | 0 | 0 | 0 | -850.933,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -51,45%",,28ddías,803.057,803.057 | 803.057 | 803.057 | 803.057 | 803.057 | 1.653.990,Mediocampista
Carrera,Real Sociedad,0 | 0 | 0 | 0 | 0 | -951.295,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -57,52%",,28ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 1.653.928,Delantero
Rosón,Levante,0 | 0 | 0 | 0 | 0 | -1.055.081,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,66%",,28ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 1.657.330,Mediocampista
Nakoha,Levante,0 | 0 | 0 | 0 | 0 | -1.152.013,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -69,65%",,28ddías,501.874,501.874 | 501.874 | 501.874 | 501.874 | 501.874 | 1.653.887,Defensa
Jurado,Valencia,0 | 0 | 0 | 0 | 0 | -1.051.599,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 1.653.891,Defensa
Panach,Valencia,0 | 0 | 0 | 0 | 0 | -1.151.970,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -69,65%",,28ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 1.653.879,Defensa
Marchal,Real Sociedad,0 | 0 | 0 | 0 | 0 | -1.051.657,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,59%",,28ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 1.653.891,Mediocampista
Yassin,Getafe,0 | 0 | 0 | 0 | 0 | -1.154.179,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -69,69%",,28ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 1.656.111,Defensa
Al Lal,Elche,0 | 0 | 0 | 0 | 0 | -1.151.951,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -69,65%",,28ddías,501.936,501.936 | 501.936 | 501.936 | 501.936 | 501.936 | 1.653.887,Delantero
Óscar Marcos,Celta,0 | 0 | 0 | 0 | 0 | -1.051.642,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,59%",,28ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 1.653.899,Delantero
Meixús,Celta,0 | 0 | 0 | 0 | 0 | -1.169.174,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -70,66%",,28ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 1.654.546,Defensa
Álvaro,Alavés,0 | 0 | 0 | 0 | 0 | -1.154.040,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -69,69%",,28ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 1.655.969,Defensa
Bardghji,Barcelona,-110.451 | -222.547 | -337.989 | -900.025 | -900.025 | +1.468.127,"-2,74% | -5,37% | -7,94% | -18,68% | -18,68% | +59,91%",,7ddías,3.918.540,4.028.991 | 4.141.087 | 4.256.529 | 4.818.565 | 4.818.565 | 2.450.413,Delantero
Juan Hernández,Barcelona,0 | 0 | 0 | 0 | 0 | -1.072.140,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,82%",,28ddías,581.760,581.760 | 581.760 | 581.760 | 581.760 | 581.760 | 1.653.900,Mediocampista
Taufik,Atlético,0 | 0 | 0 | 0 | 0 | -1.052.157,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,59%",,28ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 1.654.473,Mediocampista
Martínez Bastida,Elche,0 | 0 | 0 | 0 | 0 | -1.051.575,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 1.653.899,Mediocampista
Aller,Barcelona,0 | 0 | 0 | 0 | 0 | -973.164,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -58,07%",,28ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 1.675.869,Portero
Ballestero,Alavés,0 | 0 | 0 | 0 | 0 | -1.051.596,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 1.653.912,Defensa
Monreal,Athletic,0 | 0 | 0 | 0 | 0 | -1.066.644,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,91%",,28ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 1.668.901,Defensa
Adrián Pérez,Athletic,0 | 0 | 0 | 0 | 0 | -1.052.595,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,61%",,28ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 1.654.852,Delantero
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | -952.925,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -57,56%",,28ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 1.655.630,Defensa
Delgado,Elche,0 | 0 | 0 | 0 | 0 | -1.051.575,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 1.653.899,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | -1.074.804,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,09%",,28ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 1.677.123,Portero
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | -1.051.581,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,58%",,28ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 1.653.900,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | -982.729,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -58,31%",,28ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 1.685.351,Portero
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | -1.152.035,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -69,66%",,28ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 1.653.896,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | -1.056.050,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,68%",,28ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 1.658.284,Defensa
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | -1.058.758,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,74%",,28ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 1.661.050,Mediocampista
Niculaesei,Elche,0 | 0 | 0 | 0 | 0 | -850.801,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -51,44%",,28ddías,803.099,803.099 | 803.099 | 803.099 | 803.099 | 803.099 | 1.653.900,Defensa
Radu,Celta,+741.315 | +1.516.516 | +2.453.375 | +5.526.149 | +9.987.355 | +18.158.978,"+1,98% | +4,13% | +6,86% | +16,89% | +35,36% | +90,45%",,30ddías,38.235.208,37.493.893 | 36.718.692 | 35.781.833 | 32.709.059 | 28.247.853 | 20.076.230,Portero
Izei,Alavés,0 | 0 | 0 | 0 | 0 | -1.071.809,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,81%",,28ddías,582.010,582.010 | 582.010 | 582.010 | 582.010 | 582.010 | 1.653.819,Mediocampista
Arguibide,Osasuna,0 | 0 | 0 | 0 | 0 | -1.072.000,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,81%",,28ddías,582.013,582.013 | 582.013 | 582.013 | 582.013 | 582.013 | 1.654.013,Defensa
Salinas,Málaga,0 | 0 | 0 | +15.131 | -161.992 | -762.746,"0,00% | 0,00% | 0,00% | +1,43% | -13,15% | -41,62%",,6ddías,1.070.070,1.070.070 | 1.070.070 | 1.070.070 | 1.054.939 | 1.232.062 | 1.832.816,Defensa
Iván Romero,Levante,-25.116 | -68.003 | -98.365 | -222.378 | -627.979 | -1.277.158,"-0,36% | -0,97% | -1,40% | -3,11% | -8,32% | -15,58%",,20ddías,6.921.412,6.946.528 | 6.989.415 | 7.019.777 | 7.143.790 | 7.549.391 | 8.198.570,Delantero
De la Fuente,Levante,0 | 0 | 0 | 0 | 0 | +12.236.692,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +673,89%",,28ddías,14.052.528,14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 1.815.836,Defensa
Aguado,Elche,-25.940 | -51.893 | -86.037 | -260.651 | -716.310 | -2.437.841,"-0,72% | -1,43% | -2,34% | -6,78% | -16,65% | -40,48%",,31ddías,3.585.026,3.610.966 | 3.636.919 | 3.671.063 | 3.845.677 | 4.301.336 | 6.022.867,Mediocampista
Sivera,Alavés,+742.176 | +1.495.864 | +2.242.637 | +4.896.379 | +8.168.203 | +12.722.652,"+2,81% | +5,82% | +8,99% | +21,95% | +42,92% | +87,87%",,29ddías,27.201.132,26.458.956 | 25.705.268 | 24.958.495 | 22.304.753 | 19.032.929 | 14.478.480,Portero
Á. Núñez,Celta,-72.426 | -154.192 | -242.842 | -602.850 | -1.338.561 | -2.532.379,"-1,69% | -3,53% | -5,44% | -12,50% | -24,08% | -37,51%",,28ddías,4.219.383,4.291.809 | 4.373.575 | 4.462.225 | 4.822.233 | 5.557.944 | 6.751.762,Defensa
Affengruber,Elche,+516.684 | +1.174.899 | +1.863.820 | +4.524.568 | +8.466.858 | +23.030.898,"+1,67% | +3,88% | +6,30% | +16,81% | +36,86% | +274,01%",,23ddías,31.436.152,30.919.468 | 30.261.253 | 29.572.332 | 26.911.584 | 22.969.294 | 8.405.254,Defensa
Febas,Celta,0 | 0 | 0 | 0 | 0 | +13.622.097,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +118,71%",,28ddías,25.096.888,25.096.888 | 25.096.888 | 25.096.888 | 25.096.888 | 25.096.888 | 11.474.791,Mediocampista
John ChetauyaJohn C.,Elche,-20.143 | -41.259 | -63.306 | -158.354 | -357.814 | -1.075.491,"-2,36% | -4,73% | -7,07% | -15,99% | -30,08% | -56,39%",,31ddías,831.749,851.892 | 873.008 | 895.055 | 990.103 | 1.189.563 | 1.907.240,Defensa
Bambo,Elche,-34.042 | -67.104 | -110.761 | +670.092 | +670.092 | +670.092,"-2,51% | -4,82% | -7,72% | 0% | 0% | 0%",,3ddías,1.324.557,1.358.599 | 1.391.661 | 1.435.318 | 0 | 0 | 0,Defensa
Vencedor,Athletic,0 | 0 | 0 | 0 | 0 | +554.351,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +33,52%",,28ddías,2.208.253,2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 1.653.902,Mediocampista
Youssef,Alavés,-7.365 | -15.172 | -23.354 | -56.922 | -125.046 | -378.345,"-1,38% | -2,81% | -4,26% | -9,78% | -19,23% | -41,88%",,23ddías,525.083,532.448 | 540.255 | 548.437 | 582.005 | 650.129 | 903.428,Defensa
Fortuny,Real Madrid,0 | 0 | 0 | 0 | 0 | -1.086.151,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,33%",,28ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 1.688.385,Mediocampista
Molina,Rayo,0 | 0 | 0 | 0 | 0 | -1.068.801,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -63,96%",,28ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 1.671.035,Portero
Bekhoucha,Getafe,0 | 0 | 0 | 0 | 0 | -549.648,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -33,23%",,28ddías,1.104.254,1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.653.902,Defensa
Huijsen,Real Madrid,-663.574 | -1.353.521 | -1.986.249 | -3.220.936 | -5.322.210 | -16.051.739,"-1,98% | -3,96% | -5,70% | -8,93% | -13,95% | -32,84%",,31ddías,32.833.884,33.497.458 | 34.187.405 | 34.820.133 | 36.054.820 | 38.156.094 | 48.885.623,Defensa
Yáñez,Real Madrid,0 | 0 | 0 | 0 | 0 | -951.137,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -57,51%",,28ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 1.653.743,Delantero
Niño,Málaga,-18.417 | -38.599 | -60.457 | -148.335 | -409.177 | -1.207.233,"-0,65% | -1,36% | -2,11% | -5,02% | -12,72% | -30,07%",,31ddías,2.808.011,2.826.428 | 2.846.610 | 2.868.468 | 2.956.346 | 3.217.188 | 4.015.244,Delantero
Rayane,Atlético,0 | 0 | 0 | 0 | 0 | -976.678,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -59,03%",,28ddías,678.006,678.006 | 678.006 | 678.006 | 678.006 | 678.006 | 1.654.684,Delantero
Mendy,Rayo,0 | 0 | 0 | 0 | 0 | +4.260.641,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +241,85%",,28ddías,6.022.356,6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 1.761.715,Defensa
Ortiz,Betis,0 | 0 | 0 | 0 | 0 | +40.366,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +2,42%",,28ddías,1.706.372,1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.666.006,Defensa
Osambela,Osasuna,0 | 0 | 0 | 0 | 0 | -1.151.967,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -69,65%",,28ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 1.653.899,Mediocampista
Juanpe,Rayo,0 | 0 | 0 | 0 | 0 | -1.097.579,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,57%",,28ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 1.699.813,Portero
D. Aguado,Real Madrid,0 | 0 | 0 | 0 | 0 | -879.790,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -53,19%",,28ddías,774.109,774.109 | 774.109 | 774.109 | 774.109 | 774.109 | 1.653.899,Defensa
Pablo García,Betis,0 | 0 | 0 | 0 | 0 | +855.442,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +51,72%",,28ddías,2.509.371,2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 1.653.929,Delantero
Fran González,Sevilla,0 | 0 | 0 | 0 | 0 | -971.237,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -58,02%",,28ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 1.673.859,Portero
Mariezkurrena,Real Sociedad,0 | 0 | 0 | 0 | 0 | -975.968,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -59,01%",,28ddías,677.966,677.966 | 677.966 | 677.966 | 677.966 | 677.966 | 1.653.934,Delantero
Castrín,Sevilla,0 | 0 | 0 | 0 | 0 | +3.162.071,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +190,38%",,28ddías,4.823.016,4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 1.660.945,Defensa
Rafa,Sevilla,0 | 0 | 0 | 0 | 0 | -1.095.860,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,53%",,28ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 1.698.117,Portero
Diatta,Villarreal,0 | 0 | 0 | 0 | 0 | -1.072.673,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,84%",,28ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 1.654.329,Mediocampista
Swiderski,Alavés,0 | 0 | 0 | 0 | 0 | -1.094.910,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -64,51%",,28ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 1.697.226,Portero
Ruggeri,Atlético,-42.192 | -90.468 | -174.197 | -540.553 | -1.337.053 | -1.641.616,"-0,58% | -1,23% | -2,33% | -6,90% | -15,49% | -18,38%",,25ddías,7.292.306,7.334.498 | 7.382.774 | 7.466.503 | 7.832.859 | 8.629.359 | 8.933.922,Defensa
