Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Febas,Celta,-868 | -68.381 | -313.669 | -1.990.653 | -1.990.653 | -1.990.653,"0,00% | -0,30% | -1,34% | -7,93% | -7,93% | -7,93%",,5ddías,23.106.235,23.107.103 | 23.174.616 | 23.419.904 | 25.096.888 | 25.096.888 | 25.096.888,Mediocampista
John ChetauyaJohn C.,Elche,-16.113 | -29.732 | -48.447 | -128.141 | -302.726 | -921.995,"-2,06% | -3,73% | -5,94% | -14,32% | -28,30% | -54,59%",,35ddías,766.914,783.027 | 796.646 | 815.361 | 895.055 | 1.069.640 | 1.688.909,Defensa
Bambo,Elche,-28.433 | -58.818 | -90.385 | -235.349 | +545.504 | +545.504,"-2,31% | -4,67% | -7,00% | -16,40% | 0% | 0%",,7ddías,1.199.969,1.228.402 | 1.258.787 | 1.290.354 | 1.435.318 | 0 | 0,Defensa
Youssef,Alavés,-4.977 | -10.466 | -17.243 | -48.775 | -110.452 | -309.000,"-0,99% | -2,05% | -3,34% | -8,89% | -18,10% | -38,21%",,27ddías,499.662,504.639 | 510.128 | 516.905 | 548.437 | 610.114 | 808.662,Defensa
Niño,Málaga,-14.816 | -30.299 | -44.304 | -125.229 | -318.791 | -1.061.144,"-0,54% | -1,09% | -1,59% | -4,37% | -10,41% | -27,89%",,35ddías,2.743.239,2.758.055 | 2.773.538 | 2.787.543 | 2.868.468 | 3.062.030 | 3.804.383,Delantero
Román,Celta,+40.254 | +53.542 | +66.348 | -112.603 | -692.992 | -2.836.170,"+0,79% | +1,05% | +1,31% | -2,14% | -11,87% | -35,54%",,3ddías,5.144.276,5.104.022 | 5.090.734 | 5.077.928 | 5.256.879 | 5.837.268 | 7.980.446,Mediocampista
Cucho,Betis,-670.894 | -1.385.735 | -2.174.137 | -5.781.575 | -8.330.559 | +5.370.447,"-1,40% | -2,84% | -4,39% | -10,88% | -14,95% | +12,78%",,11ddías,47.380.002,48.050.896 | 48.765.737 | 49.554.139 | 53.161.577 | 55.710.561 | 42.009.555,Delantero
Valentín Gómez,Betis,-34.889 | -69.309 | -110.729 | -278.476 | -611.111 | -1.782.984,"-1,78% | -3,48% | -5,45% | -12,66% | -24,13% | -48,14%",,35ddías,1.921.129,1.956.018 | 1.990.438 | 2.031.858 | 2.199.605 | 2.532.240 | 3.704.113,Defensa
Junior,Betis,-73.646 | -153.924 | -243.119 | -641.410 | -1.410.829 | -3.794.509,"-1,90% | -3,88% | -6,00% | -14,41% | -27,02% | -49,90%",,35ddías,3.810.409,3.884.055 | 3.964.333 | 4.053.528 | 4.451.819 | 5.221.238 | 7.604.918,Defensa
Valera,Elche,-92.712 | -218.283 | -354.873 | -1.045.694 | -2.917.737 | -39.516.774,"-0,39% | -0,92% | -1,48% | -4,24% | -11,00% | 0%",,26ddías,23.612.603,23.705.315 | 23.830.886 | 23.967.476 | 24.658.297 | 26.530.340 | 0,Mediocampista
Víctor García,Levante,-51.906 | -107.631 | -166.164 | -428.284 | -981.611 | -2.821.870,"-2,31% | -4,67% | -7,04% | -16,32% | -30,89% | -56,24%",,35ddías,2.195.701,2.247.607 | 2.303.332 | 2.361.865 | 2.623.985 | 3.177.312 | 5.017.571,Defensa
Arriaga,Levante,-55.500 | -117.227 | -177.147 | -460.345 | -1.027.722 | -2.828.165,"-1,93% | -3,99% | -5,90% | -14,02% | -26,68% | -50,04%",,35ddías,2.823.945,2.879.445 | 2.941.172 | 3.001.092 | 3.284.290 | 3.851.667 | 5.652.110,Mediocampista
Suazo,Sevilla,-29.658 | -98.281 | -162.440 | -474.963 | -1.075.119 | -3.204.655,"-0,54% | -1,77% | -2,90% | -8,03% | -16,49% | -37,06%",,35ddías,5.443.314,5.472.972 | 5.541.595 | 5.605.754 | 5.918.277 | 6.518.433 | 8.647.969,Defensa
Veiga,Villarreal,-680.483 | -1.081.969 | -1.234.793 | +243.260 | +4.668.042 | +16.906.156,"-1,56% | -2,46% | -2,80% | +0,57% | +12,21% | +65,03%",,3ddías,42.903.161,43.583.644 | 43.985.130 | 44.137.954 | 42.659.901 | 38.235.119 | 25.997.005,Defensa
Mendoza,Atlético,-6.387 | -15.505 | -26.868 | -64.799 | -176.443 | -532.465,"-0,72% | -1,74% | -2,97% | -6,88% | -16,76% | -37,79%",,35ddías,876.401,882.788 | 891.906 | 903.269 | 941.200 | 1.052.844 | 1.408.866,Mediocampista
Rueda,Celta,+46.332 | +83.059 | +107.143 | +90.986 | -155.290 | -1.158.632,"+1,25% | +2,26% | +2,93% | +2,48% | -3,97% | -23,56%",,4ddías,3.759.358,3.713.026 | 3.676.299 | 3.652.215 | 3.668.372 | 3.914.648 | 4.917.990,Defensa
Radu,Celta,+271.290 | +721.592 | +1.263.746 | +4.171.070 | +9.564.067 | +19.283.451,"+0,68% | +1,84% | +3,27% | +11,66% | +31,47% | +93,29%",,34ddías,39.952.903,39.681.613 | 39.231.311 | 38.689.157 | 35.781.833 | 30.388.836 | 20.669.452,Portero
Toljan,Levante,-54.128 | -72.168 | -112.004 | -266.087 | -761.553 | -2.716.734,"-1,18% | -1,56% | -2,41% | -5,54% | -14,36% | -37,43%",,33ddías,4.541.042,4.595.170 | 4.613.210 | 4.653.046 | 4.807.129 | 5.302.595 | 7.257.776,Defensa
Pablo CamposCuñat Campos,Levante,-22.880 | -45.393 | -67.527 | -132.193 | -32.684 | -492.345,"-1,93% | -3,76% | -5,49% | -10,21% | -2,73% | -29,75%",,8ddías,1.162.587,1.185.467 | 1.207.980 | 1.230.114 | 1.294.780 | 1.195.271 | 1.654.932,Portero
Manu Fernández,Celta,-1.551 | -3.471 | -6.530 | -21.577 | -47.065 | -132.945,"-0,37% | -0,82% | -1,54% | -4,91% | -10,13% | -24,15%",,35ddías,417.445,418.996 | 420.916 | 423.975 | 439.022 | 464.510 | 550.390,Defensa
Dituro,Elche,+132.663 | +148.271 | +155.103 | +137.183 | -198.166 | -1.124.150,"+2,01% | +2,25% | +2,36% | +2,08% | -2,86% | -14,32%",,4ddías,6.724.788,6.592.125 | 6.576.517 | 6.569.685 | 6.587.605 | 6.922.954 | 7.848.938,Portero
Redondo,Elche,-20.112 | -43.992 | -69.068 | -182.890 | -408.540 | -1.193.493,"-2,05% | -4,38% | -6,72% | -16,01% | -29,86% | -55,43%",,35ddías,959.468,979.580 | 1.003.460 | 1.028.536 | 1.142.358 | 1.368.008 | 2.152.961,Mediocampista
Bigas,Elche,-141.982 | -275.990 | -413.602 | -984.567 | -2.028.150 | -3.957.413,"-2,37% | -4,50% | -6,60% | -14,39% | -25,72% | -40,32%",,30ddías,5.856.424,5.998.406 | 6.132.414 | 6.270.026 | 6.840.991 | 7.884.574 | 9.813.837,Defensa
Ugrinic,Valencia,-60.125 | -147.831 | -239.090 | -682.294 | -1.552.518 | -4.127.952,"-1,48% | -3,57% | -5,65% | -14,59% | -27,98% | -50,82%",,33ddías,3.995.286,4.055.411 | 4.143.117 | 4.234.376 | 4.677.580 | 5.547.804 | 8.123.238,Mediocampista
Gorrotxategi,Real Sociedad,-200.855 | -392.573 | -602.658 | -1.309.742 | -2.030.128 | -3.192.053,"-2,68% | -5,11% | -7,63% | -15,23% | -21,78% | -30,45%",,28ddías,7.291.901,7.492.756 | 7.684.474 | 7.894.559 | 8.601.643 | 9.322.029 | 10.483.954,Mediocampista
Oriol Rey,Levante,-17.704 | -33.418 | -52.607 | -144.486 | -333.071 | -975.260,"-2,15% | -3,99% | -6,13% | -15,22% | -29,26% | -54,78%",,35ddías,805.111,822.815 | 838.529 | 857.718 | 949.597 | 1.138.182 | 1.780.371,Mediocampista
C. Álvarez,Levante,+293.796 | +476.066 | +750.792 | +1.962.803 | +4.212.002 | +9.043.656,"+1,56% | +2,55% | +4,08% | +11,42% | +28,19% | +89,47%",,34ddías,19.151.902,18.858.106 | 18.675.836 | 18.401.110 | 17.189.099 | 14.939.900 | 10.108.246,Mediocampista
Jorge Cabello,Levante,-23.494 | -48.272 | -75.141 | -195.770 | +367.202 | +367.202,"-2,43% | -4,86% | -7,37% | -17,18% | 0% | 0%",,12ddías,944.078,967.572 | 992.350 | 1.019.219 | 1.139.848 | 0 | 0,Defensa
Roger BruguéBrugui,Levante,-66.877 | -139.321 | -212.910 | -536.963 | -1.198.898 | -3.466.870,"-2,47% | -5,02% | -7,47% | -16,92% | -31,26% | -56,80%",,36ddías,2.636.945,2.703.822 | 2.776.266 | 2.849.855 | 3.173.908 | 3.835.843 | 6.103.815,Delantero
Dolan,Espanyol,-52.695 | -117.530 | -191.248 | -486.129 | -1.162.103 | -2.871.173,"-0,85% | -1,88% | -3,02% | -7,35% | -15,93% | -31,89%",,28ddías,6.132.144,6.184.839 | 6.249.674 | 6.323.392 | 6.618.273 | 7.294.247 | 9.003.317,Delantero
Buchanan,Villarreal,-177.834 | -379.114 | -455.834 | -378.667 | +387.602 | +4.120.917,"-0,91% | -1,92% | -2,30% | -1,92% | +2,04% | +27,04%",,4ddías,19.359.107,19.536.941 | 19.738.221 | 19.814.941 | 19.737.774 | 18.971.505 | 15.238.190,Mediocampista
Antony,Betis,-660.391 | -1.325.356 | -2.043.677 | -5.418.576 | -14.470.155 | -14.472.102,"-1,08% | -2,14% | -3,26% | -8,21% | -19,28% | -19,28%",,22ddías,60.574.039,61.234.430 | 61.899.395 | 62.617.716 | 65.992.615 | 75.044.194 | 75.046.141,Delantero
Oluwaseyi,Villarreal,-59.207 | -126.539 | -192.911 | -500.162 | -1.104.480 | -3.075.832,"-1,90% | -3,98% | -5,94% | -14,06% | -26,55% | -50,16%",,35ddías,3.056.171,3.115.378 | 3.182.710 | 3.249.082 | 3.556.333 | 4.160.651 | 6.132.003,Delantero
Bretones,Osasuna,+111.360 | +223.947 | +362.056 | +811.543 | +1.260.947 | +957.802,"+3,66% | +7,64% | +12,97% | +34,65% | +66,63% | +43,62%",,17ddías,3.153.462,3.042.102 | 2.929.515 | 2.791.406 | 2.341.919 | 1.892.515 | 2.195.660,Defensa
Boiro,Athletic,-6.248 | -13.061 | -21.217 | -57.632 | -132.328 | -374.917,"-1,16% | -2,40% | -3,85% | -9,80% | -19,97% | -41,42%",,19ddías,530.164,536.412 | 543.225 | 551.381 | 587.796 | 662.492 | 905.081,Defensa
Jauregizar,Athletic,+331.419 | +642.752 | +992.070 | +2.348.171 | +5.018.499 | +11.308.832,"+1,24% | +2,43% | +3,80% | +9,48% | +22,71% | +71,53%",,34ddías,27.118.265,26.786.846 | 26.475.513 | 26.126.195 | 24.770.094 | 22.099.766 | 15.809.433,Mediocampista
Alvarez,Atlético,-55.598 | -310.167 | -577.350 | -3.178.593 | -6.854.702 | +21.375.293,"-0,08% | -0,44% | -0,82% | -4,38% | -8,98% | 0%",,16ddías,69.463.687,69.519.285 | 69.773.854 | 70.041.037 | 72.642.280 | 76.318.389 | 0,Delantero
Uche,Getafe,-822.710 | -1.672.733 | -2.581.398 | +12.228.853 | +12.228.853 | +12.228.853,"-3,20% | -6,29% | -9,39% | 0% | 0% | 0%",,3ddías,24.923.602,25.746.312 | 26.596.335 | 27.505.000 | 0 | 0 | 0,Delantero
Letácek,Getafe,-16.887 | -33.943 | -52.364 | -128.968 | -288.521 | -913.421,"-2,10% | -4,14% | -6,25% | -14,10% | -26,86% | -53,76%",,35ddías,785.494,802.381 | 819.437 | 837.858 | 914.462 | 1.074.015 | 1.698.915,Portero
Álvaro,Deportivo,-88.627 | -166.355 | -241.138 | -608.372 | -1.181.381 | -3.611.367,"-1,70% | -3,14% | -4,49% | -10,60% | -18,71% | -41,31%",,35ddías,5.131.712,5.220.339 | 5.298.067 | 5.372.850 | 5.740.084 | 6.313.093 | 8.743.079,Portero
L. Sucic,Real Sociedad,-40.063 | -67.189 | -94.944 | -251.685 | -639.242 | -1.956.395,"-1,07% | -1,78% | -2,50% | -6,37% | -14,73% | -34,59%",,32ddías,3.700.192,3.740.255 | 3.767.381 | 3.795.136 | 3.951.877 | 4.339.434 | 5.656.587,Mediocampista
Pedro Díaz,Rayo,-29.575 | -53.090 | -74.948 | -186.459 | -443.855 | -1.561.152,"-1,51% | -2,68% | -3,74% | -8,82% | -18,73% | -44,76%",,36ddías,1.926.432,1.956.007 | 1.979.522 | 2.001.380 | 2.112.891 | 2.370.287 | 3.487.584,Mediocampista
D. Llorente,Betis,+246.720 | +459.223 | +676.377 | +1.638.295 | +3.192.724 | +3.199.717,"+2,02% | +3,82% | +5,73% | +15,12% | +34,39% | +34,50%",,19ddías,12.475.430,12.228.710 | 12.016.207 | 11.799.053 | 10.837.135 | 9.282.706 | 9.275.713,Defensa
Benito,Osasuna,-8.908 | -18.491 | -29.533 | -79.976 | -183.178 | -557.147,"-1,48% | -3,02% | -4,74% | -11,87% | -23,57% | -48,40%",,35ddías,594.002,602.910 | 612.493 | 623.535 | 673.978 | 777.180 | 1.151.149,Delantero
Pape Gueye,Villarreal,+843.038 | +1.692.289 | +2.606.817 | +5.905.412 | +5.989.134 | -2.266.931,"+1,86% | +3,80% | +5,97% | +14,63% | +14,87% | -4,67%",,10ddías,46.265.759,45.422.721 | 44.573.470 | 43.658.942 | 40.360.347 | 40.276.625 | 48.532.690,Mediocampista
Pépé,Villarreal,-469.425 | -1.001.002 | -1.486.937 | -4.402.309 | -11.571.318 | -42.502.756,"-0,94% | -1,98% | -2,92% | -8,17% | -18,96% | 0%",,20ddías,49.462.181,49.931.606 | 50.463.183 | 50.949.118 | 53.864.490 | 61.033.499 | 0,Delantero
Danjuma,Valencia,+105.652 | +230.985 | +345.909 | +524.471 | +268.077 | -914.032,"+2,21% | +4,97% | +7,63% | +12,04% | +5,81% | -15,78%",,7ddías,4.879.531,4.773.879 | 4.648.546 | 4.533.622 | 4.355.060 | 4.611.454 | 5.793.563,Delantero
Andrés Martín,Racing,-256.287 | -525.080 | -828.452 | -2.116.864 | -4.275.022 | +18.106.291,"-1,27% | -2,58% | -4,00% | -9,63% | -17,71% | 0%",,26ddías,19.857.599,20.113.886 | 20.382.679 | 20.686.051 | 21.974.463 | 24.132.621 | 0,Delantero
Kambwala,Villarreal,-25.676 | -49.386 | -77.340 | -210.262 | -483.341 | -1.431.544,"-1,98% | -3,74% | -5,74% | -14,20% | -27,57% | -52,99%",,35ddías,1.270.117,1.295.793 | 1.319.503 | 1.347.457 | 1.480.379 | 1.753.458 | 2.701.661,Defensa
Ejuke,Sevilla,-33.711 | -67.191 | -109.213 | -288.147 | -647.479 | -1.863.248,"-1,16% | -2,28% | -3,65% | -9,09% | -18,35% | -39,28%",,35ddías,2.880.265,2.913.976 | 2.947.456 | 2.989.478 | 3.168.412 | 3.527.744 | 4.743.513,Delantero
Peque,Sevilla,-37.852 | -71.161 | -109.530 | -281.480 | -699.612 | -2.112.280,"-1,90% | -3,52% | -5,31% | -12,60% | -26,38% | -51,97%",,35ddías,1.951.986,1.989.838 | 2.023.147 | 2.061.516 | 2.233.466 | 2.651.598 | 4.064.266,Delantero
Sergio Gómez,Real Sociedad,-68.113 | -199.823 | -303.263 | -864.197 | -2.170.663 | -6.122.393,"-0,37% | -1,09% | -1,64% | -4,54% | -10,67% | -25,20%",,35ddías,18.168.802,18.236.915 | 18.368.625 | 18.472.065 | 19.032.999 | 20.339.465 | 24.291.195,Defensa
Carreira,Celta,-18.297 | -62.500 | -99.891 | -209.646 | -708.370 | -2.398.747,"-0,27% | -0,92% | -1,46% | -3,01% | -9,49% | -26,20%",,29ddías,6.756.800,6.775.097 | 6.819.300 | 6.856.691 | 6.966.446 | 7.465.170 | 9.155.547,Defensa
Leo Román,Deportivo,+905.303 | +1.855.519 | +2.896.195 | +6.744.389 | +31.543.920 | +31.543.920,"+2,78% | +5,88% | +9,49% | +25,29% | 0% | 0%",,11ddías,33.412.342,32.507.039 | 31.556.823 | 30.516.147 | 26.667.953 | 0 | 0,Portero
Olmo,Barcelona,-806.695 | -1.605.701 | -2.552.825 | -7.796.047 | -17.490.987 | -37.634.270,"-1,19% | -2,35% | -3,68% | -10,44% | -20,74% | 0%",,19ddías,66.845.460,67.652.155 | 68.451.161 | 69.398.285 | 74.641.507 | 84.336.447 | 0,Mediocampista
Sannadi,Athletic,-2.719 | -5.856 | -10.182 | -30.847 | -68.669 | -191.445,"-0,61% | -1,30% | -2,23% | -6,48% | -13,36% | -30,06%",,35ddías,445.465,448.184 | 451.321 | 455.647 | 476.312 | 514.134 | 636.910,Delantero
Óskarsson,Real Sociedad,-131.161 | -237.101 | -394.079 | -1.014.999 | -2.161.058 | -6.085.601,"-1,54% | -2,75% | -4,48% | -10,78% | -20,46% | -42,01%",,35ddías,8.399.019,8.530.180 | 8.636.120 | 8.793.098 | 9.414.018 | 10.560.077 | 14.484.620,Delantero
Vargas,Sevilla,-206.670 | -294.303 | -309.102 | -1.782.490 | +22.786.555 | +22.786.555,"-0,74% | -1,05% | -1,10% | -6,04% | 0% | 0%",,7ddías,27.717.510,27.924.180 | 28.011.813 | 28.026.612 | 29.500.000 | 0 | 0,Delantero
Garcés,Alavés,-12.682 | -26.197 | -41.334 | -108.374 | -250.927 | -696.371,"-1,82% | -3,69% | -5,69% | -13,67% | -26,82% | -50,43%",,35ddías,684.574,697.256 | 710.771 | 725.908 | 792.948 | 935.501 | 1.380.945,Defensa
Roberto,Espanyol,+171.184 | +300.735 | +427.216 | +527.752 | +214.105 | -952.315,"+2,89% | +5,18% | +7,53% | +9,47% | +3,64% | -13,50%",,5ddías,6.102.542,5.931.358 | 5.801.807 | 5.675.326 | 5.574.790 | 5.888.437 | 7.054.857,Delantero
Asencio,Real Madrid,-163.435 | -331.582 | -511.721 | -1.296.583 | -2.664.213 | -6.015.315,"-2,98% | -5,86% | -8,76% | -19,57% | -33,33% | -53,03%",,35ddías,5.328.929,5.492.364 | 5.660.511 | 5.840.650 | 6.625.512 | 7.993.142 | 11.344.244,Defensa
Serrano,Atlético,-2.339 | -5.079 | -8.993 | -27.828 | -61.633 | -178.355,"-0,53% | -1,15% | -2,02% | -6,00% | -12,38% | -29,02%",,35ddías,436.341,438.680 | 441.420 | 445.334 | 464.169 | 497.974 | 614.696,Mediocampista
Szczesny,Barcelona,-60.933 | -121.830 | -182.603 | -484.076 | -589.369 | -589.369,"-2,27% | -4,44% | -6,52% | -15,60% | -18,37% | -18,37%",,8ddías,2.619.031,2.679.964 | 2.740.861 | 2.801.634 | 3.103.107 | 3.208.400 | 3.208.400,Portero
Etta Eyong,Levante,+584.705 | +1.262.855 | +1.885.450 | +4.394.272 | +8.354.943 | +12.394.316,"+2,50% | +5,57% | +8,55% | +22,48% | +53,60% | +107,32%",,34ddías,23.943.020,23.358.315 | 22.680.165 | 22.057.570 | 19.548.748 | 15.588.077 | 11.548.704,Delantero
Pau Navarro,Villarreal,-95.630 | -128.851 | -220.002 | -658.705 | -1.881.991 | -5.535.032,"-0,99% | -1,34% | -2,26% | -6,47% | -16,51% | -36,77%",,35ddías,9.519.904,9.615.534 | 9.648.755 | 9.739.906 | 10.178.609 | 11.401.895 | 15.054.936,Defensa
Lo Celso,Betis,+48.266 | +331.393 | +780.008 | +3.367.207 | +8.762.913 | +20.482.030,"+0,12% | +0,80% | +1,91% | +8,78% | +26,59% | +96,46%",,34ddías,41.716.296,41.668.030 | 41.384.903 | 40.936.288 | 38.349.089 | 32.953.383 | 21.234.266,Mediocampista
Musso,Atlético,-111.718 | -214.769 | -324.823 | -826.911 | -1.689.335 | -4.460.585,"-2,19% | -4,13% | -6,11% | -14,22% | -25,30% | -47,20%",,35ddías,4.989.101,5.100.819 | 5.203.870 | 5.313.924 | 5.816.012 | 6.678.436 | 9.449.686,Portero
Logan Costa,Villarreal,-27.453 | -53.812 | -78.620 | -203.911 | -469.123 | -1.359.506,"-1,95% | -3,75% | -5,39% | -12,88% | -25,38% | -49,64%",,35ddías,1.379.301,1.406.754 | 1.433.113 | 1.457.921 | 1.583.212 | 1.848.424 | 2.738.807,Defensa
Luiz Junior,Villarreal,-129.484 | -67.056 | +288.721 | +3.306.884 | +9.871.949 | +19.140.769,"-0,32% | -0,16% | +0,71% | +8,80% | +31,84% | +88,06%",,1ddías,40.877.455,41.006.939 | 40.944.511 | 40.588.734 | 37.570.571 | 31.005.506 | 21.736.686,Portero
Aramburu,Real Sociedad,+240.573 | +432.561 | +702.009 | +1.995.952 | +4.813.192 | +8.127.386,"+1,50% | +2,73% | +4,51% | +13,99% | +42,03% | +99,86%",,34ddías,16.266.035,16.025.462 | 15.833.474 | 15.564.026 | 14.270.083 | 11.452.843 | 8.138.649,Defensa
Hugo Álvarez,Celta,-43.208 | -98.537 | -147.362 | -415.830 | -1.014.697 | -2.926.684,"-1,33% | -2,99% | -4,40% | -11,50% | -24,08% | -47,77%",,35ddías,3.199.850,3.243.058 | 3.298.387 | 3.347.212 | 3.615.680 | 4.214.547 | 6.126.534,Mediocampista
Durán,Celta,-34.020 | -68.515 | -104.946 | -265.175 | -577.616 | -1.522.123,"-2,76% | -5,40% | -8,04% | -18,09% | -32,48% | -55,91%",,35ddías,1.200.531,1.234.551 | 1.269.046 | 1.305.477 | 1.465.706 | 1.778.147 | 2.722.654,Delantero
Natan,Betis,-32.085 | +178.692 | +606.703 | +2.945.732 | +7.961.225 | +18.211.821,"-0,07% | +0,41% | +1,41% | +7,25% | +22,36% | +71,85%",,1ddías,43.558.085,43.590.170 | 43.379.393 | 42.951.382 | 40.612.353 | 35.596.860 | 25.346.264,Defensa
Bernal,Barcelona,+274.293 | +534.472 | +829.774 | +1.951.050 | +1.973.690 | +1.973.690,"+5,16% | +10,58% | +17,44% | +53,65% | +54,61% | +54,61%",,9ddías,5.587.614,5.313.321 | 5.053.142 | 4.757.840 | 3.636.564 | 3.613.924 | 3.613.924,Mediocampista
Martín,Barcelona,+846.128 | +1.669.967 | +2.348.111 | +1.910.112 | +867.757 | +867.757,"+2,77% | +5,62% | +8,09% | +6,48% | +2,84% | +2,84%",,5ddías,31.385.353,30.539.225 | 29.715.386 | 29.037.242 | 29.475.241 | 30.517.596 | 30.517.596,Defensa
Toni Martinez,Alavés,-160.407 | -397.145 | -650.392 | -1.733.842 | -4.107.610 | +21.395.807,"-0,63% | -1,53% | -2,49% | -6,37% | -13,88% | 0%",,24ddías,25.479.800,25.640.207 | 25.876.945 | 26.130.192 | 27.213.642 | 29.587.410 | 0,Delantero
Vlachodimos,Sevilla,+457.176 | +857.784 | +1.281.535 | +761.560 | +761.560 | +761.560,"+2,98% | +5,73% | +8,82% | +5,06% | +5,06% | +5,06%",,5ddías,15.818.039,15.360.863 | 14.960.255 | 14.536.504 | 15.056.479 | 15.056.479 | 15.056.479,Portero
Riedel,Espanyol,-64.373 | -110.776 | -168.452 | -538.166 | -538.166 | -538.166,"-1,28% | -2,17% | -3,27% | -9,75% | -9,75% | -9,75%",,5ddías,4.982.452,5.046.825 | 5.093.228 | 5.150.904 | 5.520.618 | 5.520.618 | 5.520.618,Defensa
Mbappé,Real Madrid,+323.552 | +517.885 | +849.088 | +698.894 | -4.012.031 | -24.419.654,"+0,25% | +0,40% | +0,65% | +0,54% | -2,97% | 0%",,4ddías,131.065.785,130.742.233 | 130.547.900 | 130.216.697 | 130.366.891 | 135.077.816 | 0,Delantero
Yeremay,Deportivo,-873.101 | -1.163.313 | -924.972 | +2.184.059 | +13.348.779 | 0,"-1,48% | -1,97% | -1,57% | +3,92% | +29,95% | 0%",,2ddías,57.924.067,58.797.168 | 59.087.380 | 58.849.039 | 55.740.008 | 44.575.288 | 0,Delantero
