Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Martínez Bastida,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Aller,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Portero
Monreal,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Adrián Pérez,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Juan Hernández,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,581.760,581.760 | 581.760 | 581.760 | 581.760 | 581.760 | 581.760,Mediocampista
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Portero
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Portero
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 501.861,Defensa
Oláiz,Alavés,-7.055 | -17.261 | -26.644 | -35.503 | -35.503 | -35.503,"-1,23% | -2,96% | -4,49% | -5,89% | -5,89% | -5,89%",,4ddías,566.813,573.868 | 584.074 | 593.457 | 602.316 | 602.316 | 602.316,Defensa
Aitor Mañas,Alavés,-4.695 | -12.442 | -19.264 | -51.993 | -51.993 | -51.993,"-0,91% | -2,38% | -3,64% | -9,25% | -9,25% | -9,25%",,7ddías,510.171,514.866 | 522.613 | 529.435 | 562.164 | 562.164 | 562.164,Delantero
Laporte,Athletic,-804.234 | -1.803.644 | -2.653.552 | -6.783.801 | -9.218.685 | +17.644.565,"-1,59% | -3,50% | -5,07% | -12,01% | -15,65% | +55,04%",,11ddías,49.704.407,50.508.641 | 51.508.051 | 52.357.959 | 56.488.208 | 58.923.092 | 32.059.842,Defensa
Koski,Alavés,+115.541 | +238.166 | +310.221 | +369.681 | +350.097 | +350.097,"+11,13% | +26,03% | +36,80% | +47,18% | +43,59% | +43,59%",,6ddías,1.153.186,1.037.645 | 915.020 | 842.965 | 783.505 | 803.089 | 803.089,Defensa
Mesonero,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Mediocampista
Romero,Getafe,-128.341 | -298.449 | -499.336 | -1.636.228 | -2.690.502 | -2.690.502,"-0,47% | -1,08% | -1,79% | -5,63% | -8,93% | -8,93%",,4ddías,27.425.764,27.554.105 | 27.724.213 | 27.925.100 | 29.061.992 | 30.116.266 | 30.116.266,Defensa
Boselli,Getafe,-63.812 | -137.983 | -212.163 | -425.118 | -526.969 | -526.969,"-2,63% | -5,51% | -8,23% | -15,23% | -18,21% | -18,21%",,8ddías,2.367.030,2.430.842 | 2.505.013 | 2.579.193 | 2.792.148 | 2.893.999 | 2.893.999,Defensa
Ángel Pérez,Alavés,-22.792 | -64.195 | -131.332 | -412.782 | -1.208.725 | -4.213.109,"-0,36% | -0,99% | -2,01% | -6,06% | -15,89% | -39,71%",,45ddías,6.395.795,6.418.587 | 6.459.990 | 6.527.127 | 6.808.577 | 7.604.520 | 10.608.904,Delantero
Cepeda,Elche,-14.341 | -29.242 | -42.259 | -67.324 | -165.521 | -616.867,"-1,39% | -2,79% | -3,98% | -6,19% | -13,95% | -37,67%",,5ddías,1.020.586,1.034.927 | 1.049.828 | 1.062.845 | 1.087.910 | 1.186.107 | 1.637.453,Delantero
Freeman,Villarreal,-43.210 | -100.343 | -157.219 | -313.713 | -639.816 | -1.587.565,"-1,92% | -4,35% | -6,65% | -12,45% | -22,48% | -41,84%",,45ddías,2.206.382,2.249.592 | 2.306.725 | 2.363.601 | 2.520.095 | 2.846.198 | 3.793.947,Defensa
Fidalgo,Betis,-38.730 | -93.345 | -127.720 | -257.112 | -586.699 | -1.534.638,"-1,54% | -3,63% | -4,90% | -9,40% | -19,14% | -38,25%",,42ddías,2.477.868,2.516.598 | 2.571.213 | 2.605.588 | 2.734.980 | 3.064.567 | 4.012.506,Mediocampista
Satriano,Getafe,-440.986 | -1.109.470 | -1.733.217 | -3.837.578 | +24.388.043 | +24.388.043,"-1,51% | -3,72% | -5,69% | -11,79% | 0% | 0%",,7ddías,28.724.469,29.165.455 | 29.833.939 | 30.457.686 | 32.562.047 | 0 | 0,Delantero
Tete Morente,Elche,-30.938 | -70.111 | -116.357 | -295.448 | -676.804 | -1.954.641,"-1,75% | -3,88% | -6,27% | -14,53% | -28,02% | -52,93%",,45ddías,1.738.203,1.769.141 | 1.808.314 | 1.854.560 | 2.033.651 | 2.415.007 | 3.692.844,Delantero
Lookman,Atlético,-900.944 | -2.094.367 | -3.245.334 | -6.893.222 | -932.719 | +23.096.344,"-1,24% | -2,83% | -4,32% | -8,76% | -1,28% | +47,39%",,8ddías,71.833.427,72.734.371 | 73.927.794 | 75.078.761 | 78.726.649 | 72.766.146 | 48.737.083,Delantero
Vargas,Atlético,-14.193 | -32.942 | -49.941 | -101.321 | -234.421 | -724.847,"-1,82% | -4,13% | -6,13% | -11,70% | -23,46% | -48,66%",,45ddías,764.720,778.913 | 797.662 | 814.661 | 866.041 | 999.141 | 1.489.567,Mediocampista
Vecino,Celta,-45.778 | -99.664 | -151.805 | -347.808 | -783.202 | -2.261.671,"-2,51% | -5,30% | -7,85% | -16,33% | -30,54% | -55,94%",,45ddías,1.781.687,1.827.465 | 1.881.351 | 1.933.492 | 2.129.495 | 2.564.889 | 4.043.358,Mediocampista
Sangaré,Elche,+36.301 | +58.161 | +25.855 | -106.225 | -247.669 | -247.669,"+0,97% | +1,57% | +0,69% | -2,74% | -6,17% | -6,17%",,2ddías,3.767.832,3.731.531 | 3.709.671 | 3.741.977 | 3.874.057 | 4.015.501 | 4.015.501,Defensa
Lamini Fati,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,677.955,677.955 | 677.955 | 677.955 | 677.955 | 677.955 | 677.955,Defensa
Antañón,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,581.700,581.700 | 581.700 | 581.700 | 581.700 | 581.700 | 581.700,Mediocampista
A. Riquelme,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Álex Sánchez,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Hierro,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Ferran,Espanyol,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Dani Martínez,Atlético,0 | 0 | 0 | 0 | -16.861 | -75.422,"0,00% | 0,00% | 0,00% | 0,00% | -3,90% | -15,37%",,8ddías,415.311,415.311 | 415.311 | 415.311 | 415.311 | 432.172 | 490.733,Defensa
Boñar,Atlético,0 | 0 | 0 | 0 | -25.138 | -122.137,"0,00% | 0,00% | 0,00% | 0,00% | -5,35% | -21,53%",,8ddías,445.140,445.140 | 445.140 | 445.140 | 445.140 | 470.278 | 567.277,Defensa
Puric,Atlético,0 | 0 | 0 | 0 | -22.289 | -111.269,"0,00% | 0,00% | 0,00% | 0,00% | -4,88% | -20,37%",,8ddías,434.872,434.872 | 434.872 | 434.872 | 434.872 | 457.161 | 546.141,Defensa
Marqués,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Arcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Cestero,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Montes,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Tunde,Levante,-221.527 | -466.055 | -736.700 | -1.022.801 | -1.022.801 | -1.022.801,"-2,87% | -5,84% | -8,93% | -11,99% | -11,99% | -11,99%",,4ddías,7.509.091,7.730.618 | 7.975.146 | 8.245.791 | 8.531.892 | 8.531.892 | 8.531.892,Mediocampista
Burcio,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Kita,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Astiazaran,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Aguirre,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Fontanet,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,581.987,581.987 | 581.987 | 581.987 | 581.987 | 581.987 | 581.987,Defensa
Gaitán,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Mediocampista
Manuel Ángel,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Mediocampista
Julio Díaz,Sevilla,-2.075 | -7.093 | -11.072 | -30.706 | -30.706 | -32.176,"-0,46% | -1,56% | -2,42% | -6,42% | -6,42% | -6,71%",,7ddías,447.284,449.359 | 454.377 | 458.356 | 477.990 | 477.990 | 479.460,Defensa
Santos,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Portero
Alemão,Rayo,-68.904 | -154.170 | -237.688 | -383.105 | -801.794 | -2.114.940,"-2,02% | -4,41% | -6,64% | -10,28% | -19,34% | -38,74%",,45ddías,3.344.584,3.413.488 | 3.498.754 | 3.582.272 | 3.727.689 | 4.146.378 | 5.459.524,Delantero
Morcillo,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,702.702,702.702 | 702.702 | 702.702 | 702.702 | 702.702 | 702.702,Mediocampista
Gorrotxategi,Real Sociedad,-87.753 | -235.589 | -412.694 | -1.073.383 | -2.462.872 | -4.484.318,"-1,53% | -4,01% | -6,81% | -15,98% | -30,38% | -44,28%",,38ddías,5.643.566,5.731.319 | 5.879.155 | 6.056.260 | 6.716.949 | 8.106.438 | 10.127.884,Mediocampista
Dituro,Elche,+156.605 | +300.667 | +403.374 | +876.086 | +1.478.207 | +782.141,"+1,99% | +3,89% | +5,29% | +12,24% | +22,55% | +10,78%",,14ddías,8.034.436,7.877.831 | 7.733.769 | 7.631.062 | 7.158.350 | 6.556.229 | 7.252.295,Portero
Dolan,Espanyol,+356.942 | +761.817 | +1.062.985 | +1.036.940 | +655.746 | -874.084,"+5,33% | +12,11% | +17,74% | +17,23% | +10,25% | -11,02%",,3ddías,7.055.065,6.698.123 | 6.293.248 | 5.992.080 | 6.018.125 | 6.399.319 | 7.929.149,Delantero
Roger BruguéBrugui,Levante,-46.964 | -109.261 | -172.453 | -451.333 | -974.967 | -2.597.690,"-2,35% | -5,30% | -8,12% | -18,78% | -33,30% | -57,09%",,46ddías,1.952.453,1.999.417 | 2.061.714 | 2.124.906 | 2.403.786 | 2.927.420 | 4.550.143,Delantero
Jorge Cabello,Levante,-14.726 | -32.922 | -50.629 | -122.870 | -296.796 | +174.038,"-1,92% | -4,20% | -6,32% | -14,06% | -28,33% | 0%",,22ddías,750.914,765.640 | 783.836 | 801.543 | 873.784 | 1.047.710 | 0,Defensa
C. Álvarez,Levante,-326.634 | -741.141 | -1.059.558 | -945.523 | +509.068 | +5.804.118,"-1,72% | -3,82% | -5,37% | -4,82% | +2,80% | +45,09%",,4ddías,18.676.982,19.003.616 | 19.418.123 | 19.736.540 | 19.622.505 | 18.167.914 | 12.872.864,Mediocampista
Oriol Rey,Levante,+19.779 | +31.703 | +43.417 | +3.604 | -122.660 | -583.019,"+2,68% | +4,37% | +6,09% | +0,48% | -13,95% | -43,51%",,3ddías,756.820,737.041 | 725.117 | 713.403 | 753.216 | 879.480 | 1.339.839,Mediocampista
Ugrinic,Valencia,-31.036 | -87.527 | -145.239 | -210.973 | -695.008 | -2.762.994,"-0,84% | -2,34% | -3,83% | -5,47% | -16,01% | -43,11%",,5ddías,3.645.472,3.676.508 | 3.732.999 | 3.790.711 | 3.856.445 | 4.340.480 | 6.408.466,Mediocampista
Deossa,Betis,-18.389 | -30.538 | -34.027 | +69.381 | +263.277 | -579.933,"-0,88% | -1,45% | -1,61% | +3,45% | +14,47% | -21,78%",,3ddías,2.082.383,2.100.772 | 2.112.921 | 2.116.410 | 2.013.002 | 1.819.106 | 2.662.316,Mediocampista
Bigas,Elche,-122.843 | -266.655 | -395.034 | -907.110 | -1.891.096 | -3.944.521,"-2,65% | -5,57% | -8,04% | -16,72% | -29,50% | -46,61%",,40ddías,4.518.837,4.641.680 | 4.785.492 | 4.913.871 | 5.425.947 | 6.409.933 | 8.463.358,Defensa
Redondo,Elche,+45.071 | +73.060 | +57.615 | +4.336 | -144.753 | -702.003,"+5,21% | +8,73% | +6,76% | +0,48% | -13,72% | -43,54%",,2ddías,910.293,865.222 | 837.233 | 852.678 | 905.957 | 1.055.046 | 1.612.296,Mediocampista
Pinillos,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Mediocampista
Rego,Athletic,-114.076 | -276.117 | -446.504 | -446.504 | -446.504 | -446.504,"-2,43% | -5,69% | -8,90% | -8,90% | -8,90% | -8,90%",,3ddías,4.572.321,4.686.397 | 4.848.438 | 5.018.825 | 5.018.825 | 5.018.825 | 5.018.825,Defensa
Esquivel,Atlético,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Portero
Manu Fernández,Celta,+137 | -2.578 | -4.158 | -13.639 | -33.452 | -95.247,"+0,03% | -0,65% | -1,04% | -3,34% | -7,82% | -19,46%",,1ddías,394.213,394.076 | 396.791 | 398.371 | 407.852 | 427.665 | 489.460,Defensa
Ali Houary,Elche,-52.894 | -130.347 | +1.596.233 | +1.596.233 | +1.596.233 | +1.596.233,"-2,36% | -5,62% | 0% | 0% | 0% | 0%",,2ddías,2.187.122,2.240.016 | 2.317.469 | 0 | 0 | 0 | 0,Delantero
Junior,Betis,-55.001 | -120.934 | -187.616 | -407.645 | -958.838 | -2.823.973,"-1,69% | -3,65% | -5,55% | -11,32% | -23,10% | -46,94%",,45ddías,3.191.898,3.246.899 | 3.312.832 | 3.379.514 | 3.599.543 | 4.150.736 | 6.015.871,Defensa
Valentín Gómez,Betis,-28.921 | -65.864 | -97.397 | -198.005 | -447.871 | -1.275.903,"-1,75% | -3,90% | -5,66% | -10,87% | -21,62% | -44,01%",,45ddías,1.623.274,1.652.195 | 1.689.138 | 1.720.671 | 1.821.279 | 2.071.145 | 2.899.177,Defensa
Joselu,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,42ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Delantero
Salinas,Málaga,-3.337 | -16.363 | -24.529 | -47.367 | -70.446 | -299.393,"-0,33% | -1,61% | -2,40% | -4,52% | -6,58% | -23,05%",,4ddías,999.624,1.002.961 | 1.015.987 | 1.024.153 | 1.046.991 | 1.070.070 | 1.299.017,Defensa
Febas,Celta,-93.049 | -133.411 | -39.361 | +752.330 | +200.294 | -670.162,"-0,38% | -0,54% | -0,16% | +3,18% | +0,83% | -2,67%",,2ddías,24.426.726,24.519.775 | 24.560.137 | 24.466.087 | 23.674.396 | 24.226.432 | 25.096.888,Mediocampista
Affengruber,Elche,-307.101 | -713.328 | -1.266.280 | -2.416.889 | -377.900 | +8.812.610,"-0,98% | -2,25% | -3,93% | -7,24% | -1,21% | +39,75%",,8ddías,30.980.763,31.287.864 | 31.694.091 | 32.247.043 | 33.397.652 | 31.358.663 | 22.168.153,Defensa
Á. Núñez,Celta,-56.507 | -126.688 | -184.493 | -379.080 | -833.003 | -2.397.483,"-1,64% | -3,61% | -5,17% | -10,08% | -19,76% | -41,48%",,42ddías,3.381.996,3.438.503 | 3.508.684 | 3.566.489 | 3.761.076 | 4.214.999 | 5.779.479,Defensa
Santiago,Elche,-4.808 | -12.674 | -19.619 | -52.892 | -124.942 | -380.424,"-0,93% | -2,41% | -3,68% | -9,35% | -19,59% | -42,59%",,45ddías,512.891,517.699 | 525.565 | 532.510 | 565.783 | 637.833 | 893.315,Mediocampista
Aguado,Elche,+205.103 | +400.074 | +380.330 | +397.920 | +295.865 | -604.792,"+5,59% | +11,51% | +10,88% | +11,44% | +8,26% | -13,50%",,2ddías,3.875.623,3.670.520 | 3.475.549 | 3.495.293 | 3.477.703 | 3.579.758 | 4.480.415,Mediocampista
De la Fuente,Levante,-244.386 | -552.846 | -998.621 | -1.469.653 | -1.469.653 | -1.469.653,"-1,91% | -4,21% | -7,35% | -10,46% | -10,46% | -10,46%",,4ddías,12.582.875,12.827.261 | 13.135.721 | 13.581.496 | 14.052.528 | 14.052.528 | 14.052.528,Defensa
Iván Romero,Levante,-84.668 | -189.863 | -259.340 | +84.868 | +232.960 | -527.138,"-1,17% | -2,59% | -3,50% | +1,20% | +3,37% | -6,87%",,3ddías,7.143.202,7.227.870 | 7.333.065 | 7.402.542 | 7.058.334 | 6.910.242 | 7.670.340,Delantero
