Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Junior,Betis,-63.217 | -110.632 | -154.320 | -428.626 | -1.070.426 | -3.043.760,"-1,84% | -3,17% | -4,36% | -11,25% | -24,04% | -47,37%",,42ddías,3.381.393,3.444.610 | 3.492.025 | 3.535.713 | 3.810.019 | 4.451.819 | 6.425.153,Defensa
Valentín Gómez,Betis,-30.629 | -52.213 | -74.002 | -199.251 | -477.935 | -1.390.082,"-1,75% | -2,94% | -4,12% | -10,37% | -21,73% | -44,67%",,42ddías,1.721.670,1.752.299 | 1.773.883 | 1.795.672 | 1.920.921 | 2.199.605 | 3.111.752,Defensa
Manu Fernández,Celta,-339 | -1.428 | -4.591 | -18.609 | -40.259 | -100.588,"-0,08% | -0,36% | -1,14% | -4,46% | -9,17% | -20,14%",,42ddías,398.763,399.102 | 400.191 | 403.354 | 417.372 | 439.022 | 499.351,Defensa
Martim Neto,Elche,-30.675 | -47.560 | -60.008 | -155.791 | -354.182 | -835.788,"-1,87% | -2,87% | -3,59% | -8,81% | -18,01% | -34,14%",,42ddías,1.612.326,1.643.001 | 1.659.886 | 1.672.334 | 1.768.117 | 1.966.508 | 2.448.114,Mediocampista
Jutglà,Celta,+32.444 | +81.135 | +185.011 | +447.594 | +163.269 | -2.077.199,"+0,34% | +0,86% | +1,98% | +4,92% | +1,74% | -17,88%",,7ddías,9.538.995,9.506.551 | 9.457.860 | 9.353.984 | 9.091.401 | 9.375.726 | 11.616.194,Delantero
Hancko,Atlético,+465.175 | +883.298 | +1.421.627 | +4.519.384 | +8.390.811 | +3.339.673,"+1,21% | +2,32% | +3,79% | +13,12% | +27,45% | +9,38%",,14ddías,38.962.449,38.497.274 | 38.079.151 | 37.540.822 | 34.443.065 | 30.571.638 | 35.622.776,Defensa
Luiz Felipe,Rayo,-78.306 | -180.366 | -313.417 | -458.709 | -458.709 | -458.709,"-2,10% | -4,70% | -7,89% | -11,15% | -11,15% | -11,15%",,4ddías,3.656.568,3.734.874 | 3.836.934 | 3.969.985 | 4.115.277 | 4.115.277 | 4.115.277,Defensa
Jonny,Alavés,+65.265 | +29.199 | +11.218 | -89.230 | -474.987 | -2.324.627,"+1,21% | +0,54% | +0,21% | -1,61% | -8,00% | -29,84%",,1ddías,5.465.004,5.399.739 | 5.435.805 | 5.453.786 | 5.554.234 | 5.939.991 | 7.789.631,Defensa
Alexander-Arnold,Real Madrid,-141.733 | -315.275 | -553.163 | -1.747.055 | -3.672.304 | -11.164.327,"-0,62% | -1,37% | -2,39% | -7,16% | -13,96% | -33,03%",,42ddías,22.639.504,22.781.237 | 22.954.779 | 23.192.667 | 24.386.559 | 26.311.808 | 33.803.831,Defensa
Huijsen,Real Madrid,+691.730 | +1.226.246 | +1.792.493 | +2.526.237 | -1.667.944 | -8.195.263,"+2,13% | +3,84% | +5,72% | +8,25% | -4,79% | -19,82%",,6ddías,33.152.189,32.460.459 | 31.925.943 | 31.359.696 | 30.625.952 | 34.820.133 | 41.347.452,Defensa
Ruggeri,Atlético,-106.965 | -215.894 | -328.232 | -897.903 | -1.617.098 | -3.428.466,"-1,80% | -3,56% | -5,31% | -13,31% | -21,66% | -36,95%",,36ddías,5.849.405,5.956.370 | 6.065.299 | 6.177.637 | 6.747.308 | 7.466.503 | 9.277.871,Defensa
Salinas,Málaga,-7.160 | -2.168 | +8.043 | -45.100 | -45.100 | -363.381,"-0,69% | -0,21% | +0,79% | -4,21% | -4,21% | -26,17%",,1ddías,1.024.970,1.032.130 | 1.027.138 | 1.016.927 | 1.070.070 | 1.070.070 | 1.388.351,Defensa
Iván Romero,Levante,+47.190 | +144.042 | +258.557 | +580.403 | +391.479 | -459.797,"+0,64% | +1,98% | +3,61% | +8,50% | +5,58% | -5,84%",,7ddías,7.411.256,7.364.066 | 7.267.214 | 7.152.699 | 6.830.853 | 7.019.777 | 7.871.053,Delantero
Redondo,Elche,-15.479 | -29.460 | -37.293 | -106.288 | -289.269 | -901.573,"-1,78% | -3,34% | -4,19% | -11,08% | -25,32% | -51,38%",,42ddías,853.089,868.568 | 882.549 | 890.382 | 959.377 | 1.142.358 | 1.754.662,Mediocampista
Víctor García,Levante,-39.944 | -62.399 | -80.030 | -248.441 | -676.907 | -2.148.137,"-2,01% | -3,11% | -3,95% | -11,32% | -25,80% | -52,45%",,42ddías,1.947.078,1.987.022 | 2.009.477 | 2.027.108 | 2.195.519 | 2.623.985 | 4.095.215,Defensa
Santiago,Elche,-5.928 | -12.839 | -22.066 | -62.975 | -143.669 | -422.918,"-1,10% | -2,35% | -3,98% | -10,57% | -21,23% | -44,25%",,42ddías,532.902,538.830 | 545.741 | 554.968 | 595.877 | 676.571 | 955.820,Mediocampista
Riedel,Espanyol,-70.441 | -137.417 | -190.172 | -519.662 | -1.058.409 | -1.058.409,"-1,55% | -2,99% | -4,09% | -10,43% | -19,17% | -19,17%",,12ddías,4.462.209,4.532.650 | 4.599.626 | 4.652.381 | 4.981.871 | 5.520.618 | 5.520.618,Defensa
Aitor Mañas,Alavés,-5.800 | -12.578 | -21.666 | -32.337 | -32.337 | -32.337,"-1,08% | -2,32% | -3,93% | -5,75% | -5,75% | -5,75%",,4ddías,529.827,535.627 | 542.405 | 551.493 | 562.164 | 562.164 | 562.164,Delantero
Bardghji,Barcelona,-89.667 | -181.985 | -279.751 | -707.151 | -1.439.363 | -2.001.399,"-3,08% | -6,07% | -9,03% | -20,06% | -33,82% | -41,54%",,18ddías,2.817.166,2.906.833 | 2.999.151 | 3.096.917 | 3.524.317 | 4.256.529 | 4.818.565,Delantero
Laporte,Athletic,-783.667 | -1.702.334 | -2.772.582 | -7.981.652 | -3.062.467 | +25.384.104,"-1,47% | -3,15% | -5,03% | -13,22% | -5,52% | +93,99%",,8ddías,52.391.969,53.175.636 | 54.094.303 | 55.164.551 | 60.373.621 | 55.454.436 | 27.007.865,Defensa
Alemão,Rayo,-75.255 | -99.930 | -121.191 | -299.012 | -789.581 | -2.161.589,"-2,06% | -2,71% | -3,27% | -7,70% | -18,05% | -37,62%",,42ddías,3.584.079,3.659.334 | 3.684.009 | 3.705.270 | 3.883.091 | 4.373.660 | 5.745.668,Delantero
Diangana,Elche,-30.924 | -63.873 | -100.223 | -231.545 | -414.414 | -1.030.239,"-2,66% | -5,34% | -8,13% | -16,97% | -26,78% | -47,63%",,42ddías,1.132.810,1.163.734 | 1.196.683 | 1.233.033 | 1.364.355 | 1.547.224 | 2.163.049,Delantero
Sivera,Alavés,+461.348 | +579.593 | +735.469 | +2.069.786 | +7.095.824 | +14.816.324,"+1,46% | +1,84% | +2,35% | +6,90% | +28,43% | +85,95%",,40ddías,32.054.319,31.592.971 | 31.474.726 | 31.318.850 | 29.984.533 | 24.958.495 | 17.237.995,Portero
Cardoso,Sevilla,-17.371 | -34.383 | -51.988 | -141.738 | -326.198 | -945.674,"-2,11% | -4,08% | -6,05% | -14,93% | -28,77% | -53,94%",,42ddías,807.531,824.902 | 841.914 | 859.519 | 949.269 | 1.133.729 | 1.753.205,Defensa
Oso,Sevilla,-145.943 | -60.424 | -39.693 | -992.525 | -992.525 | -992.525,"-1,11% | -0,46% | -0,30% | -7,06% | -7,06% | -7,06%",,1ddías,13.060.807,13.206.750 | 13.121.231 | 13.100.500 | 14.053.332 | 14.053.332 | 14.053.332,Defensa
Carlos Soler,Real Sociedad,+286.947 | +522.232 | +875.721 | +1.493.321 | +162.413 | -4.754.975,"+0,90% | +1,65% | +2,79% | +4,86% | +0,51% | -12,85%",,6ddías,32.242.528,31.955.581 | 31.720.296 | 31.366.807 | 30.749.207 | 32.080.115 | 36.997.503,Mediocampista
Sancris,Getafe,-9.288 | -19.699 | -32.572 | -89.648 | -205.838 | -615.749,"-1,49% | -3,11% | -5,04% | -12,75% | -25,12% | -50,09%",,42ddías,613.543,622.831 | 633.242 | 646.115 | 703.191 | 819.381 | 1.229.292,Delantero
Oluwaseyi,Villarreal,-54.268 | -96.446 | -137.707 | -368.353 | -868.827 | -2.483.012,"-1,98% | -3,46% | -4,87% | -12,05% | -24,43% | -48,02%",,42ddías,2.687.506,2.741.774 | 2.783.952 | 2.825.213 | 3.055.859 | 3.556.333 | 5.170.518,Delantero
Pablo CamposCuñat Campos,Levante,-21.935 | -38.070 | -50.856 | -128.338 | -260.648 | -351.621,"-2,08% | -3,55% | -4,69% | -11,04% | -20,13% | -25,37%",,15ddías,1.034.132,1.056.067 | 1.072.202 | 1.084.988 | 1.162.470 | 1.294.780 | 1.385.753,Portero
Vlachodimos,Sevilla,+352.292 | +671.032 | +994.575 | +2.882.977 | +3.639.414 | +3.639.414,"+1,92% | +3,72% | +5,62% | +18,23% | +24,17% | +24,17%",,12ddías,18.695.893,18.343.601 | 18.024.861 | 17.701.318 | 15.812.916 | 15.056.479 | 15.056.479,Portero
Arriaga,Levante,-57.846 | -98.450 | -133.576 | -337.525 | -798.155 | -2.309.885,"-2,27% | -3,81% | -5,10% | -11,95% | -24,30% | -48,16%",,42ddías,2.486.135,2.543.981 | 2.584.585 | 2.619.711 | 2.823.660 | 3.284.290 | 4.796.020,Mediocampista
Suazo,Sevilla,-64.514 | -34.866 | -7.520 | -74.191 | -550.059 | -2.254.661,"-1,19% | -0,65% | -0,14% | -1,36% | -9,29% | -29,58%",,1ddías,5.368.218,5.432.732 | 5.403.084 | 5.375.738 | 5.442.409 | 5.918.277 | 7.622.879,Defensa
Veiga,Villarreal,-487.966 | -833.541 | -1.272.434 | -4.192.438 | -3.954.260 | +7.240.818,"-1,25% | -2,11% | -3,18% | -9,77% | -9,27% | +23,01%",,10ddías,38.705.641,39.193.607 | 39.539.182 | 39.978.075 | 42.898.079 | 42.659.901 | 31.464.823,Defensa
Davinchi,Getafe,-12.604 | +51.235 | +150.498 | +50.868 | +50.868 | +50.868,"-0,41% | +1,70% | +5,17% | +1,69% | +1,69% | +1,69%",,1ddías,3.062.471,3.075.075 | 3.011.236 | 2.911.973 | 3.011.603 | 3.011.603 | 3.011.603,Defensa
Josan,Elche,-28.316 | -47.856 | -62.455 | -134.428 | -134.428 | -134.428,"-2,58% | -4,28% | -5,51% | -11,16% | -11,16% | -11,16%",,5ddías,1.070.222,1.098.538 | 1.118.078 | 1.132.677 | 1.204.650 | 1.204.650 | 1.204.650,Mediocampista
Mendoza,Atlético,-6.640 | -7.018 | -10.457 | -33.681 | -98.618 | -394.823,"-0,78% | -0,83% | -1,23% | -3,84% | -10,48% | -31,91%",,42ddías,842.582,849.222 | 849.600 | 853.039 | 876.263 | 941.200 | 1.237.405,Mediocampista
Rueda,Celta,+38.186 | +115.767 | +206.843 | +575.334 | +665.388 | -99.167,"+0,89% | +2,74% | +5,01% | +15,31% | +18,14% | -2,24%",,11ddías,4.333.760,4.295.574 | 4.217.993 | 4.126.917 | 3.758.426 | 3.668.372 | 4.432.927,Defensa
Radu,Celta,-449.309 | -762.553 | -1.170.269 | -1.458.455 | +2.703.729 | +13.372.288,"-1,15% | -1,94% | -2,95% | -3,65% | +7,56% | +53,25%",,5ddías,38.485.562,38.934.871 | 39.248.115 | 39.655.831 | 39.944.017 | 35.781.833 | 25.113.274,Portero
Carlos Espí,Real Madrid,+166.736 | +294.124 | +457.409 | +701.093 | +5.505.178 | +5.505.178,"+1,88% | +3,36% | +5,33% | +8,41% | 0% | 0%",,6ddías,9.036.307,8.869.571 | 8.742.183 | 8.578.898 | 8.335.214 | 0 | 0,Delantero
Toljan,Levante,-80.208 | -133.208 | -162.235 | -419.944 | -686.651 | -2.141.190,"-1,91% | -3,13% | -3,79% | -9,25% | -14,28% | -34,20%",,40ddías,4.120.478,4.200.686 | 4.253.686 | 4.282.713 | 4.540.422 | 4.807.129 | 6.261.668,Defensa
Aguado,Elche,-27.367 | -7.986 | +20.809 | -11.256 | -173.048 | -1.260.199,"-0,78% | -0,23% | +0,60% | -0,32% | -4,71% | -26,48%",,1ddías,3.498.015,3.525.382 | 3.506.001 | 3.477.206 | 3.509.271 | 3.671.063 | 4.758.214,Mediocampista
Á. Núñez,Celta,-61.492 | -102.700 | -138.662 | -366.242 | -893.636 | -2.552.293,"-1,69% | -2,80% | -3,74% | -9,31% | -20,03% | -41,70%",,39ddías,3.568.589,3.630.081 | 3.671.289 | 3.707.251 | 3.934.831 | 4.462.225 | 6.120.882,Defensa
Satriano,Getafe,-597.054 | -776.358 | -978.279 | +26.137.783 | +26.137.783 | +26.137.783,"-1,92% | -2,48% | -3,11% | 0% | 0% | 0%",,4ddías,30.474.209,31.071.263 | 31.250.567 | 31.452.488 | 0 | 0 | 0,Delantero
Martín,Barcelona,+560.011 | +1.030.023 | +1.632.026 | +4.957.718 | +6.857.443 | +5.815.088,"+1,57% | +2,92% | +4,70% | +15,80% | +23,27% | +19,05%",,12ddías,36.332.684,35.772.673 | 35.302.661 | 34.700.658 | 31.374.966 | 29.475.241 | 30.517.596,Defensa
Logan Costa,Villarreal,-25.018 | -40.588 | -59.217 | -151.639 | -355.687 | -1.081.874,"-2,00% | -3,20% | -4,60% | -10,99% | -22,47% | -46,85%",,42ddías,1.227.525,1.252.543 | 1.268.113 | 1.286.742 | 1.379.164 | 1.583.212 | 2.309.399,Defensa
Luiz Junior,Villarreal,-394.679 | -622.001 | -960.612 | -3.231.637 | +68.024 | +12.008.805,"-1,04% | -1,63% | -2,49% | -7,91% | +0,18% | +46,85%",,8ddías,37.638.595,38.033.274 | 38.260.596 | 38.599.207 | 40.870.232 | 37.570.571 | 25.629.790,Portero
Aramburu,Real Sociedad,+216.345 | +376.702 | +546.867 | +1.417.492 | +3.409.230 | +8.537.044,"+1,24% | +2,18% | +3,19% | +8,72% | +23,89% | +93,38%",,41ddías,17.679.313,17.462.968 | 17.302.611 | 17.132.446 | 16.261.821 | 14.270.083 | 9.142.269,Defensa
Berrocal,Getafe,-47.327 | -83.676 | -115.418 | +532.264 | +532.264 | +532.264,"-2,94% | -5,08% | -6,87% | 0% | 0% | 0%",,4ddías,1.563.574,1.610.901 | 1.647.250 | 1.678.992 | 0 | 0 | 0,Defensa
Kumbulla,Rayo,-155.252 | -302.704 | -501.440 | +4.531.311 | +4.531.311 | +4.531.311,"-2,78% | -5,28% | -8,46% | 0% | 0% | 0%",,3ddías,5.428.462,5.583.714 | 5.731.166 | 5.929.902 | 0 | 0 | 0,Defensa
Hugo Álvarez,Celta,-50.755 | -75.812 | -112.221 | -271.366 | -687.639 | -2.240.792,"-1,70% | -2,52% | -3,69% | -8,48% | -19,02% | -43,35%",,42ddías,2.928.041,2.978.796 | 3.003.853 | 3.040.262 | 3.199.407 | 3.615.680 | 5.168.833,Mediocampista
Javi Rodríguez,Celta,-73.153 | -289.215 | -613.743 | -968.072 | -968.072 | -968.072,"-0,80% | -3,09% | -6,34% | -9,64% | -9,64% | -9,64%",,4ddías,9.069.580,9.142.733 | 9.358.795 | 9.683.323 | 10.037.652 | 10.037.652 | 10.037.652,Defensa
Durán,Celta,-22.819 | -49.514 | -74.552 | -203.481 | -468.730 | -1.283.909,"-2,24% | -4,73% | -6,96% | -16,95% | -31,98% | -56,29%",,42ddías,996.976,1.019.795 | 1.046.490 | 1.071.528 | 1.200.457 | 1.465.706 | 2.280.885,Delantero
Natan,Betis,-588.110 | -1.163.436 | -1.728.524 | -4.308.146 | -1.370.597 | +9.252.719,"-1,48% | -2,88% | -4,22% | -9,89% | -3,37% | +30,85%",,8ddías,39.241.756,39.829.866 | 40.405.192 | 40.970.280 | 43.549.902 | 40.612.353 | 29.989.037,Defensa
Bernal,Barcelona,+266.653 | +510.945 | +780.864 | +1.828.529 | +3.777.252 | +3.799.892,"+3,73% | +7,40% | +11,77% | +32,74% | +103,87% | +105,15%",,16ddías,7.413.816,7.147.163 | 6.902.871 | 6.632.952 | 5.585.287 | 3.636.564 | 3.613.924,Mediocampista
Toni Martinez,Alavés,+208.181 | +234.571 | +244.140 | -217.355 | -1.955.333 | -8.609.222,"+0,83% | +0,94% | +0,98% | -0,85% | -7,19% | -25,42%",,3ddías,25.258.309,25.050.128 | 25.023.738 | 25.014.169 | 25.475.664 | 27.213.642 | 33.867.531,Delantero
Alfon,Sevilla,-184.762 | -370.116 | -560.157 | -1.235.458 | -1.235.458 | -1.235.458,"-3,09% | -6,01% | -8,82% | -17,58% | -17,58% | -17,58%",,6ddías,5.791.303,5.976.065 | 6.161.419 | 6.351.460 | 7.026.761 | 7.026.761 | 7.026.761,Delantero
Musso,Atlético,-86.417 | -158.332 | -232.685 | -652.280 | -1.479.633 | -3.817.096,"-1,95% | -3,52% | -5,09% | -13,08% | -25,44% | -46,82%",,42ddías,4.336.379,4.422.796 | 4.494.711 | 4.569.064 | 4.988.659 | 5.816.012 | 8.153.475,Portero
Olmo,Barcelona,-344.480 | -862.762 | -1.483.680 | -4.803.995 | -12.609.373 | -42.447.596,"-0,55% | -1,37% | -2,34% | -7,19% | -16,89% | 0%",,26ddías,62.032.134,62.376.614 | 62.894.896 | 63.515.814 | 66.836.129 | 74.641.507 | 0,Mediocampista
Mario Martín,Getafe,+36.122 | +110.656 | +199.605 | -73.384 | -73.384 | -73.384,"+0,92% | +2,89% | +5,33% | -1,83% | -1,83% | -1,83%",,3ddías,3.942.088,3.905.966 | 3.831.432 | 3.742.483 | 4.015.472 | 4.015.472 | 4.015.472,Mediocampista
Leo Román,Deportivo,+373.108 | +730.130 | +1.315.262 | +3.800.992 | +10.534.836 | +35.334.367,"+1,01% | +2,00% | +3,66% | +11,38% | +39,50% | 0%",,18ddías,37.202.789,36.829.681 | 36.472.659 | 35.887.527 | 33.401.797 | 26.667.953 | 0,Portero
Boiro,Athletic,-3.971 | -8.843 | -15.215 | -44.161 | -101.866 | -279.952,"-0,81% | -1,79% | -3,04% | -8,33% | -17,33% | -36,55%",,26ddías,485.930,489.901 | 494.773 | 501.145 | 530.091 | 587.796 | 765.882,Defensa
Jauregizar,Athletic,+61.232 | +138.322 | +243.946 | +1.270.490 | +3.611.674 | +10.302.160,"+0,22% | +0,49% | +0,87% | +4,69% | +14,58% | +56,98%",,41ddías,28.381.768,28.320.536 | 28.243.446 | 28.137.822 | 27.111.278 | 24.770.094 | 18.079.608,Mediocampista
Alvarez,Atlético,+345.726 | +462.515 | +774.924 | +1.441.996 | -1.749.626 | +22.804.260,"+0,49% | +0,66% | +1,11% | +2,08% | -2,41% | 0%",,6ddías,70.892.654,70.546.928 | 70.430.139 | 70.117.730 | 69.450.658 | 72.642.280 | 0,Delantero
Uche,Getafe,-646.175 | -1.317.885 | -2.032.774 | -5.162.951 | +7.064.911 | +7.064.911,"-3,17% | -6,25% | -9,33% | -20,72% | 0% | 0%",,10ddías,19.759.660,20.405.835 | 21.077.545 | 21.792.434 | 24.922.611 | 0 | 0,Delantero
Letácek,Getafe,-12.221 | -24.716 | -37.281 | -101.487 | -230.528 | -694.283,"-1,76% | -3,49% | -5,17% | -12,92% | -25,21% | -50,38%",,42ddías,683.934,696.155 | 708.650 | 721.215 | 785.421 | 914.462 | 1.378.217,Portero
Novoa,Alavés,-21.241 | -44.103 | -69.946 | +250.902 | +250.902 | +250.902,"-2,30% | -4,67% | -7,21% | 0% | 0% | 0%",,3ddías,900.401,921.642 | 944.504 | 970.347 | 0 | 0 | 0,Defensa
Diarra,Alavés,-29.190 | -60.332 | -94.800 | +499.680 | +499.680 | +499.680,"-2,61% | -5,24% | -7,99% | 0% | 0% | 0%",,3ddías,1.091.180,1.120.370 | 1.151.512 | 1.185.980 | 0 | 0 | 0,Defensa
Lo Celso,Betis,-939.377 | -1.937.311 | -3.059.887 | -5.898.323 | -2.539.575 | +10.162.957,"-2,56% | -5,13% | -7,87% | -14,14% | -6,62% | +39,63%",,7ddías,35.809.514,36.748.891 | 37.746.825 | 38.869.401 | 41.707.837 | 38.349.089 | 25.646.557,Mediocampista
Pelayo,Rayo,-24.630 | -51.632 | -81.787 | -671.794 | -671.794 | -671.794,"-2,41% | -4,93% | -7,59% | 0% | 0% | 0%",,3ddías,996.377,1.021.007 | 1.048.009 | 1.078.164 | 0 | 0 | 0,Defensa
Affengruber,Elche,-484.945 | -834.882 | -973.623 | -730.825 | +2.695.600 | +11.519.653,"-1,48% | -2,52% | -2,93% | -2,21% | +9,12% | +55,52%",,5ddías,32.267.932,32.752.877 | 33.102.814 | 33.241.555 | 32.998.757 | 29.572.332 | 20.748.279,Defensa
Cucho,Betis,-296.281 | -545.129 | -861.456 | -3.254.011 | -9.041.568 | -5.987.559,"-0,67% | -1,22% | -1,92% | -6,87% | -17,01% | -11,95%",,18ddías,44.120.009,44.416.290 | 44.665.138 | 44.981.465 | 47.374.020 | 53.161.577 | 50.107.568,Delantero
Febas,Celta,+114.822 | +248.901 | +511.147 | +1.391.455 | -603.613 | -603.613,"+0,47% | +1,03% | +2,13% | +6,02% | -2,41% | -2,41%",,7ddías,24.493.275,24.378.453 | 24.244.374 | 23.982.128 | 23.101.820 | 25.096.888 | 25.096.888,Mediocampista
John ChetauyaJohn C.,Elche,-11.477 | -24.168 | -35.898 | -100.759 | -228.972 | -704.000,"-1,69% | -3,50% | -5,11% | -13,14% | -25,58% | -51,38%",,42ddías,666.083,677.560 | 690.251 | 701.981 | 766.842 | 895.055 | 1.370.083,Defensa
Bambo,Elche,-23.806 | -42.473 | -58.644 | -156.372 | -391.821 | +389.032,"-2,23% | -3,91% | -5,32% | -13,03% | -27,30% | 0%",,14ddías,1.043.497,1.067.303 | 1.085.970 | 1.102.141 | 1.199.869 | 1.435.318 | 0,Defensa
Youssef,Alavés,-4.324 | -4.343 | +667 | -3.887 | -52.735 | -213.898,"-0,86% | -0,87% | +0,13% | -0,78% | -9,62% | -30,14%",,2ddías,495.702,500.026 | 500.045 | 495.035 | 499.589 | 548.437 | 709.600,Defensa
Diatta,Villarreal,-6.465 | -13.936 | -23.746 | -35.863 | -35.863 | -35.863,"-1,17% | -2,49% | -4,17% | -6,17% | -6,17% | -6,17%",,4ddías,545.793,552.258 | 559.729 | 569.539 | 581.656 | 581.656 | 581.656,Mediocampista
Castrín,Sevilla,-98.635 | -170.322 | -225.405 | -552.325 | -552.325 | -552.325,"-2,26% | -3,84% | -5,01% | -11,45% | -11,45% | -11,45%",,5ddías,4.270.691,4.369.326 | 4.441.013 | 4.496.096 | 4.823.016 | 4.823.016 | 4.823.016,Defensa
Fran González,Sevilla,-11.071 | -13.871 | -14.445 | -32.562 | -46.286 | -46.286,"-1,66% | -2,07% | -2,15% | -4,73% | -6,59% | -6,59%",,8ddías,656.336,667.407 | 670.207 | 670.781 | 688.898 | 702.622 | 702.622,Portero
Niño,Málaga,-68.661 | -136.871 | -204.785 | -326.389 | -452.074 | -1.028.235,"-2,76% | -5,36% | -7,81% | -11,90% | -15,76% | -29,85%",,42ddías,2.416.394,2.485.055 | 2.553.265 | 2.621.179 | 2.742.783 | 2.868.468 | 3.444.629,Delantero
Rubén Gómez,Villarreal,-6.978 | -14.983 | -20.161 | -44.188 | -44.188 | -44.188,"-1,23% | -2,61% | -3,49% | -7,34% | -7,34% | -7,34%",,5ddías,558.104,565.082 | 573.087 | 578.265 | 602.292 | 602.292 | 602.292,Portero
Román,Celta,-18.487 | +3.147 | +54.992 | +283.919 | +170.148 | -1.464.932,"-0,34% | +0,06% | +1,02% | +5,52% | +3,24% | -21,26%",,1ddías,5.427.027,5.445.514 | 5.423.880 | 5.372.035 | 5.143.108 | 5.256.879 | 6.891.959,Mediocampista
Buchanan,Villarreal,-214.709 | -315.778 | -409.388 | -1.299.230 | -1.680.783 | +1.460.798,"-1,18% | -1,72% | -2,22% | -6,71% | -8,52% | +8,80%",,11ddías,18.056.991,18.271.700 | 18.372.769 | 18.466.379 | 19.356.221 | 19.737.774 | 16.596.193,Mediocampista
Óskarsson,Real Sociedad,-98.160 | -164.199 | -252.456 | -784.250 | -1.800.253 | -5.006.026,"-1,27% | -2,11% | -3,21% | -9,34% | -19,12% | -39,67%",,42ddías,7.613.765,7.711.925 | 7.777.964 | 7.866.221 | 8.398.015 | 9.414.018 | 12.619.791,Delantero
Valera,Elche,-126.691 | -95.526 | -71.444 | -432.827 | -1.482.611 | -5.216.371,"-0,54% | -0,41% | -0,31% | -1,83% | -6,01% | -18,37%",,1ddías,23.175.686,23.302.377 | 23.271.212 | 23.247.130 | 23.608.513 | 24.658.297 | 28.392.057,Mediocampista
