Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Folgado,Real Sociedad,0 | 0 | 0 | 0 | 0 | +770,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 701.836,Portero
Carlos Soler,Real Sociedad,-291.064 | -465.093 | -684.002 | -1.880.787 | -4.313.463 | -8.315.970,"-0,91% | -1,44% | -2,11% | -5,59% | -11,95% | -20,74%",,29ddías,31.789.051,32.080.115 | 32.254.144 | 32.473.053 | 33.669.838 | 36.102.514 | 40.105.021,Mediocampista
Sancris,Getafe,-19.020 | -38.152 | -57.483 | -147.034 | -335.275 | -904.101,"-2,32% | -4,55% | -6,70% | -15,52% | -29,52% | -53,04%",,29ddías,800.361,819.381 | 838.513 | 857.844 | 947.395 | 1.135.636 | 1.704.462,Delantero
Riedel,Espanyol,0 | 0 | 0 | 0 | 0 | +6.179,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,5.520.618,5.520.618 | 5.520.618 | 5.520.618 | 5.520.618 | 5.520.618 | 5.514.439,Defensa
Montero,Alavés,0 | 0 | 0 | 0 | 0 | +742,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 601.574,Portero
Oluwaseyi,Villarreal,-77.055 | -159.760 | -237.235 | -588.568 | -1.348.560 | -3.037.787,"-2,17% | -4,39% | -6,38% | -14,47% | -27,93% | -46,61%",,29ddías,3.479.278,3.556.333 | 3.639.038 | 3.716.513 | 4.067.846 | 4.827.838 | 6.517.065,Delantero
Arriaga,Levante,-77.379 | -155.604 | -230.786 | -566.603 | -1.245.598 | -2.808.841,"-2,36% | -4,63% | -6,71% | -15,02% | -27,98% | -46,69%",,29ddías,3.206.911,3.284.290 | 3.362.515 | 3.437.697 | 3.773.514 | 4.452.509 | 6.015.752,Mediocampista
Laporte,Athletic,+1.408.513 | +2.569.856 | +4.131.080 | +10.765.884 | +24.803.107 | +51.351.621,"+2,54% | +4,73% | +7,83% | +23,35% | +77,37% | 0%",,20ddías,56.862.949,55.454.436 | 54.293.093 | 52.731.869 | 46.097.065 | 32.059.842 | 0,Defensa
Thiago,Real Madrid,0 | 0 | 0 | 0 | 0 | +7.705,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,7.026.082,7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.018.377,Mediocampista
Niculaesei,Elche,0 | 0 | 0 | 0 | 0 | +1.000,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,803.099,803.099 | 803.099 | 803.099 | 803.099 | 803.099 | 802.099,Defensa
Mendoza,Atlético,-9.994 | -20.248 | -33.898 | -102.985 | -239.712 | -572.731,"-1,06% | -2,13% | -3,51% | -9,96% | -20,47% | -38,08%",,29ddías,931.206,941.200 | 951.454 | 965.104 | 1.034.191 | 1.170.918 | 1.503.937,Mediocampista
Echegoyen,Osasuna,0 | 0 | 0 | 0 | 0 | +696,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,562.286,562.286 | 562.286 | 562.286 | 562.286 | 562.286 | 561.590,Mediocampista
Josan,Elche,0 | 0 | 0 | 0 | 0 | +1.500,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,1.204.650,1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.203.150,Mediocampista
Davinchi,Getafe,0 | 0 | 0 | 0 | 0 | +3.728,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,3.011.603,3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 3.007.875,Defensa
Mastantuono,Real Madrid,0 | 0 | 0 | 0 | 0 | +11.008,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,10.037.262,10.037.262 | 10.037.262 | 10.037.262 | 10.037.262 | 10.037.262 | 10.026.254,Delantero
Veiga,Villarreal,+697.364 | +1.272.293 | +2.040.563 | +4.346.869 | +9.240.230 | +18.291.627,"+1,63% | +3,02% | +4,94% | +11,14% | +27,08% | +72,97%",,28ddías,43.357.265,42.659.901 | 42.084.972 | 41.316.702 | 39.010.396 | 34.117.035 | 25.065.638,Defensa
Ryan,Levante,0 | 0 | 0 | 0 | 0 | +15.208,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,13.550.652,13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.535.444,Portero
Corralejo,Betis,0 | 0 | 0 | 0 | 0 | +674,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 601.574,Mediocampista
Nacho Pérez,Levante,0 | 0 | 0 | 0 | 0 | +652,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,581.692,581.692 | 581.692 | 581.692 | 581.692 | 581.692 | 581.040,Defensa
Altozano,Sevilla,0 | 0 | 0 | 0 | 0 | +710,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 601.574,Mediocampista
Sierra,Sevilla,0 | 0 | 0 | 0 | 0 | +710,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 601.574,Delantero
Blázquez,Valencia,0 | 0 | 0 | 0 | 0 | +694,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 580.962,Delantero
Suazo,Sevilla,-94.323 | -174.518 | -252.787 | -654.598 | -1.396.107 | -3.199.675,"-1,59% | -2,91% | -4,16% | -10,10% | -19,34% | -35,46%",,29ddías,5.823.954,5.918.277 | 5.998.472 | 6.076.741 | 6.478.552 | 7.220.061 | 9.023.629,Defensa
Alemão,Rayo,-72.329 | -151.977 | -228.275 | -523.638 | -1.158.193 | -2.717.046,"-1,65% | -3,41% | -5,04% | -10,85% | -21,21% | -38,71%",,29ddías,4.301.331,4.373.660 | 4.453.308 | 4.529.606 | 4.824.969 | 5.459.524 | 7.018.377,Delantero
Santos,Athletic,0 | 0 | 0 | 0 | 0 | +770,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 701.836,Portero
Radu,Celta,+936.859 | +1.689.896 | +2.526.172 | +5.400.571 | +9.474.528 | +16.666.182,"+2,62% | +4,82% | +7,39% | +17,24% | +34,78% | +83,11%",,28ddías,36.718.692,35.781.833 | 35.028.796 | 34.192.520 | 31.318.121 | 27.244.164 | 20.052.510,Portero
Álvaro,Alavés,0 | 0 | 0 | 0 | 0 | +618,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.311,Defensa
Joan Martínez,Real Madrid,0 | 0 | 0 | 0 | 0 | +786,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 701.836,Defensa
Unai Santos,Osasuna,0 | 0 | 0 | 0 | 0 | +745,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 601.574,Defensa
Carlos Macià,Villarreal,0 | 0 | 0 | 0 | 0 | +958,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,803.057,803.057 | 803.057 | 803.057 | 803.057 | 803.057 | 802.099,Mediocampista
Carrera,Real Sociedad,0 | 0 | 0 | 0 | 0 | +797,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 701.836,Delantero
Rosón,Levante,0 | 0 | 0 | 0 | 0 | +675,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 601.574,Mediocampista
Nakoha,Levante,0 | 0 | 0 | 0 | 0 | +563,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,501.874,501.874 | 501.874 | 501.874 | 501.874 | 501.874 | 501.311,Defensa
Jurado,Valencia,0 | 0 | 0 | 0 | 0 | +718,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 601.574,Defensa
Panach,Valencia,0 | 0 | 0 | 0 | 0 | +598,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 501.311,Defensa
Marchal,Real Sociedad,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 601.574,Mediocampista
Yassin,Getafe,0 | 0 | 0 | 0 | 0 | +621,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 501.311,Defensa
Al Lal,Elche,0 | 0 | 0 | 0 | 0 | +625,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,501.936,501.936 | 501.936 | 501.936 | 501.936 | 501.936 | 501.311,Delantero
Óscar Marcos,Celta,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 601.574,Delantero
Meixús,Celta,0 | 0 | 0 | 0 | 0 | +551,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 484.821,Defensa
Selton,Athletic,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 601.574,Mediocampista
Delgado,Elche,0 | 0 | 0 | 0 | 0 | +750,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 601.574,Defensa
Adam Boayar,Elche,0 | 0 | 0 | 0 | 0 | +875,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,702.711,702.711 | 702.711 | 702.711 | 702.711 | 702.711 | 701.836,Mediocampista
Adrián Pérez,Athletic,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 601.574,Delantero
Bardghji,Barcelona,-115.442 | -231.539 | -358.967 | -677.478 | -677.478 | -671.513,"-2,71% | -5,30% | -7,98% | -14,06% | -14,06% | -13,95%",,5ddías,4.141.087,4.256.529 | 4.372.626 | 4.500.054 | 4.818.565 | 4.818.565 | 4.812.600,Delantero
Taufik,Atlético,0 | 0 | 0 | 0 | 0 | +742,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 601.574,Mediocampista
Martínez Bastida,Elche,0 | 0 | 0 | 0 | 0 | +750,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 601.574,Mediocampista
Aller,Barcelona,0 | 0 | 0 | 0 | 0 | +869,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 701.836,Portero
Ballestero,Alavés,0 | 0 | 0 | 0 | 0 | +742,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 601.574,Defensa
Monreal,Athletic,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 601.574,Defensa
Juan Hernández,Barcelona,0 | 0 | 0 | 0 | 0 | +720,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,581.760,581.760 | 581.760 | 581.760 | 581.760 | 581.760 | 581.040,Mediocampista
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | +718,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 601.574,Mediocampista
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | +869,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 701.836,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | +745,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 601.574,Portero
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | +745,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 601.574,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | +786,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 701.836,Portero
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | +550,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 501.311,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 601.574,Defensa
Rueda,Celta,-4.160 | -38.564 | -63.970 | -218.820 | -593.033 | -1.348.914,"-0,11% | -1,04% | -1,72% | -5,64% | -13,93% | -26,91%",,27ddías,3.664.212,3.668.372 | 3.702.776 | 3.728.182 | 3.883.032 | 4.257.245 | 5.013.126,Defensa
Becerra,Rayo,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,581.700,581.700 | 581.700 | 581.700 | 581.700 | 581.700 | 581.040,Mediocampista
Oláiz,Alavés,0 | 0 | 0 | 0 | 0 | +742,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 601.574,Defensa
Bekhoucha,Getafe,0 | 0 | 0 | 0 | 0 | +1.367,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,1.104.254,1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.102.887,Defensa
Iván Romero,Levante,-30.362 | -38.456 | -84.225 | -245.734 | -680.925 | -1.532.901,"-0,43% | -0,55% | -1,19% | -3,40% | -8,88% | -17,99%",,18ddías,6.989.415,7.019.777 | 7.027.871 | 7.073.640 | 7.235.149 | 7.670.340 | 8.522.316,Delantero
De la Fuente,Levante,0 | 0 | 0 | 0 | 0 | +15.772,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,14.052.528,14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.036.756,Defensa
Sivera,Alavés,+746.773 | +1.446.252 | +2.200.584 | +4.511.723 | +7.390.789 | +11.243.894,"+2,99% | +5,96% | +9,36% | +21,29% | +40,35% | +77,75%",,27ddías,25.705.268,24.958.495 | 24.259.016 | 23.504.684 | 21.193.545 | 18.314.479 | 14.461.374,Portero
Santiago,Elche,-13.307 | -26.488 | -39.620 | -102.038 | -230.051 | -640.148,"-1,97% | -3,84% | -5,64% | -13,33% | -25,75% | -49,11%",,29ddías,663.264,676.571 | 689.752 | 702.884 | 765.302 | 893.315 | 1.303.412,Mediocampista
Á. Núñez,Celta,-88.650 | -170.348 | -251.249 | -664.267 | -1.405.904 | -2.644.802,"-1,99% | -3,75% | -5,43% | -13,19% | -24,33% | -37,68%",,26ddías,4.373.575,4.462.225 | 4.543.923 | 4.624.824 | 5.037.842 | 5.779.479 | 7.018.377,Defensa
Affengruber,Elche,+688.921 | +1.319.032 | +2.098.899 | +4.520.334 | +8.093.100 | +21.855.999,"+2,33% | +4,56% | +7,45% | +17,56% | +36,51% | 0%",,21ddías,30.261.253,29.572.332 | 28.942.221 | 28.162.354 | 25.740.919 | 22.168.153 | 0,Defensa
Febas,Celta,0 | 0 | 0 | 0 | 0 | +31.250,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,25.096.888,25.096.888 | 25.096.888 | 25.096.888 | 25.096.888 | 25.096.888 | 25.065.638,Mediocampista
John ChetauyaJohn C.,Elche,-22.047 | -44.332 | -66.947 | -171.416 | -387.791 | -1.031.979,"-2,46% | -4,83% | -7,12% | -16,41% | -30,76% | -54,17%",,29ddías,873.008,895.055 | 917.340 | 939.955 | 1.044.424 | 1.260.799 | 1.904.987,Defensa
Bambo,Elche,-43.657 | +737.196 | +737.196 | +737.196 | +737.196 | +737.196,"-3,04% | 0% | 0% | 0% | 0% | 0%",,1ddías,1.391.661,1.435.318 | 0 | 0 | 0 | 0 | 0,Defensa
Vencedor,Athletic,0 | 0 | 0 | 0 | 0 | +2.478,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,2.208.253,2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.205.775,Mediocampista
Youssef,Alavés,-8.182 | -16.025 | -23.596 | -61.353 | -135.221 | -362.106,"-1,49% | -2,88% | -4,18% | -10,20% | -20,02% | -40,13%",,21ddías,540.255,548.437 | 556.280 | 563.851 | 601.608 | 675.476 | 902.361,Defensa
Fortuny,Real Madrid,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 601.574,Mediocampista
Molina,Rayo,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 601.574,Portero
Arguibide,Osasuna,0 | 0 | 0 | 0 | 0 | +720,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,582.013,582.013 | 582.013 | 582.013 | 582.013 | 582.013 | 581.293,Defensa
Pablo García,Betis,0 | 0 | 0 | 0 | 0 | +2.809,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,2.509.371,2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.506.562,Delantero
Ruggeri,Atlético,-83.729 | -165.719 | -244.287 | -666.963 | -1.511.869 | -1.540.593,"-1,12% | -2,20% | -3,20% | -8,29% | -17,00% | -17,26%",,23ddías,7.382.774,7.466.503 | 7.548.493 | 7.627.061 | 8.049.737 | 8.894.643 | 8.923.367,Defensa
Juanpe,Rayo,0 | 0 | 0 | 0 | 0 | +660,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 601.574,Portero
Valou,Getafe,0 | 0 | 0 | 0 | 0 | +718,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 601.574,Defensa
Niño,Málaga,-21.858 | -34.990 | -50.549 | -184.271 | -476.713 | -1.163.891,"-0,76% | -1,21% | -1,74% | -6,08% | -14,34% | -29,02%",,29ddías,2.846.610,2.868.468 | 2.881.600 | 2.897.159 | 3.030.881 | 3.323.323 | 4.010.501,Delantero
Rayane,Atlético,0 | 0 | 0 | 0 | 0 | +809,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,678.006,678.006 | 678.006 | 678.006 | 678.006 | 678.006 | 677.197,Delantero
Mendy,Rayo,0 | 0 | 0 | 0 | 0 | +6.604,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,6.022.356,6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 6.015.752,Defensa
Ortiz,Betis,0 | 0 | 0 | 0 | 0 | +1.910,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,1.706.372,1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.704.462,Defensa
Osambela,Osasuna,0 | 0 | 0 | 0 | 0 | +621,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 501.311,Mediocampista
Yáñez,Real Madrid,0 | 0 | 0 | 0 | 0 | +770,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 701.836,Delantero
Swiderski,Alavés,0 | 0 | 0 | 0 | 0 | +742,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 601.574,Portero
D. Aguado,Real Madrid,0 | 0 | 0 | 0 | 0 | +866,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,774.109,774.109 | 774.109 | 774.109 | 774.109 | 774.109 | 773.243,Defensa
Fran González,Sevilla,0 | 0 | 0 | 0 | 0 | +786,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 701.836,Portero
Mariezkurrena,Real Sociedad,0 | 0 | 0 | 0 | 0 | +769,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,677.966,677.966 | 677.966 | 677.966 | 677.966 | 677.966 | 677.197,Delantero
Castrín,Sevilla,0 | 0 | 0 | 0 | 0 | +5.688,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,4.823.016,4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 4.817.328,Defensa
Rafa,Sevilla,0 | 0 | 0 | 0 | 0 | +683,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 601.574,Portero
Diatta,Villarreal,0 | 0 | 0 | 0 | 0 | +694,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 580.962,Mediocampista
Salinas,Málaga,0 | 0 | 0 | -18.620 | -228.947 | -834.917,"0,00% | 0,00% | 0,00% | -1,71% | -17,62% | -43,83%",,4ddías,1.070.070,1.070.070 | 1.070.070 | 1.070.070 | 1.088.690 | 1.299.017 | 1.904.987,Defensa
Huijsen,Real Madrid,-632.728 | -1.175.305 | -1.415.812 | -2.487.800 | -5.227.853 | -14.640.458,"-1,82% | -3,32% | -3,98% | -6,78% | -13,26% | -29,98%",,29ddías,34.187.405,34.820.133 | 35.362.710 | 35.603.217 | 36.675.205 | 39.415.258 | 48.827.863,Defensa
Vertrouwd,Rayo,0 | 0 | 0 | 0 | 0 | +1.100,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,11%",,26ddías,1.003.725,1.003.725 | 1.003.725 | 1.003.725 | 1.003.725 | 1.003.725 | 1.002.625,Defensa
Torrents,Barcelona,0 | 0 | 0 | 0 | 0 | +745,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,12%",,26ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 601.574,Defensa
