Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Adam Boayar,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,702.711,702.711 | 702.711 | 702.711 | 702.711 | 702.711 | 702.711,Mediocampista
Santos,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Portero
Laporte,Athletic,-1.114.260 | -2.393.905 | -3.750.381 | -6.427.015 | +1.362.434 | +29.982.721,"-2,02% | -4,24% | -6,48% | -10,62% | +2,58% | +124,35%",,6ddías,54.094.303,55.208.563 | 56.488.208 | 57.844.684 | 60.521.318 | 52.731.869 | 24.111.582,Defensa
Alemão,Rayo,-27.144 | -43.680 | -94.569 | -324.819 | -845.597 | -2.277.111,"-0,73% | -1,17% | -2,50% | -8,10% | -18,67% | -38,20%",,40ddías,3.684.009,3.711.153 | 3.727.689 | 3.778.578 | 4.008.828 | 4.529.606 | 5.961.120,Delantero
Diangana,Elche,-36.935 | -74.495 | -112.149 | -219.947 | -407.800 | -1.072.468,"-2,99% | -5,86% | -8,57% | -15,53% | -25,42% | -47,26%",,40ddías,1.196.683,1.233.618 | 1.271.178 | 1.308.832 | 1.416.630 | 1.604.483 | 2.269.151,Delantero
Krug,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 602.249,Defensa
Navarro,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 501.909,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Portero
Oluwaseyi,Villarreal,-44.105 | -95.107 | -155.003 | -398.758 | -932.561 | -2.639.274,"-1,56% | -3,30% | -5,27% | -12,53% | -25,09% | -48,67%",,40ddías,2.783.952,2.828.057 | 2.879.059 | 2.938.955 | 3.182.710 | 3.716.513 | 5.423.226,Delantero
Sierra,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Delantero
Blázquez,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 581.656,Delantero
Suazo,Sevilla,+17.676 | +21.924 | +4.991 | -138.511 | -673.657 | -2.483.839,"+0,33% | +0,41% | +0,09% | -2,50% | -11,09% | -31,49%",,2ddías,5.403.084,5.385.408 | 5.381.160 | 5.398.093 | 5.541.595 | 6.076.741 | 7.886.923,Defensa
Ryan,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,13.550.652,13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652,Portero
Arriaga,Levante,-37.868 | -82.310 | -137.172 | -356.587 | -853.112 | -2.445.890,"-1,44% | -3,09% | -5,04% | -12,12% | -24,82% | -48,62%",,40ddías,2.584.585,2.622.453 | 2.666.895 | 2.721.757 | 2.941.172 | 3.437.697 | 5.030.475,Mediocampista
Vlachodimos,Sevilla,+268.929 | +826.553 | +1.184.414 | +3.064.606 | +2.968.382 | +2.968.382,"+1,51% | +4,81% | +7,03% | +20,48% | +19,71% | +19,71%",,10ddías,18.024.861,17.755.932 | 17.198.308 | 16.840.447 | 14.960.255 | 15.056.479 | 15.056.479,Portero
Montero,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Portero
Cardoso,Sevilla,-18.313 | -37.515 | -60.101 | -155.869 | -353.195 | -1.012.294,"-2,13% | -4,27% | -6,66% | -15,62% | -29,55% | -54,59%",,40ddías,841.914,860.227 | 879.429 | 902.015 | 997.783 | 1.195.109 | 1.854.208,Defensa
Riedel,Espanyol,-57.791 | -133.338 | -219.370 | -493.602 | -920.992 | -920.992,"-1,24% | -2,82% | -4,55% | -9,69% | -16,68% | -16,68%",,10ddías,4.599.626,4.657.417 | 4.732.964 | 4.818.996 | 5.093.228 | 5.520.618 | 5.520.618,Defensa
Sancris,Getafe,-13.417 | -27.486 | -41.989 | -97.808 | -224.602 | -668.483,"-2,07% | -4,16% | -6,22% | -13,38% | -26,18% | -51,35%",,40ddías,633.242,646.659 | 660.728 | 675.231 | 731.050 | 857.844 | 1.301.725,Delantero
Carlos Soler,Real Sociedad,+278.275 | +744.873 | +861.495 | +812.988 | -752.757 | -5.865.049,"+0,89% | +2,40% | +2,79% | +2,63% | -2,32% | -15,60%",,4ddías,31.720.296,31.442.021 | 30.975.423 | 30.858.801 | 30.907.308 | 32.473.053 | 37.585.345,Mediocampista
Folgado,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Portero
Álex Costa,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Delantero
Oso,Sevilla,+17.551 | -441.122 | -932.101 | -932.101 | -932.101 | -932.101,"+0,13% | -3,25% | -6,63% | -6,63% | -6,63% | -6,63%",,1ddías,13.121.231,13.103.680 | 13.562.353 | 14.053.332 | 14.053.332 | 14.053.332 | 14.053.332,Defensa
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Defensa
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Delantero
Nacho Pérez,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,581.692,581.692 | 581.692 | 581.692 | 581.692 | 581.692 | 581.692,Defensa
Dani Martínez,Atlético,0 | 0 | -35 | -9.758 | -35.345 | -95.938,"0,00% | 0,00% | -0,01% | -2,30% | -7,84% | -18,77%",,2ddías,415.311,415.311 | 415.311 | 415.346 | 425.069 | 450.656 | 511.249,Defensa
Joan Martínez,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Defensa
Iker Muñoz,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Defensa
Oláiz,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Defensa
Izei,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,582.010,582.010 | 582.010 | 582.010 | 582.010 | 582.010 | 582.010,Mediocampista
Aitor Mañas,Alavés,-19.759 | -19.759 | -19.759 | -19.759 | -19.759 | -19.759,"-3,51% | -3,51% | -3,51% | -3,51% | -3,51% | -3,51%",,1ddías,542.405,562.164 | 562.164 | 562.164 | 562.164 | 562.164 | 562.164,Delantero
Hierro,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Boñar,Atlético,0 | 0 | -35 | -15.048 | -52.251 | -159.984,"0,00% | 0,00% | -0,01% | -3,27% | -10,51% | -26,44%",,2ddías,445.140,445.140 | 445.140 | 445.175 | 460.188 | 497.391 | 605.124,Defensa
Carlos Macià,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,803.057,803.057 | 803.057 | 803.057 | 803.057 | 803.057 | 803.057,Mediocampista
Puric,Atlético,0 | 0 | -35 | -13.228 | -46.431 | -144.331,"0,00% | 0,00% | -0,01% | -2,95% | -9,65% | -24,92%",,2ddías,434.872,434.872 | 434.872 | 434.907 | 448.100 | 481.303 | 579.203,Defensa
Marqués,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Arcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Cestero,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Montes,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Ferran,Espanyol,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Unai Santos,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Carrera,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 702.633,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Portero
Meixús,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 485.372,Defensa
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 501.861,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Mediocampista
Delgado,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Defensa
Álvaro,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Defensa
Selton,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Óscar Marcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Rosón,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 602.249,Mediocampista
Al Lal,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,501.936,501.936 | 501.936 | 501.936 | 501.936 | 501.936 | 501.936,Delantero
Yassin,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 501.932,Defensa
Marchal,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Panach,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 501.909,Defensa
Jurado,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Defensa
Nakoha,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,501.874,501.874 | 501.874 | 501.874 | 501.874 | 501.874 | 501.874,Defensa
Altozano,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Mediocampista
Corralejo,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Kita,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Ruggeri,Atlético,-117.904 | -243.943 | -393.366 | -947.934 | -1.561.762 | -3.480.306,"-1,91% | -3,87% | -6,09% | -13,52% | -20,48% | -36,46%",,34ddías,6.065.299,6.183.203 | 6.309.242 | 6.458.665 | 7.013.233 | 7.627.061 | 9.545.605,Defensa
Á. Núñez,Celta,-40.542 | -89.787 | -149.584 | -394.274 | -953.535 | -2.683.608,"-1,09% | -2,39% | -3,91% | -9,70% | -20,62% | -42,23%",,37ddías,3.671.289,3.711.831 | 3.761.076 | 3.820.873 | 4.065.563 | 4.624.824 | 6.354.897,Defensa
Santiago,Elche,-9.771 | -20.042 | -30.588 | -68.866 | -157.143 | -459.247,"-1,76% | -3,54% | -5,31% | -11,20% | -22,36% | -45,70%",,40ddías,545.741,555.512 | 565.783 | 576.329 | 614.607 | 702.884 | 1.004.988,Mediocampista
Aguado,Elche,+22.407 | +28.298 | +18.770 | -35.061 | -245.991 | -1.466.643,"+0,64% | +0,81% | +0,54% | -0,99% | -6,56% | -29,49%",,2ddías,3.506.001,3.483.594 | 3.477.703 | 3.487.231 | 3.541.062 | 3.751.992 | 4.972.644,Mediocampista
Sivera,Alavés,+87.921 | +386.868 | +557.180 | +2.774.643 | +7.970.042 | +14.935.408,"+0,28% | +1,24% | +1,80% | +9,67% | +33,91% | +90,30%",,38ddías,31.474.726,31.386.805 | 31.087.858 | 30.917.546 | 28.700.083 | 23.504.684 | 16.539.318,Portero
Iván Romero,Levante,+96.763 | +208.880 | +304.218 | +418.438 | +193.574 | -604.704,"+1,35% | +2,96% | +4,37% | +6,11% | +2,74% | -7,68%",,5ddías,7.267.214,7.170.451 | 7.058.334 | 6.962.996 | 6.848.776 | 7.073.640 | 7.871.918,Delantero
Salinas,Málaga,+9.666 | -19.853 | -42.932 | -42.932 | -42.932 | -427.745,"+0,95% | -1,90% | -4,01% | -4,01% | -4,01% | -29,40%",,1ddías,1.027.138,1.017.472 | 1.046.991 | 1.070.070 | 1.070.070 | 1.070.070 | 1.454.883,Defensa
Huijsen,Real Madrid,+480.352 | +1.218.375 | +1.482.250 | +241.615 | -3.677.274 | -10.727.577,"+1,53% | +3,97% | +4,87% | +0,76% | -10,33% | -25,15%",,4ddías,31.925.943,31.445.591 | 30.707.568 | 30.443.693 | 31.684.328 | 35.603.217 | 42.653.520,Defensa
Febas,Celta,+205.856 | +569.978 | +848.789 | +1.069.758 | -852.514 | -852.514,"+0,86% | +2,41% | +3,63% | +4,62% | -3,40% | -3,40%",,5ddías,24.244.374,24.038.518 | 23.674.396 | 23.395.585 | 23.174.616 | 25.096.888 | 25.096.888,Mediocampista
Alexander-Arnold,Real Madrid,-265.541 | -583.322 | -920.540 | -1.969.430 | -4.057.404 | -11.952.803,"-1,14% | -2,48% | -3,86% | -7,90% | -15,02% | -34,24%",,40ddías,22.954.779,23.220.320 | 23.538.101 | 23.875.319 | 24.924.209 | 27.012.183 | 34.907.582,Defensa
Jonny,Alavés,-27.451 | -25.596 | -58.967 | -229.827 | -635.217 | -2.642.980,"-0,50% | -0,47% | -1,07% | -4,06% | -10,46% | -32,72%",,1ddías,5.435.805,5.463.256 | 5.461.401 | 5.494.772 | 5.665.632 | 6.071.022 | 8.078.785,Defensa
Luiz Felipe,Rayo,-278.343 | -278.343 | -278.343 | -278.343 | -278.343 | -278.343,"-6,76% | -6,76% | -6,76% | -6,76% | -6,76% | -6,76%",,1ddías,3.836.934,4.115.277 | 4.115.277 | 4.115.277 | 4.115.277 | 4.115.277 | 4.115.277,Defensa
Hancko,Atlético,+440.517 | +1.188.444 | +1.953.936 | +5.211.608 | +7.424.221 | +1.616.434,"+1,17% | +3,22% | +5,41% | +15,86% | +24,22% | +4,43%",,12ddías,38.079.151,37.638.634 | 36.890.707 | 36.125.215 | 32.867.543 | 30.654.930 | 36.462.717,Defensa
Fortea,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,802.099,802.099 | 802.099 | 802.099 | 802.099 | 802.099 | 802.099,Defensa
Jutglà,Celta,+83.811 | +182.969 | +210.277 | +320.988 | +337 | -2.582.318,"+0,89% | +1,97% | +2,27% | +3,51% | +0,00% | -21,45%",,5ddías,9.457.860,9.374.049 | 9.274.891 | 9.247.583 | 9.136.872 | 9.457.523 | 12.040.178,Delantero
Affengruber,Elche,-190.901 | -294.838 | -328.400 | +775.855 | +4.940.460 | +13.333.834,"-0,57% | -0,88% | -0,98% | +2,40% | +17,54% | +67,45%",,3ddías,33.102.814,33.293.715 | 33.397.652 | 33.431.214 | 32.326.959 | 28.162.354 | 19.768.980,Defensa
John ChetauyaJohn C.,Elche,-12.358 | -26.789 | -43.639 | -106.395 | -249.704 | -762.451,"-1,76% | -3,74% | -5,95% | -13,36% | -26,57% | -52,49%",,40ddías,690.251,702.609 | 717.040 | 733.890 | 796.646 | 939.955 | 1.452.702,Defensa
Valentín Gómez,Betis,-23.903 | -47.396 | -82.693 | -216.555 | -509.071 | -1.488.326,"-1,33% | -2,60% | -4,45% | -10,88% | -22,30% | -45,62%",,40ddías,1.773.883,1.797.786 | 1.821.279 | 1.856.576 | 1.990.438 | 2.282.954 | 3.262.209,Defensa
Swiderski,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Portero
D. Aguado,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,774.109,774.109 | 774.109 | 774.109 | 774.109 | 774.109 | 774.109,Defensa
Fran González,Sevilla,-1.766 | -1.686 | -4.210 | -32.415 | -32.415 | -32.415,"-0,26% | -0,25% | -0,62% | -4,61% | -4,61% | -4,61%",,1ddías,670.207,671.973 | 671.893 | 674.417 | 702.622 | 702.622 | 702.622,Portero
Mariezkurrena,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,677.966,677.966 | 677.966 | 677.966 | 677.966 | 677.966 | 677.966,Delantero
Castrín,Sevilla,-56.241 | -213.660 | -382.003 | -382.003 | -382.003 | -382.003,"-1,25% | -4,59% | -7,92% | -7,92% | -7,92% | -7,92%",,3ddías,4.441.013,4.497.254 | 4.654.673 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016,Defensa
Rafa,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Portero
Diatta,Villarreal,-21.927 | -21.927 | -21.927 | -21.927 | -21.927 | -21.927,"-3,77% | -3,77% | -3,77% | -3,77% | -3,77% | -3,77%",,1ddías,559.729,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 581.656,Mediocampista
Pablo García,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,2.509.371,2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371,Delantero
Bambo,Elche,-17.400 | -33.402 | -60.039 | -172.817 | +431.505 | +431.505,"-1,58% | -2,98% | -5,24% | -13,73% | 0% | 0%",,12ddías,1.085.970,1.103.370 | 1.119.372 | 1.146.009 | 1.258.787 | 0 | 0,Defensa
Bekhoucha,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,1.104.254,1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254,Defensa
Arguibide,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,582.013,582.013 | 582.013 | 582.013 | 582.013 | 582.013 | 582.013,Defensa
Molina,Rayo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Portero
Fortuny,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Youssef,Alavés,+3.939 | +8.371 | +5.594 | -10.083 | -63.806 | -237.778,"+0,79% | +1,70% | +1,13% | -1,98% | -11,32% | -32,23%",,2ddías,500.045,496.106 | 491.674 | 494.451 | 510.128 | 563.851 | 737.823,Defensa
Vencedor,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,37ddías,2.208.253,2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253,Mediocampista
Martim Neto,Elche,-14.539 | -35.446 | -60.697 | -157.041 | -376.266 | -879.068,"-0,87% | -2,09% | -3,53% | -8,64% | -18,48% | -34,62%",,40ddías,1.659.886,1.674.425 | 1.695.332 | 1.720.583 | 1.816.927 | 2.036.152 | 2.538.954,Mediocampista
Deossa,Betis,+29.783 | +74.658 | +101.030 | +232.860 | +64.515 | -958.438,"+1,45% | +3,71% | +5,09% | +12,55% | +3,19% | -31,46%",,9ddías,2.087.660,2.057.877 | 2.013.002 | 1.986.630 | 1.854.800 | 2.023.145 | 3.046.098,Mediocampista
