Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Meixús,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 485.372,Defensa
Álvaro,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Defensa
Hierro,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Adrián Pérez,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Adam Boayar,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.711,702.711 | 702.711 | 702.711 | 702.711 | 702.711 | 702.711,Mediocampista
Bardghji,Barcelona,-77.192 | -158.037 | -245.553 | -613.287 | -1.326.490 | -2.334.935,"-3,01% | -5,98% | -9,00% | -19,80% | -34,81% | -48,46%",,22ddías,2.483.630,2.560.822 | 2.641.667 | 2.729.183 | 3.096.917 | 3.810.120 | 4.818.565,Delantero
Taufik,Atlético,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Mediocampista
Martínez Bastida,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Aller,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Portero
Ballestero,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Defensa
Monreal,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Defensa
Juan Hernández,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,581.760,581.760 | 581.760 | 581.760 | 581.760 | 581.760 | 581.760,Mediocampista
Delgado,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Defensa
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Portero
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Portero
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 501.861,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Mediocampista
Aitor Mañas,Alavés,-3.895 | -8.615 | -16.362 | -45.242 | -55.913 | -55.913,"-0,76% | -1,67% | -3,13% | -8,20% | -9,95% | -9,95%",,8ddías,506.251,510.146 | 514.866 | 522.613 | 551.493 | 562.164 | 562.164,Delantero
Dani Martínez,Atlético,-1.305 | -2.043 | -2.043 | -2.043 | -15.034 | -71.131,"-0,31% | -0,49% | -0,49% | -0,49% | -3,51% | -14,68%",,2ddías,413.268,414.573 | 415.311 | 415.311 | 415.311 | 428.302 | 484.399,Defensa
Santos,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Portero
Tete Morente,Elche,-30.916 | -61.927 | -101.100 | -277.433 | -646.390 | -1.879.336,"-1,78% | -3,50% | -5,59% | -13,98% | -27,46% | -52,40%",,46ddías,1.707.214,1.738.130 | 1.769.141 | 1.808.314 | 1.984.647 | 2.353.604 | 3.586.550,Delantero
Boselli,Getafe,-58.021 | -121.887 | -196.058 | -388.048 | -585.044 | -585.044,"-2,45% | -5,01% | -7,83% | -14,39% | -20,22% | -20,22%",,9ddías,2.308.955,2.366.976 | 2.430.842 | 2.505.013 | 2.697.003 | 2.893.999 | 2.893.999,Defensa
Ángel Pérez,Alavés,+6.946 | -16.218 | -57.621 | -327.988 | -1.059.500 | -3.915.553,"+0,11% | -0,25% | -0,89% | -4,87% | -14,20% | -37,95%",,1ddías,6.402.369,6.395.423 | 6.418.587 | 6.459.990 | 6.730.357 | 7.461.869 | 10.317.922,Delantero
Cepeda,Elche,-6.265 | -20.656 | -35.557 | -68.054 | -152.184 | -577.486,"-0,61% | -2,00% | -3,39% | -6,29% | -13,05% | -36,28%",,6ddías,1.014.271,1.020.536 | 1.034.927 | 1.049.828 | 1.082.325 | 1.166.455 | 1.591.757,Delantero
Freeman,Villarreal,-43.154 | -86.439 | -143.572 | -312.646 | -641.246 | -1.540.166,"-1,96% | -3,84% | -6,22% | -12,63% | -22,87% | -41,59%",,46ddías,2.163.153,2.206.307 | 2.249.592 | 2.306.725 | 2.475.799 | 2.804.399 | 3.703.319,Defensa
Koski,Alavés,+117.828 | +233.161 | +355.786 | +506.825 | +467.717 | +467.717,"+10,22% | +22,47% | +38,88% | +66,34% | +58,24% | +58,24%",,7ddías,1.270.806,1.152.978 | 1.037.645 | 915.020 | 763.981 | 803.089 | 803.089,Defensa
Fidalgo,Betis,-32.916 | -71.744 | -126.359 | -248.900 | -561.066 | -1.487.182,"-1,33% | -2,85% | -4,91% | -9,24% | -18,67% | -37,82%",,43ddías,2.444.854,2.477.770 | 2.516.598 | 2.571.213 | 2.693.754 | 3.005.920 | 3.932.036,Mediocampista
Lookman,Atlético,-1.163.643 | -2.067.781 | -3.261.204 | -7.159.421 | -3.583.564 | +21.551.463,"-1,62% | -2,84% | -4,41% | -9,20% | -4,83% | +43,88%",,9ddías,70.666.590,71.830.233 | 72.734.371 | 73.927.794 | 77.826.011 | 74.250.154 | 49.115.127,Delantero
Mesonero,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Mediocampista
Vargas,Atlético,-15.126 | -29.346 | -48.095 | -99.994 | -224.535 | -699.978,"-1,98% | -3,77% | -6,03% | -11,77% | -23,05% | -48,29%",,46ddías,749.567,764.693 | 778.913 | 797.662 | 849.561 | 974.102 | 1.449.545,Mediocampista
Vecino,Celta,-46.668 | -92.489 | -146.375 | -343.614 | -759.995 | -2.188.888,"-2,62% | -5,06% | -7,78% | -16,53% | -30,46% | -55,78%",,46ddías,1.734.976,1.781.644 | 1.827.465 | 1.881.351 | 2.078.590 | 2.494.971 | 3.923.864,Mediocampista
Sangaré,Elche,+56.318 | +92.324 | +114.184 | +81.872 | -191.646 | -191.646,"+1,49% | +2,47% | +3,08% | +2,19% | -4,77% | -4,77%",,3ddías,3.823.855,3.767.537 | 3.731.531 | 3.709.671 | 3.741.983 | 4.015.501 | 4.015.501,Defensa
Lamini Fati,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,677.955,677.955 | 677.955 | 677.955 | 677.955 | 677.955 | 677.955,Defensa
Antañón,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,581.700,581.700 | 581.700 | 581.700 | 581.700 | 581.700 | 581.700,Mediocampista
Ochieng,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 702.633,Mediocampista
Morcillo,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.702,702.702 | 702.702 | 702.702 | 702.702 | 702.702 | 702.702,Mediocampista
Romero,Getafe,-128.586 | -257.424 | -427.532 | -775.171 | -2.819.585 | -2.819.585,"-0,47% | -0,93% | -1,54% | -2,76% | -9,36% | -9,36%",,5ddías,27.296.681,27.425.267 | 27.554.105 | 27.724.213 | 28.071.852 | 30.116.266 | 30.116.266,Defensa
A. Riquelme,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Boñar,Atlético,0 | 0 | 0 | 0 | -19.744 | -112.741,"0,00% | 0,00% | 0,00% | 0,00% | -4,25% | -20,21%",,9ddías,445.140,445.140 | 445.140 | 445.140 | 445.140 | 464.884 | 557.881,Defensa
Kita,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Puric,Atlético,0 | 0 | 0 | 0 | -17.420 | -102.718,"0,00% | 0,00% | 0,00% | 0,00% | -3,85% | -19,11%",,9ddías,434.872,434.872 | 434.872 | 434.872 | 434.872 | 452.292 | 537.590,Defensa
Marqués,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Arcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Cestero,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Montes,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Ferran,Espanyol,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Tunde,Levante,-210.346 | -432.012 | -676.540 | -1.233.286 | -1.233.286 | -1.233.286,"-2,80% | -5,59% | -8,48% | -14,46% | -14,46% | -14,46%",,5ddías,7.298.606,7.508.952 | 7.730.618 | 7.975.146 | 8.531.892 | 8.531.892 | 8.531.892,Mediocampista
Astiazaran,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Satriano,Getafe,-444.158 | -886.298 | -1.554.782 | -3.173.331 | +23.942.731 | +23.942.731,"-1,55% | -3,04% | -5,21% | -10,09% | 0% | 0%",,8ddías,28.279.157,28.723.315 | 29.165.455 | 29.833.939 | 31.452.488 | 0 | 0,Delantero
Aguirre,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Fontanet,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,581.987,581.987 | 581.987 | 581.987 | 581.987 | 581.987 | 581.987,Defensa
Gaitán,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Mediocampista
Manuel Ángel,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Mediocampista
Julio Díaz,Sevilla,-2.613 | -4.713 | -9.731 | -26.508 | -33.344 | -28.953,"-0,58% | -1,05% | -2,14% | -5,63% | -6,98% | -6,11%",,8ddías,444.646,447.259 | 449.359 | 454.377 | 471.154 | 477.990 | 473.599,Defensa
Burcio,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Álex Sánchez,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Javier Hernández,Espanyol,-150.258 | -310.850 | -500.247 | +9.144.007 | +9.144.007 | +9.144.007,"-1,52% | -3,10% | -4,89% | 0% | 0% | 0%",,4ddías,9.720.118,9.870.376 | 10.030.968 | 10.220.365 | 0 | 0 | 0,Mediocampista
Laporte,Athletic,-915.227 | -1.721.394 | -2.720.804 | -6.377.304 | -11.017.044 | +15.456.078,"-1,84% | -3,41% | -5,28% | -11,56% | -18,42% | +46,37%",,12ddías,48.787.247,49.702.474 | 50.508.641 | 51.508.051 | 55.164.551 | 59.804.291 | 33.331.169,Defensa
Hugo Ríos,Deportivo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,903.386,903.386 | 903.386 | 903.386 | 903.386 | 903.386 | 903.386,Portero
Gorrotxategi,Real Sociedad,-144.433 | -232.411 | -380.247 | -1.034.303 | -2.395.651 | -4.488.202,"-2,56% | -4,06% | -6,47% | -15,83% | -30,35% | -44,94%",,39ddías,5.498.908,5.643.341 | 5.731.319 | 5.879.155 | 6.533.211 | 7.894.559 | 9.987.110,Mediocampista
Dituro,Elche,+168.702 | +324.557 | +468.619 | +923.096 | +1.632.703 | +1.058.799,"+2,10% | +4,12% | +6,06% | +12,68% | +24,85% | +14,82%",,15ddías,8.202.388,8.033.686 | 7.877.831 | 7.733.769 | 7.279.292 | 6.569.685 | 7.143.589,Portero
Dolan,Espanyol,+414.400 | +770.348 | +1.175.223 | +1.459.124 | +1.145.079 | -331.389,"+5,87% | +11,50% | +18,67% | +24,28% | +18,11% | -4,25%",,4ddías,7.468.471,7.054.071 | 6.698.123 | 6.293.248 | 6.009.347 | 6.323.392 | 7.799.860,Delantero
Roger BruguéBrugui,Levante,-43.764 | -90.780 | -153.077 | -418.333 | -941.218 | -2.501.510,"-2,24% | -4,54% | -7,42% | -17,98% | -33,03% | -56,72%",,47ddías,1.908.637,1.952.401 | 1.999.417 | 2.061.714 | 2.326.970 | 2.849.855 | 4.410.147,Delantero
Jorge Cabello,Levante,-14.758 | -29.509 | -47.705 | -117.709 | -283.088 | +159.255,"-1,97% | -3,85% | -6,09% | -13,79% | -27,77% | 0%",,23ddías,736.131,750.889 | 765.640 | 783.836 | 853.840 | 1.019.219 | 0,Defensa
C. Álvarez,Levante,-278.147 | -605.470 | -1.019.977 | -1.241.924 | -2.964 | +5.371.930,"-1,49% | -3,19% | -5,25% | -6,32% | -0,02% | +41,24%",,5ddías,18.398.146,18.676.293 | 19.003.616 | 19.418.123 | 19.640.070 | 18.401.110 | 13.026.216,Mediocampista
Oriol Rey,Levante,+21.940 | +41.640 | +53.564 | +37.404 | -79.037 | -522.152,"+2,90% | +5,65% | +7,39% | +5,05% | -9,21% | -40,14%",,4ddías,778.681,756.741 | 737.041 | 725.117 | 741.277 | 857.718 | 1.300.833,Mediocampista
Ugrinic,Valencia,-43.033 | -74.254 | -130.745 | -228.513 | -632.122 | -2.626.468,"-1,18% | -2,02% | -3,50% | -5,97% | -14,93% | -42,17%",,6ddías,3.602.254,3.645.287 | 3.676.508 | 3.732.999 | 3.830.767 | 4.234.376 | 6.228.722,Mediocampista
Deossa,Betis,-15.299 | -33.793 | -45.942 | +14.794 | +240.136 | -516.726,"-0,73% | -1,61% | -2,17% | +0,72% | +13,14% | -20,00%",,4ddías,2.066.979,2.082.278 | 2.100.772 | 2.112.921 | 2.052.185 | 1.826.843 | 2.583.705,Mediocampista
Bigas,Elche,-117.411 | -240.354 | -384.166 | -893.039 | -1.868.700 | -3.886.241,"-2,60% | -5,18% | -8,03% | -16,87% | -29,80% | -46,89%",,41ddías,4.401.326,4.518.737 | 4.641.680 | 4.785.492 | 5.294.365 | 6.270.026 | 8.287.567,Defensa
Redondo,Elche,+45.059 | +90.003 | +117.992 | +64.843 | -73.311 | -610.853,"+4,95% | +10,40% | +14,09% | +7,28% | -7,13% | -39,01%",,3ddías,955.225,910.166 | 865.222 | 837.233 | 890.382 | 1.028.536 | 1.566.078,Mediocampista
Pinillos,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Mediocampista
Rego,Athletic,-110.541 | -224.733 | -386.774 | -557.161 | -557.161 | -557.161,"-2,42% | -4,80% | -7,98% | -11,10% | -11,10% | -11,10%",,4ddías,4.461.664,4.572.205 | 4.686.397 | 4.848.438 | 5.018.825 | 5.018.825 | 5.018.825,Defensa
Esquivel,Atlético,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Portero
Manu Fernández,Celta,-490 | -379 | -3.094 | -9.657 | -30.278 | -89.480,"-0,12% | -0,10% | -0,78% | -2,39% | -7,14% | -18,52%",,1ddías,393.697,394.187 | 394.076 | 396.791 | 403.354 | 423.975 | 483.177,Defensa
Ali Houary,Elche,-44.680 | -97.636 | -175.089 | +1.551.491 | +1.551.491 | +1.551.491,"-2,04% | -4,36% | -7,56% | 0% | 0% | 0%",,3ddías,2.142.380,2.187.060 | 2.240.016 | 2.317.469 | 0 | 0 | 0,Delantero
Junior,Betis,-48.707 | -103.827 | -169.760 | -392.641 | -910.456 | -2.719.077,"-1,53% | -3,20% | -5,12% | -11,11% | -22,46% | -46,38%",,46ddías,3.143.072,3.191.779 | 3.246.899 | 3.312.832 | 3.535.713 | 4.053.528 | 5.862.149,Defensa
Valentín Gómez,Betis,-29.104 | -58.085 | -95.028 | -201.562 | -437.748 | -1.227.421,"-1,79% | -3,52% | -5,63% | -11,22% | -21,54% | -43,50%",,46ddías,1.594.110,1.623.214 | 1.652.195 | 1.689.138 | 1.795.672 | 2.031.858 | 2.821.531,Defensa
Joselu,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,43ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Delantero
Salinas,Málaga,-12.290 | -15.685 | -28.711 | -29.651 | -82.794 | -274.683,"-1,23% | -1,56% | -2,83% | -2,92% | -7,74% | -21,77%",,5ddías,987.276,999.566 | 1.002.961 | 1.015.987 | 1.016.927 | 1.070.070 | 1.261.959,Defensa
Febas,Celta,-124.904 | -219.365 | -259.727 | +318.282 | +880.506 | -796.478,"-0,51% | -0,89% | -1,06% | +1,33% | +3,76% | -3,17%",,3ddías,24.300.410,24.425.314 | 24.519.775 | 24.560.137 | 23.982.128 | 23.419.904 | 25.096.888,Mediocampista
Affengruber,Elche,-308.433 | -617.036 | -1.023.263 | -2.570.727 | -1.227.554 | +8.246.436,"-1,00% | -1,97% | -3,23% | -7,73% | -3,85% | +36,77%",,9ddías,30.670.828,30.979.261 | 31.287.864 | 31.694.091 | 33.241.555 | 31.898.382 | 22.424.392,Defensa
Á. Núñez,Celta,-56.824 | -113.483 | -183.664 | -382.231 | -816.622 | -2.344.543,"-1,68% | -3,30% | -5,23% | -10,31% | -19,72% | -41,35%",,43ddías,3.325.020,3.381.844 | 3.438.503 | 3.508.684 | 3.707.251 | 4.141.642 | 5.669.563,Defensa
Santiago,Elche,-5.237 | -10.071 | -17.937 | -47.340 | -118.109 | -363.249,"-1,02% | -1,95% | -3,41% | -8,53% | -18,88% | -41,71%",,46ddías,507.628,512.865 | 517.699 | 525.565 | 554.968 | 625.737 | 870.877,Mediocampista
Aguado,Elche,+196.184 | +400.727 | +595.698 | +594.041 | +510.595 | -315.859,"+5,06% | +10,92% | +17,14% | +17,08% | +14,34% | -7,20%",,3ddías,4.071.247,3.875.063 | 3.670.520 | 3.475.549 | 3.477.206 | 3.560.652 | 4.387.106,Mediocampista
De la Fuente,Levante,-209.917 | -454.731 | -763.191 | -1.679.998 | -1.679.998 | -1.679.998,"-1,67% | -3,55% | -5,81% | -11,96% | -11,96% | -11,96%",,5ddías,12.372.530,12.582.447 | 12.827.261 | 13.135.721 | 14.052.528 | 14.052.528 | 14.052.528,Defensa
Iván Romero,Levante,-95.250 | -180.243 | -285.438 | -105.072 | +169.098 | -538.306,"-1,33% | -2,49% | -3,89% | -1,47% | +2,46% | -7,10%",,4ddías,7.047.627,7.142.877 | 7.227.870 | 7.333.065 | 7.152.699 | 6.878.529 | 7.585.933,Delantero
