Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Bardghji,Barcelona,-92.318 | -190.084 | -296.682 | -702.970 | -1.465.793 | -1.911.732,"-3,08% | -6,14% | -9,26% | -19,47% | -33,52% | -39,67%",,17ddías,2.906.833,2.999.151 | 3.096.917 | 3.203.515 | 3.609.803 | 4.372.626 | 4.818.565,Delantero
Taufik,Atlético,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Mediocampista
Martínez Bastida,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Aller,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Portero
Ballestero,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Defensa
Monreal,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Defensa
Cardoso,Sevilla,-17.012 | -34.617 | -54.527 | -148.154 | -340.666 | -977.061,"-2,02% | -4,03% | -6,20% | -15,23% | -29,23% | -54,22%",,41ddías,824.902,841.914 | 859.519 | 879.429 | 973.056 | 1.165.568 | 1.801.963,Defensa
Álex Costa,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Delantero
Juan Hernández,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,581.760,581.760 | 581.760 | 581.760 | 581.760 | 581.760 | 581.760,Mediocampista
Ryan,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,13.550.652,13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652,Portero
Corralejo,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Nacho Pérez,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,581.692,581.692 | 581.692 | 581.692 | 581.692 | 581.692 | 581.692,Defensa
Altozano,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Mediocampista
Sierra,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Delantero
Blázquez,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 581.656,Delantero
Suazo,Sevilla,+29.648 | +56.994 | +51.572 | -40.240 | -565.740 | -2.325.714,"+0,55% | +1,06% | +0,96% | -0,74% | -9,43% | -29,98%",,2ddías,5.432.732,5.403.084 | 5.375.738 | 5.381.160 | 5.472.972 | 5.998.472 | 7.758.446,Defensa
Arriaga,Levante,-40.604 | -75.730 | -122.914 | -335.464 | -818.534 | -2.379.183,"-1,57% | -2,89% | -4,61% | -11,65% | -24,34% | -48,33%",,41ddías,2.543.981,2.584.585 | 2.619.711 | 2.666.895 | 2.879.445 | 3.362.515 | 4.923.164,Mediocampista
Folgado,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Portero
Vlachodimos,Sevilla,+318.740 | +642.283 | +1.145.293 | +2.982.738 | +3.287.122 | +3.287.122,"+1,77% | +3,63% | +6,66% | +19,42% | +21,83% | +21,83%",,11ddías,18.343.601,18.024.861 | 17.701.318 | 17.198.308 | 15.360.863 | 15.056.479 | 15.056.479,Portero
Oluwaseyi,Villarreal,-42.178 | -83.439 | -137.285 | -373.604 | -897.264 | -2.551.549,"-1,52% | -2,95% | -4,77% | -11,99% | -24,66% | -48,20%",,41ddías,2.741.774,2.783.952 | 2.825.213 | 2.879.059 | 3.115.378 | 3.639.038 | 5.293.323,Delantero
Montero,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Portero
Riedel,Espanyol,-66.976 | -119.731 | -200.314 | -514.175 | -987.968 | -987.968,"-1,46% | -2,57% | -4,23% | -10,19% | -17,90% | -17,90%",,11ddías,4.532.650,4.599.626 | 4.652.381 | 4.732.964 | 5.046.825 | 5.520.618 | 5.520.618,Defensa
Sancris,Getafe,-10.411 | -23.284 | -37.897 | -93.893 | -215.682 | -641.758,"-1,64% | -3,60% | -5,74% | -13,10% | -25,72% | -50,75%",,41ddías,622.831,633.242 | 646.115 | 660.728 | 716.724 | 838.513 | 1.264.589,Delantero
Carlos Soler,Real Sociedad,+235.285 | +588.774 | +980.158 | +1.144.734 | -298.563 | -5.260.432,"+0,74% | +1,88% | +3,16% | +3,72% | -0,93% | -14,13%",,5ddías,31.955.581,31.720.296 | 31.366.807 | 30.975.423 | 30.810.847 | 32.254.144 | 37.216.013,Mediocampista
Adrián Pérez,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 702.705,Defensa
Thiago,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,7.026.082,7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.026.082,Mediocampista
Aitor Mañas,Alavés,-6.778 | -15.866 | -26.537 | -26.537 | -26.537 | -26.537,"-1,25% | -2,88% | -4,72% | -4,72% | -4,72% | -4,72%",,3ddías,535.627,542.405 | 551.493 | 562.164 | 562.164 | 562.164 | 562.164,Delantero
Carlos Macià,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,803.057,803.057 | 803.057 | 803.057 | 803.057 | 803.057 | 803.057,Mediocampista
Unai Santos,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Joan Martínez,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Defensa
Iker Muñoz,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 602.284,Defensa
Oláiz,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Defensa
Izei,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,582.010,582.010 | 582.010 | 582.010 | 582.010 | 582.010 | 582.010,Mediocampista
Hierro,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Delantero
Rosón,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 602.249,Mediocampista
Dani Martínez,Atlético,0 | 0 | 0 | -7.672 | -32.302 | -90.421,"0,00% | 0,00% | 0,00% | -1,81% | -7,22% | -17,88%",,4ddías,415.311,415.311 | 415.311 | 415.311 | 422.983 | 447.613 | 505.732,Defensa
Boñar,Atlético,0 | 0 | 0 | -11.557 | -47.338 | -150.712,"0,00% | 0,00% | 0,00% | -2,53% | -9,61% | -25,29%",,4ddías,445.140,445.140 | 445.140 | 445.140 | 456.697 | 492.478 | 595.852,Defensa
Puric,Atlético,0 | 0 | 0 | -10.220 | -42.162 | -136.096,"0,00% | 0,00% | 0,00% | -2,30% | -8,84% | -23,84%",,4ddías,434.872,434.872 | 434.872 | 434.872 | 445.092 | 477.034 | 570.968,Defensa
Marqués,Barcelona,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Arcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Cestero,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Carrera,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 702.633,Delantero
Nakoha,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,501.874,501.874 | 501.874 | 501.874 | 501.874 | 501.874 | 501.874,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Portero
Álvaro,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Defensa
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 702.622,Portero
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 501.861,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Defensa
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Mediocampista
Delgado,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Defensa
Selton,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Jurado,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Defensa
Meixús,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 485.372,Defensa
Óscar Marcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Al Lal,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,501.936,501.936 | 501.936 | 501.936 | 501.936 | 501.936 | 501.936,Delantero
Yassin,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 501.932,Defensa
Marchal,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Panach,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 501.909,Defensa
Veiga,Villarreal,-345.575 | -784.468 | -1.429.217 | -4.390.037 | -2.891.365 | +8.700.706,"-0,87% | -1,96% | -3,52% | -10,07% | -6,87% | +28,53%",,9ddías,39.193.607,39.539.182 | 39.978.075 | 40.622.824 | 43.583.644 | 42.084.972 | 30.492.901,Defensa
Davinchi,Getafe,+63.839 | +163.102 | +269.920 | +63.472 | +63.472 | +63.472,"+2,12% | +5,60% | +9,62% | +2,11% | +2,11% | +2,11%",,3ddías,3.075.075,3.011.236 | 2.911.973 | 2.805.155 | 3.011.603 | 3.011.603 | 3.011.603,Defensa
Ferran,Espanyol,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
De la Fuente,Levante,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,14.052.528,14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.052.528,Defensa
John ChetauyaJohn C.,Elche,-12.691 | -24.421 | -39.480 | -105.467 | -239.780 | -731.967,"-1,84% | -3,48% | -5,51% | -13,47% | -26,14% | -51,93%",,41ddías,677.560,690.251 | 701.981 | 717.040 | 783.027 | 917.340 | 1.409.527,Defensa
Sivera,Alavés,+118.245 | +274.121 | +505.113 | +2.232.005 | +7.333.955 | +14.706.082,"+0,38% | +0,88% | +1,62% | +7,60% | +30,23% | +87,09%",,39ddías,31.592.971,31.474.726 | 31.318.850 | 31.087.858 | 29.360.966 | 24.259.016 | 16.886.889,Portero
Affengruber,Elche,-349.937 | -488.678 | -644.775 | -9.750 | +3.810.656 | +12.534.665,"-1,06% | -1,47% | -1,93% | -0,03% | +13,17% | +62,00%",,4ddías,32.752.877,33.102.814 | 33.241.555 | 33.397.652 | 32.762.627 | 28.942.221 | 20.218.212,Defensa
Á. Núñez,Celta,-41.208 | -77.170 | -130.995 | -368.792 | -913.842 | -2.608.001,"-1,12% | -2,08% | -3,48% | -9,22% | -20,11% | -41,81%",,38ddías,3.630.081,3.671.289 | 3.707.251 | 3.761.076 | 3.998.873 | 4.543.923 | 6.238.082,Defensa
Santiago,Elche,-6.911 | -16.138 | -26.953 | -66.109 | -150.922 | -440.892,"-1,27% | -2,91% | -4,76% | -10,93% | -21,88% | -45,00%",,41ddías,538.830,545.741 | 554.968 | 565.783 | 604.939 | 689.752 | 979.722,Mediocampista
Aguado,Elche,+19.381 | +48.176 | +47.679 | +1.593 | -191.744 | -1.333.702,"+0,55% | +1,39% | +1,37% | +0,05% | -5,16% | -27,45%",,2ddías,3.525.382,3.506.001 | 3.477.206 | 3.477.703 | 3.523.789 | 3.717.126 | 4.859.084,Mediocampista
Iván Romero,Levante,+96.852 | +211.367 | +305.732 | +531.940 | +336.195 | -547.329,"+1,33% | +2,96% | +4,33% | +7,79% | +4,78% | -6,92%",,6ddías,7.364.066,7.267.214 | 7.152.699 | 7.058.334 | 6.832.126 | 7.027.871 | 7.911.395,Delantero
Vencedor,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,2.208.253,2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253,Mediocampista
Salinas,Málaga,+4.992 | +15.203 | -14.861 | -37.940 | -37.940 | -391.566,"+0,49% | +1,49% | -1,42% | -3,55% | -3,55% | -27,50%",,2ddías,1.032.130,1.027.138 | 1.016.927 | 1.046.991 | 1.070.070 | 1.070.070 | 1.423.696,Defensa
Ruggeri,Atlético,-108.929 | -221.267 | -352.872 | -939.678 | -1.592.123 | -3.430.712,"-1,80% | -3,58% | -5,59% | -13,63% | -21,09% | -36,55%",,35ddías,5.956.370,6.065.299 | 6.177.637 | 6.309.242 | 6.896.048 | 7.548.493 | 9.387.082,Defensa
Huijsen,Real Madrid,+534.516 | +1.100.763 | +1.752.891 | +1.329.742 | -2.902.251 | -9.540.922,"+1,67% | +3,51% | +5,71% | +4,27% | -8,21% | -22,72%",,5ddías,32.460.459,31.925.943 | 31.359.696 | 30.707.568 | 31.130.717 | 35.362.710 | 42.001.381,Defensa
Alexander-Arnold,Real Madrid,-173.542 | -411.430 | -756.864 | -1.903.905 | -3.920.279 | -11.642.813,"-0,76% | -1,77% | -3,22% | -7,71% | -14,68% | -33,82%",,41ddías,22.781.237,22.954.779 | 23.192.667 | 23.538.101 | 24.685.142 | 26.701.516 | 34.424.050,Defensa
Jonny,Alavés,-36.066 | -54.047 | -61.662 | -203.235 | -597.252 | -2.535.613,"-0,66% | -0,99% | -1,13% | -3,63% | -9,96% | -31,95%",,37ddías,5.399.739,5.435.805 | 5.453.786 | 5.461.401 | 5.602.974 | 5.996.991 | 7.935.352,Defensa
Luiz Felipe,Rayo,-102.060 | -235.111 | -380.403 | -380.403 | -380.403 | -380.403,"-2,66% | -5,92% | -9,24% | -9,24% | -9,24% | -9,24%",,3ddías,3.734.874,3.836.934 | 3.969.985 | 4.115.277 | 4.115.277 | 4.115.277 | 4.115.277,Defensa
Bambo,Elche,-18.667 | -34.838 | -52.069 | -161.099 | +412.838 | +412.838,"-1,72% | -3,16% | -4,65% | -13,11% | 0% | 0%",,13ddías,1.067.303,1.085.970 | 1.102.141 | 1.119.372 | 1.228.402 | 0 | 0,Defensa
Youssef,Alavés,-19 | +4.991 | +8.352 | -4.613 | -56.254 | -223.217,"0,00% | +1,01% | +1,70% | -0,91% | -10,11% | -30,86%",,1ddías,500.026,500.045 | 495.035 | 491.674 | 504.639 | 556.280 | 723.243,Defensa
Fortea,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,802.099,802.099 | 802.099 | 802.099 | 802.099 | 802.099 | 802.099,Defensa
Castrín,Sevilla,-71.687 | -126.770 | -285.347 | -453.690 | -453.690 | -453.690,"-1,61% | -2,82% | -6,13% | -9,41% | -9,41% | -9,41%",,4ddías,4.369.326,4.441.013 | 4.496.096 | 4.654.673 | 4.823.016 | 4.823.016 | 4.823.016,Defensa
Osambela,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 501.932,Mediocampista
Juanpe,Rayo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Portero
Yáñez,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Delantero
D. Aguado,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,774.109,774.109 | 774.109 | 774.109 | 774.109 | 774.109 | 774.109,Defensa
Fran González,Sevilla,-2.800 | -3.374 | -4.486 | -35.215 | -35.215 | -35.215,"-0,42% | -0,50% | -0,67% | -5,01% | -5,01% | -5,01%",,7ddías,667.407,670.207 | 670.781 | 671.893 | 702.622 | 702.622 | 702.622,Portero
Mariezkurrena,Real Sociedad,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,677.966,677.966 | 677.966 | 677.966 | 677.966 | 677.966 | 677.966,Delantero
Rafa,Sevilla,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Portero
Fortuny,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Diatta,Villarreal,-7.471 | -17.281 | -29.398 | -29.398 | -29.398 | -29.398,"-1,33% | -3,03% | -5,05% | -5,05% | -5,05% | -5,05%",,3ddías,552.258,559.729 | 569.539 | 581.656 | 581.656 | 581.656 | 581.656,Mediocampista
Swiderski,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 602.316,Portero
Pablo García,Betis,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,2.509.371,2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371,Delantero
Bekhoucha,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,1.104.254,1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254,Defensa
Arguibide,Osasuna,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,582.013,582.013 | 582.013 | 582.013 | 582.013 | 582.013 | 582.013,Defensa
Molina,Rayo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,38ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Portero
Hancko,Atlético,+418.123 | +956.452 | +1.606.567 | +4.786.017 | +7.870.767 | +2.483.615,"+1,10% | +2,55% | +4,35% | +14,20% | +25,70% | +6,90%",,13ddías,38.497.274,38.079.151 | 37.540.822 | 36.890.707 | 33.711.257 | 30.626.507 | 36.013.659,Defensa
