Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Mendoza,Atlético,-15.820 | -30.747 | -47.307 | -123.168 | -272.301 | -534.896,"-1,61% | -3,09% | -4,67% | -11,32% | -22,01% | -35,66%",,26ddías,965.104,980.924 | 995.851 | 1.012.411 | 1.088.272 | 1.237.405 | 1.500.000,Mediocampista
Echegoyen,Osasuna,0 | 0 | 0 | 0 | 0 | -37.714,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -6,29%",,23ddías,562.286,562.286 | 562.286 | 562.286 | 562.286 | 562.286 | 600.000,Mediocampista
Josan,Elche,0 | 0 | 0 | 0 | 0 | +4.650,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,1.204.650,1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.204.650 | 1.200.000,Mediocampista
Davinchi,Getafe,0 | 0 | 0 | 0 | 0 | +11.603,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,3.011.603,3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 3.011.603 | 3.000.000,Defensa
Mastantuono,Real Madrid,0 | 0 | 0 | 0 | 0 | +37.262,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,10.037.262,10.037.262 | 10.037.262 | 10.037.262 | 10.037.262 | 10.037.262 | 10.000.000,Delantero
Thiago,Real Madrid,0 | 0 | 0 | 0 | 0 | +26.082,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,7.026.082,7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.026.082 | 7.000.000,Mediocampista
Corralejo,Betis,0 | 0 | 0 | 0 | 0 | +2.248,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 600.000,Mediocampista
Arriaga,Levante,-77.556 | -158.241 | -243.925 | -601.069 | -1.358.323 | -2.562.303,"-2,21% | -4,40% | -6,63% | -14,88% | -28,32% | -42,71%",,26ddías,3.437.697,3.515.253 | 3.595.938 | 3.681.622 | 4.038.766 | 4.796.020 | 6.000.000,Mediocampista
Nacho Pérez,Levante,0 | 0 | 0 | 0 | 0 | -18.308,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,05%",,23ddías,581.692,581.692 | 581.692 | 581.692 | 581.692 | 581.692 | 600.000,Defensa
Altozano,Sevilla,0 | 0 | 0 | 0 | 0 | +2.284,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 600.000,Mediocampista
Sierra,Sevilla,0 | 0 | 0 | 0 | 0 | +2.284,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 600.000,Delantero
Blázquez,Valencia,0 | 0 | 0 | 0 | 0 | -18.344,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,06%",,23ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 600.000,Delantero
Suazo,Sevilla,-111.386 | -212.776 | -302.241 | -610.545 | -1.546.138 | -2.923.259,"-1,80% | -3,38% | -4,74% | -9,13% | -20,28% | -32,48%",,26ddías,6.076.741,6.188.127 | 6.289.517 | 6.378.982 | 6.687.286 | 7.622.879 | 9.000.000,Defensa
Ryan,Levante,0 | 0 | 0 | 0 | 0 | +11.791.282,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0%",,23ddías,13.550.652,13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 13.550.652 | 0,Portero
Laporte,Athletic,+1.670.183 | +3.384.809 | +5.274.960 | +13.090.253 | +25.724.004 | +47.220.541,"+3,27% | +6,86% | +11,12% | +33,02% | +95,25% | 0%",,17ddías,52.731.869,51.061.686 | 49.347.060 | 47.456.909 | 39.641.616 | 27.007.865 | 0,Defensa
Adam Boayar,Elche,0 | 0 | 0 | 0 | 0 | +2.711,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,702.711,702.711 | 702.711 | 702.711 | 702.711 | 702.711 | 700.000,Mediocampista
Rueda,Celta,-37.197 | -83.008 | -106.688 | -276.956 | -704.745 | -1.271.818,"-0,99% | -2,18% | -2,78% | -6,92% | -15,90% | -25,44%",,24ddías,3.728.182,3.765.379 | 3.811.190 | 3.834.870 | 4.005.138 | 4.432.927 | 5.000.000,Defensa
Selton,Athletic,0 | 0 | 0 | 0 | 0 | +2.257,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 600.000,Mediocampista
Iker Muñoz,Sevilla,0 | 0 | 0 | 0 | 0 | +2.284,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.284,602.284 | 602.284 | 602.284 | 602.284 | 602.284 | 600.000,Defensa
Joan Martínez,Real Madrid,0 | 0 | 0 | 0 | 0 | +2.622,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 700.000,Defensa
Unai Santos,Osasuna,0 | 0 | 0 | 0 | 0 | +2.319,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 600.000,Defensa
Carlos Macià,Villarreal,0 | 0 | 0 | 0 | 0 | +3.057,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,803.057,803.057 | 803.057 | 803.057 | 803.057 | 803.057 | 800.000,Mediocampista
Carrera,Real Sociedad,0 | 0 | 0 | 0 | 0 | +2.633,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,702.633,702.633 | 702.633 | 702.633 | 702.633 | 702.633 | 700.000,Delantero
Rosón,Levante,0 | 0 | 0 | 0 | 0 | +2.249,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,602.249,602.249 | 602.249 | 602.249 | 602.249 | 602.249 | 600.000,Mediocampista
Nakoha,Levante,0 | 0 | 0 | 0 | 0 | +1.874,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,501.874,501.874 | 501.874 | 501.874 | 501.874 | 501.874 | 500.000,Defensa
Jurado,Valencia,0 | 0 | 0 | 0 | 0 | +2.292,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 600.000,Defensa
Panach,Valencia,0 | 0 | 0 | 0 | 0 | +1.909,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,501.909,501.909 | 501.909 | 501.909 | 501.909 | 501.909 | 500.000,Defensa
Marchal,Real Sociedad,0 | 0 | 0 | 0 | 0 | +2.234,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 600.000,Mediocampista
Yassin,Getafe,0 | 0 | 0 | 0 | 0 | +1.932,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 500.000,Defensa
Al Lal,Elche,0 | 0 | 0 | 0 | 0 | +1.936,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,501.936,501.936 | 501.936 | 501.936 | 501.936 | 501.936 | 500.000,Delantero
Óscar Marcos,Celta,0 | 0 | 0 | 0 | 0 | +2.257,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 600.000,Delantero
Meixús,Celta,0 | 0 | 0 | 0 | 0 | -14.628,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -2,93%",,23ddías,485.372,485.372 | 485.372 | 485.372 | 485.372 | 485.372 | 500.000,Defensa
Álvaro,Alavés,0 | 0 | 0 | 0 | 0 | +1.929,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 500.000,Defensa
Bardghji,Barcelona,-318.511 | -318.511 | -318.511 | -318.511 | -318.511 | -299.946,"-6,61% | -6,61% | -6,61% | -6,61% | -6,61% | -6,25%",,1ddías,4.500.054,4.818.565 | 4.818.565 | 4.818.565 | 4.818.565 | 4.818.565 | 4.800.000,Delantero
Juan Hernández,Barcelona,0 | 0 | 0 | 0 | 0 | -18.240,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,04%",,23ddías,581.760,581.760 | 581.760 | 581.760 | 581.760 | 581.760 | 600.000,Mediocampista
Taufik,Atlético,0 | 0 | 0 | 0 | 0 | +2.316,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 600.000,Mediocampista
Martínez Bastida,Elche,0 | 0 | 0 | 0 | 0 | +2.324,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 600.000,Mediocampista
Aller,Barcelona,0 | 0 | 0 | 0 | 0 | +2.705,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 700.000,Portero
Ballestero,Alavés,0 | 0 | 0 | 0 | 0 | +2.316,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 600.000,Defensa
Monreal,Athletic,0 | 0 | 0 | 0 | 0 | +2.257,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 600.000,Defensa
Adrián Pérez,Athletic,0 | 0 | 0 | 0 | 0 | +2.257,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 600.000,Delantero
Espart,Barcelona,0 | 0 | 0 | 0 | 0 | +2.705,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,702.705,702.705 | 702.705 | 702.705 | 702.705 | 702.705 | 700.000,Defensa
Delgado,Elche,0 | 0 | 0 | 0 | 0 | +2.324,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 600.000,Defensa
Benito,Getafe,0 | 0 | 0 | 0 | 0 | +2.319,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 600.000,Portero
Aleksandrov,Getafe,0 | 0 | 0 | 0 | 0 | +2.319,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 600.000,Delantero
Javi Navarro,Real Madrid,0 | 0 | 0 | 0 | 0 | +2.622,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 700.000,Portero
Beitia,Real Sociedad,0 | 0 | 0 | 0 | 0 | +1.861,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,501.861,501.861 | 501.861 | 501.861 | 501.861 | 501.861 | 500.000,Defensa
Lebarbier,Real Sociedad,0 | 0 | 0 | 0 | 0 | +2.234,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 600.000,Defensa
Barry,Villarreal,0 | 0 | 0 | 0 | 0 | +2.292,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 600.000,Mediocampista
Niculaesei,Elche,0 | 0 | 0 | 0 | 0 | +3.099,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,803.099,803.099 | 803.099 | 803.099 | 803.099 | 803.099 | 800.000,Defensa
Radu,Celta,+794.216 | +1.480.418 | +2.293.590 | +5.026.578 | +9.079.246 | +14.192.520,"+2,38% | +4,53% | +7,19% | +17,23% | +36,15% | +70,96%",,25ddías,34.192.520,33.398.304 | 32.712.102 | 31.898.930 | 29.165.942 | 25.113.274 | 20.000.000,Portero
Izei,Alavés,0 | 0 | 0 | 0 | 0 | -17.990,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,00%",,23ddías,582.010,582.010 | 582.010 | 582.010 | 582.010 | 582.010 | 600.000,Mediocampista
Bekhoucha,Getafe,0 | 0 | 0 | 0 | 0 | +4.254,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,1.104.254,1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.104.254 | 1.100.000,Defensa
Salinas,Málaga,0 | +15.131 | 0 | -96.827 | -318.281 | -829.930,"0,00% | +1,43% | 0,00% | -8,30% | -22,93% | -43,68%",,1ddías,1.070.070,1.070.070 | 1.054.939 | 1.070.070 | 1.166.897 | 1.388.351 | 1.900.000,Defensa
Sivera,Alavés,+667.280 | +1.202.427 | +1.870.581 | +3.693.885 | +6.266.689 | +8.504.684,"+2,92% | +5,39% | +8,65% | +18,65% | +36,35% | +56,70%",,24ddías,23.504.684,22.837.404 | 22.302.257 | 21.634.103 | 19.810.799 | 17.237.995 | 15.000.000,Portero
De la Fuente,Levante,0 | 0 | 0 | 0 | 0 | +52.528,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,14.052.528,14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.052.528 | 14.000.000,Defensa
Aguado,Elche,-35.004 | -93.846 | -144.973 | -394.476 | -1.006.222 | -2.248.008,"-0,92% | -2,44% | -3,72% | -9,51% | -21,15% | -37,47%",,26ddías,3.751.992,3.786.996 | 3.845.838 | 3.896.965 | 4.146.468 | 4.758.214 | 6.000.000,Mediocampista
Santiago,Elche,-14.906 | -29.988 | -45.500 | -110.187 | -252.936 | -597.116,"-2,08% | -4,09% | -6,08% | -13,55% | -26,46% | -45,93%",,26ddías,702.884,717.790 | 732.872 | 748.384 | 813.071 | 955.820 | 1.300.000,Mediocampista
Á. Núñez,Celta,-90.380 | -197.545 | -304.109 | -712.952 | -1.496.058 | -2.375.176,"-1,92% | -4,10% | -6,17% | -13,36% | -24,44% | -33,93%",,23ddías,4.624.824,4.715.204 | 4.822.369 | 4.928.933 | 5.337.776 | 6.120.882 | 7.000.000,Defensa
Affengruber,Elche,+673.107 | +1.249.904 | +1.944.436 | +4.084.036 | +7.414.075 | +19.757.100,"+2,45% | +4,64% | +7,42% | +16,96% | +35,73% | 0%",,18ddías,28.162.354,27.489.247 | 26.912.450 | 26.217.918 | 24.078.318 | 20.748.279 | 0,Defensa
Febas,Celta,0 | 0 | 0 | 0 | 0 | +96.888,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,25.096.888,25.096.888 | 25.096.888 | 25.096.888 | 25.096.888 | 25.096.888 | 25.000.000,Mediocampista
John ChetauyaJohn C.,Elche,-24.784 | -50.156 | -76.386 | -186.533 | -430.128 | -960.045,"-2,57% | -5,07% | -7,52% | -16,56% | -31,39% | -50,53%",,26ddías,939.955,964.739 | 990.111 | 1.016.341 | 1.126.488 | 1.370.083 | 1.900.000,Defensa
Vencedor,Athletic,0 | 0 | 0 | 0 | 0 | +8.253,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,2.208.253,2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.208.253 | 2.200.000,Mediocampista
Youssef,Alavés,-9.114 | -18.161 | -27.387 | -64.199 | -145.749 | -336.149,"-1,59% | -3,12% | -4,63% | -10,22% | -20,54% | -37,35%",,18ddías,563.851,572.965 | 582.012 | 591.238 | 628.050 | 709.600 | 900.000,Defensa
Fortuny,Real Madrid,0 | 0 | 0 | 0 | 0 | +2.234,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 600.000,Mediocampista
Molina,Rayo,0 | 0 | 0 | 0 | 0 | +2.234,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 600.000,Portero
Arguibide,Osasuna,0 | 0 | 0 | 0 | 0 | -17.987,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,00%",,23ddías,582.013,582.013 | 582.013 | 582.013 | 582.013 | 582.013 | 600.000,Defensa
Pablo García,Betis,0 | 0 | 0 | 0 | 0 | +9.371,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,2.509.371,2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.509.371 | 2.500.000,Delantero
Huijsen,Real Madrid,-241.393 | -452.244 | -611.096 | -1.914.085 | -5.744.235 | -13.096.783,"-0,67% | -1,25% | -1,69% | -5,10% | -13,89% | -26,89%",,26ddías,35.603.217,35.844.610 | 36.055.461 | 36.214.313 | 37.517.302 | 41.347.452 | 48.700.000,Defensa
Juanpe,Rayo,0 | 0 | 0 | 0 | 0 | +2.234,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 600.000,Portero
Gonzalo,Real Madrid,-122.043 | -213.671 | -258.892 | -500.703 | -939.481 | -1.756.033,"-2,93% | -5,02% | -6,02% | -11,02% | -18,85% | -30,28%",,26ddías,4.043.967,4.166.010 | 4.257.638 | 4.302.859 | 4.544.670 | 4.983.448 | 5.800.000,Delantero
Niño,Málaga,-23.909 | -59.233 | -85.666 | -237.453 | -547.470 | -1.102.841,"-0,82% | -2,00% | -2,87% | -7,58% | -15,89% | -27,57%",,26ddías,2.897.159,2.921.068 | 2.956.392 | 2.982.825 | 3.134.612 | 3.444.629 | 4.000.000,Delantero
Rayane,Atlético,0 | 0 | 0 | 0 | 0 | -21.994,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,14%",,23ddías,678.006,678.006 | 678.006 | 678.006 | 678.006 | 678.006 | 700.000,Delantero
Mendy,Rayo,0 | 0 | 0 | 0 | 0 | +22.356,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,6.022.356,6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 6.022.356 | 6.000.000,Defensa
Ortiz,Betis,0 | 0 | 0 | 0 | 0 | +6.372,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,1.706.372,1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.706.372 | 1.700.000,Defensa
Osambela,Osasuna,0 | 0 | 0 | 0 | 0 | +1.932,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,501.932,501.932 | 501.932 | 501.932 | 501.932 | 501.932 | 500.000,Mediocampista
Yáñez,Real Madrid,0 | 0 | 0 | 0 | 0 | +2.606,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 700.000,Delantero
Swiderski,Alavés,0 | 0 | 0 | 0 | 0 | +2.316,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,39%",,23ddías,602.316,602.316 | 602.316 | 602.316 | 602.316 | 602.316 | 600.000,Portero
D. Aguado,Real Madrid,0 | 0 | 0 | 0 | 0 | -25.891,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,24%",,23ddías,774.109,774.109 | 774.109 | 774.109 | 774.109 | 774.109 | 800.000,Defensa
Fran González,Real Madrid,0 | 0 | 0 | 0 | 0 | +2.622,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,37%",,23ddías,702.622,702.622 | 702.622 | 702.622 | 702.622 | 702.622 | 700.000,Portero
Mariezkurrena,Real Sociedad,0 | 0 | 0 | 0 | 0 | -22.034,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,15%",,23ddías,677.966,677.966 | 677.966 | 677.966 | 677.966 | 677.966 | 700.000,Delantero
Castrín,Sevilla,0 | 0 | 0 | 0 | 0 | -176.984,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,54%",,23ddías,4.823.016,4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 4.823.016 | 5.000.000,Defensa
Rafa,Sevilla,0 | 0 | 0 | 0 | 0 | +2.257,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | +0,38%",,23ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 600.000,Portero
Diatta,Villarreal,0 | 0 | 0 | 0 | 0 | -18.344,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,06%",,23ddías,581.656,581.656 | 581.656 | 581.656 | 581.656 | 581.656 | 600.000,Mediocampista
Ruggeri,Atlético,-69.181 | -205.909 | -300.401 | -749.710 | -1.650.810 | -1.272.939,"-0,90% | -2,63% | -3,79% | -8,95% | -17,79% | -14,30%",,20ddías,7.627.061,7.696.242 | 7.832.970 | 7.927.462 | 8.376.771 | 9.277.871 | 8.900.000,Defensa
Alexander-Arnold,Real Madrid,-314.800 | -685.752 | -1.036.287 | -2.806.872 | -6.791.648 | -12.987.817,"-1,15% | -2,48% | -3,69% | -9,41% | -20,09% | -32,47%",,26ddías,27.012.183,27.326.983 | 27.697.935 | 28.048.470 | 29.819.055 | 33.803.831 | 40.000.000,Defensa
Becerra,Rayo,0 | 0 | 0 | 0 | 0 | -18.300,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | -3,05%",,23ddías,581.700,581.700 | 581.700 | 581.700 | 581.700 | 581.700 | 600.000,Mediocampista
