Jugador,Equipo,DiferenciaDif.,% Dif,Acel.,Tend.,Valor,Valor ant.Ant.,Posición
Lookman,Atlético,-1.222.497 | -2.387.065 | -3.291.203 | -7.519.086 | -6.480.175 | +19.340.698,"-1,73% | -3,32% | -4,52% | -9,77% | -8,54% | +38,60%",,10ddías,69.443.168,70.665.665 | 71.830.233 | 72.734.371 | 76.962.254 | 75.923.343 | 50.102.470,Delantero
Ángel Pérez,Alavés,+185.877 | +192.640 | +169.476 | -73.074 | -741.508 | -3.497.987,"+2,90% | +3,01% | +2,64% | -1,10% | -10,12% | -34,68%",,2ddías,6.588.063,6.402.186 | 6.395.423 | 6.418.587 | 6.661.137 | 7.329.571 | 10.086.050,Delantero
Cepeda,Elche,-17.303 | -23.577 | -37.968 | -89.406 | -151.367 | -557.541,"-1,71% | -2,31% | -3,67% | -8,23% | -13,18% | -35,87%",,7ddías,996.959,1.014.262 | 1.020.536 | 1.034.927 | 1.086.365 | 1.148.326 | 1.554.500,Delantero
Freeman,Villarreal,-48.096 | -91.261 | -134.546 | -331.124 | -646.580 | -1.521.898,"-2,22% | -4,14% | -5,98% | -13,54% | -23,41% | -41,85%",,47ddías,2.115.046,2.163.142 | 2.206.307 | 2.249.592 | 2.446.170 | 2.761.626 | 3.636.944,Defensa
Koski,Alavés,+156.206 | +274.064 | +389.397 | +646.340 | +623.953 | +623.953,"+12,29% | +23,77% | +37,53% | +82,79% | +77,69% | +77,69%",,8ddías,1.427.042,1.270.836 | 1.152.978 | 1.037.645 | 780.702 | 803.089 | 803.089,Defensa
Fidalgo,Betis,-43.134 | -76.089 | -114.917 | -278.167 | -555.592 | -1.469.887,"-1,76% | -3,07% | -4,57% | -10,38% | -18,79% | -37,97%",,44ddías,2.401.681,2.444.815 | 2.477.770 | 2.516.598 | 2.679.848 | 2.957.273 | 3.871.568,Mediocampista
Tete Morente,Elche,-33.865 | -64.801 | -95.812 | -270.595 | -624.964 | -1.813.687,"-1,98% | -3,73% | -5,42% | -13,92% | -27,19% | -52,01%",,47ddías,1.673.329,1.707.194 | 1.738.130 | 1.769.141 | 1.943.924 | 2.298.293 | 3.487.016,Delantero
Vargas,Atlético,-13.503 | -28.637 | -42.857 | -98.717 | -230.322 | -676.041,"-1,80% | -3,74% | -5,50% | -11,83% | -23,83% | -47,87%",,47ddías,736.056,749.559 | 764.693 | 778.913 | 834.773 | 966.378 | 1.412.097,Mediocampista
Romero,Getafe,-296.959 | -426.203 | -555.041 | -1.023.008 | -3.117.202 | -3.117.202,"-1,09% | -1,55% | -2,01% | -3,65% | -10,35% | -10,35%",,6ddías,26.999.064,27.296.023 | 27.425.267 | 27.554.105 | 28.022.072 | 30.116.266 | 30.116.266,Defensa
Sangaré,Elche,+52.812 | +109.078 | +145.084 | +105.672 | -138.886 | -138.886,"+1,38% | +2,90% | +3,89% | +2,80% | -3,46% | -3,46%",,4ddías,3.876.615,3.823.803 | 3.767.537 | 3.731.531 | 3.770.943 | 4.015.501 | 4.015.501,Defensa
Lamini Fati,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,677.955,677.955 | 677.955 | 677.955 | 677.955 | 677.955 | 677.955,Defensa
Antañón,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,581.700,581.700 | 581.700 | 581.700 | 581.700 | 581.700 | 581.700,Mediocampista
Ochieng,Real Sociedad,-11.082 | -24.678 | -24.678 | -24.678 | -24.678 | -24.678,"-1,61% | -3,51% | -3,51% | -3,51% | -3,51% | -3,51%",,2ddías,677.955,689.037 | 702.633 | 702.633 | 702.633 | 702.633 | 702.633,Mediocampista
Morcillo,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,702.702,702.702 | 702.702 | 702.702 | 702.702 | 702.702 | 702.702,Mediocampista
Cubo,Atlético,-6.917 | -15.378 | -24.309 | -24.309 | -24.309 | -24.309,"-1,18% | -2,59% | -4,04% | -4,04% | -4,04% | -4,04%",,3ddías,578.007,584.924 | 593.385 | 602.316 | 602.316 | 602.316 | 602.316,Delantero
Hugo Ríos,Deportivo,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,903.386,903.386 | 903.386 | 903.386 | 903.386 | 903.386 | 903.386,Portero
Boselli,Getafe,-64.852 | -122.887 | -186.753 | -436.156 | -649.910 | -649.910,"-2,81% | -5,19% | -7,68% | -16,27% | -22,46% | -22,46%",,10ddías,2.244.089,2.308.941 | 2.366.976 | 2.430.842 | 2.680.245 | 2.893.999 | 2.893.999,Defensa
Mesonero,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Mediocampista
Dani Martínez,Atlético,+20.825 | +19.516 | +18.778 | +18.778 | +9.020 | -45.781,"+5,04% | +4,71% | +4,52% | +4,52% | +2,12% | -9,54%",,1ddías,434.089,413.264 | 414.573 | 415.311 | 415.311 | 425.069 | 479.870,Defensa
Astiazaran,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Boñar,Atlético,0 | 0 | 0 | 0 | -15.048 | -105.273,"0,00% | 0,00% | 0,00% | 0,00% | -3,27% | -19,13%",,10ddías,445.140,445.140 | 445.140 | 445.140 | 445.140 | 460.188 | 550.413,Defensa
Puric,Atlético,0 | 0 | 0 | 0 | -13.228 | -96.062,"0,00% | 0,00% | 0,00% | 0,00% | -2,95% | -18,09%",,10ddías,434.872,434.872 | 434.872 | 434.872 | 434.872 | 448.100 | 530.934,Defensa
Arcos,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Cestero,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.234,602.234 | 602.234 | 602.234 | 602.234 | 602.234 | 602.234,Mediocampista
Montes,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.319,602.319 | 602.319 | 602.319 | 602.319 | 602.319 | 602.319,Defensa
Ferran,Espanyol,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.248,602.248 | 602.248 | 602.248 | 602.248 | 602.248 | 602.248,Mediocampista
Tunde,Levante,-215.122 | -425.498 | -647.164 | -1.448.438 | -1.448.438 | -1.448.438,"-2,95% | -5,67% | -8,37% | -16,98% | -16,98% | -16,98%",,6ddías,7.083.454,7.298.576 | 7.508.952 | 7.730.618 | 8.531.892 | 8.531.892 | 8.531.892,Mediocampista
Aguirre,R. Sociedad B,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
A. Riquelme,Getafe,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Fontanet,Valencia,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,581.987,581.987 | 581.987 | 581.987 | 581.987 | 581.987 | 581.987,Defensa
Gaitán,Villarreal,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Mediocampista
Manuel Ángel,Real Madrid,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Mediocampista
Julio Díaz,Sevilla,-1.306 | -3.922 | -6.022 | -21.942 | -34.653 | -28.377,"-0,29% | -0,88% | -1,34% | -4,72% | -7,25% | -6,02%",,9ddías,443.337,444.643 | 447.259 | 449.359 | 465.279 | 477.990 | 471.714,Defensa
Burcio,Celta,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.257,602.257 | 602.257 | 602.257 | 602.257 | 602.257 | 602.257,Mediocampista
Álex Sánchez,Elche,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.324,602.324 | 602.324 | 602.324 | 602.324 | 602.324 | 602.324,Mediocampista
Satriano,Getafe,-528.147 | -972.618 | -1.414.758 | -3.499.870 | +23.414.271 | +23.414.271,"-1,87% | -3,39% | -4,85% | -11,20% | 0% | 0%",,9ddías,27.750.697,28.278.844 | 28.723.315 | 29.165.455 | 31.250.567 | 0 | 0,Delantero
Santos,Athletic,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,702.606,702.606 | 702.606 | 702.606 | 702.606 | 702.606 | 702.606,Portero
Alemão,Rayo,-81.711 | -138.389 | -207.401 | -477.922 | -802.741 | -2.068.619,"-2,49% | -4,14% | -6,08% | -12,97% | -20,02% | -39,22%",,47ddías,3.206.087,3.287.798 | 3.344.476 | 3.413.488 | 3.684.009 | 4.008.828 | 5.274.706,Delantero
Germán Parreño,Deportivo,-5.613 | -12.716 | -19.489 | -55.659 | -126.894 | -155.935,"-1,02% | -2,27% | -3,44% | -9,24% | -18,84% | -22,19%",,16ddías,546.698,552.311 | 559.414 | 566.187 | 602.357 | 673.592 | 702.633,Portero
C. Álvarez,Levante,-358.395 | -636.659 | -963.982 | -1.635.684 | -636.202 | +4.749.716,"-1,95% | -3,41% | -5,07% | -8,31% | -3,41% | +35,74%",,6ddías,18.039.634,18.398.029 | 18.676.293 | 19.003.616 | 19.675.318 | 18.675.836 | 13.289.918,Mediocampista
Junior,Betis,-64.146 | -112.873 | -167.993 | -413.119 | -885.427 | -2.667.998,"-2,04% | -3,54% | -5,17% | -11,83% | -22,33% | -46,42%",,47ddías,3.078.906,3.143.052 | 3.191.779 | 3.246.899 | 3.492.025 | 3.964.333 | 5.746.904,Defensa
Dituro,Elche,+198.375 | +366.955 | +522.810 | +916.892 | +1.824.124 | +1.312.263,"+2,42% | +4,57% | +6,64% | +12,25% | +27,74% | +18,51%",,16ddías,8.400.641,8.202.266 | 8.033.686 | 7.877.831 | 7.483.749 | 6.576.517 | 7.088.378,Portero
Dolan,Espanyol,+477.496 | +891.984 | +1.247.932 | +1.931.198 | +1.696.381 | +279.954,"+6,39% | +12,64% | +18,63% | +32,11% | +27,14% | +3,65%",,5ddías,7.946.055,7.468.559 | 7.054.071 | 6.698.123 | 6.014.857 | 6.249.674 | 7.666.101,Delantero
Roger BruguéBrugui,Levante,-47.243 | -91.024 | -138.040 | -394.660 | -914.889 | -2.417.971,"-2,48% | -4,66% | -6,90% | -17,49% | -32,95% | -56,50%",,48ddías,1.861.377,1.908.620 | 1.952.401 | 1.999.417 | 2.256.037 | 2.776.266 | 4.279.348,Delantero
Pablo Martínez,Málaga,-269.959 | +6.383.854 | +6.383.854 | +6.383.854 | +6.383.854 | +6.383.854,"-3,18% | 0% | 0% | 0% | 0% | 0%",,1ddías,8.230.041,8.500.000 | 0 | 0 | 0 | 0 | 0,Mediocampista
Jorge Cabello,Levante,-12.965 | -27.727 | -42.478 | -114.134 | -269.188 | +146.286,"-1,76% | -3,69% | -5,55% | -13,63% | -27,13% | 0%",,24ddías,723.162,736.127 | 750.889 | 765.640 | 837.296 | 992.350 | 0,Defensa
Oriol Rey,Levante,+15.356 | +37.353 | +57.053 | +59.898 | -44.435 | -471.240,"+1,97% | +4,94% | +7,74% | +8,16% | -5,30% | -37,24%",,5ddías,794.094,778.738 | 756.741 | 737.041 | 734.196 | 838.529 | 1.265.334,Mediocampista
Valentín Gómez,Betis,-28.607 | -57.739 | -86.720 | -208.408 | -424.963 | -1.191.165,"-1,79% | -3,56% | -5,25% | -11,75% | -21,35% | -43,21%",,47ddías,1.565.475,1.594.082 | 1.623.214 | 1.652.195 | 1.773.883 | 1.990.438 | 2.756.640,Defensa
Gorrotxategi,Real Sociedad,-164.876 | -309.329 | -397.307 | -1.045.368 | -2.350.462 | -4.473.115,"-3,00% | -5,48% | -6,93% | -16,39% | -30,59% | -45,61%",,40ddías,5.334.012,5.498.888 | 5.643.341 | 5.731.319 | 6.379.380 | 7.684.474 | 9.807.127,Mediocampista
Ugrinic,Valencia,-54.835 | -97.893 | -129.114 | -288.826 | -595.723 | -2.520.978,"-1,52% | -2,69% | -3,51% | -7,53% | -14,38% | -41,54%",,7ddías,3.547.394,3.602.229 | 3.645.287 | 3.676.508 | 3.836.220 | 4.143.117 | 6.068.372,Mediocampista
Bigas,Elche,-123.926 | -241.047 | -363.990 | -896.270 | -1.854.724 | -3.933.594,"-2,82% | -5,33% | -7,84% | -17,32% | -30,24% | -47,90%",,42ddías,4.277.690,4.401.616 | 4.518.737 | 4.641.680 | 5.173.960 | 6.132.414 | 8.211.284,Defensa
Redondo,Elche,+44.492 | +89.531 | +134.475 | +117.148 | -3.763 | -525.864,"+4,66% | +9,84% | +15,54% | +13,27% | -0,38% | -34,47%",,4ddías,999.697,955.205 | 910.166 | 865.222 | 882.549 | 1.003.460 | 1.525.561,Mediocampista
Pinillos,Alavés,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,501.929,501.929 | 501.929 | 501.929 | 501.929 | 501.929 | 501.929,Mediocampista
Rego,Athletic,-122.045 | -232.626 | -346.818 | -679.246 | -679.246 | -679.246,"-2,74% | -5,09% | -7,40% | -13,53% | -13,53% | -13,53%",,5ddías,4.339.579,4.461.624 | 4.572.205 | 4.686.397 | 5.018.825 | 5.018.825 | 5.018.825,Defensa
Esquivel,Atlético,0 | 0 | 0 | 0 | 0 | 0,"0,00% | 0,00% | 0,00% | 0,00% | 0,00% | 0,00%",,44ddías,602.292,602.292 | 602.292 | 602.292 | 602.292 | 602.292 | 602.292,Portero
Deossa,Betis,-28.270 | -43.608 | -62.102 | -48.990 | +183.870 | -478.590,"-1,37% | -2,09% | -2,96% | -2,35% | +9,91% | -19,01%",,5ddías,2.038.670,2.066.940 | 2.082.278 | 2.100.772 | 2.087.660 | 1.854.800 | 2.517.260,Mediocampista
Martim Neto,Elche,+20.282 | +38.222 | +54.043 | -17.173 | -174.214 | -596.634,"+1,25% | +2,38% | +3,40% | -1,03% | -9,59% | -26,64%",,4ddías,1.642.713,1.622.431 | 1.604.491 | 1.588.670 | 1.659.886 | 1.816.927 | 2.239.347,Mediocampista
Hinojo,Espanyol,-151.331 | -273.047 | -409.671 | +6.748.091 | +6.748.091 | +6.748.091,"-2,10% | -3,72% | -5,48% | 0% | 0% | 0%",,5ddías,7.064.217,7.215.548 | 7.337.264 | 7.473.888 | 0 | 0 | 0,Defensa
Iván Romero,Levante,-126.107 | -221.487 | -306.480 | -345.824 | +72.614 | -628.001,"-1,79% | -3,10% | -4,24% | -4,76% | +1,06% | -8,32%",,5ddías,6.921.390,7.047.497 | 7.142.877 | 7.227.870 | 7.267.214 | 6.848.776 | 7.549.391,Delantero
John ChetauyaJohn C.,Elche,-8.350 | -18.304 | -28.047 | -77.859 | -184.254 | -577.171,"-1,35% | -2,90% | -4,38% | -11,28% | -23,13% | -48,52%",,47ddías,612.392,620.742 | 630.696 | 640.439 | 690.251 | 796.646 | 1.189.563,Defensa
Febas,Celta,-285.687 | -410.805 | -505.266 | -229.865 | +839.893 | -1.082.379,"-1,18% | -1,68% | -2,06% | -0,95% | +3,62% | -4,31%",,4ddías,24.014.509,24.300.196 | 24.425.314 | 24.519.775 | 24.244.374 | 23.174.616 | 25.096.888,Mediocampista
Affengruber,Elche,-302.265 | -611.223 | -919.826 | -2.734.776 | -1.958.921 | +7.398.744,"-0,99% | -1,97% | -2,94% | -8,26% | -6,06% | +32,21%",,10ddías,30.368.038,30.670.303 | 30.979.261 | 31.287.864 | 33.102.814 | 32.326.959 | 22.969.294,Defensa
Á. Núñez,Celta,-69.971 | -126.838 | -183.497 | -416.283 | -810.557 | -2.302.938,"-2,10% | -3,75% | -5,34% | -11,34% | -19,94% | -41,44%",,44ddías,3.255.006,3.324.977 | 3.381.844 | 3.438.503 | 3.671.289 | 4.065.563 | 5.557.944,Defensa
Santiago,Elche,-3.825 | -9.066 | -13.900 | -41.942 | -110.808 | -347.090,"-0,75% | -1,77% | -2,68% | -7,69% | -18,03% | -40,79%",,47ddías,503.799,507.624 | 512.865 | 517.699 | 545.741 | 614.607 | 850.889,Mediocampista
Aguado,Elche,+256.975 | +453.550 | +658.093 | +822.612 | +787.551 | +27.277,"+6,31% | +11,70% | +17,93% | +23,46% | +22,24% | +0,63%",,4ddías,4.328.613,4.071.638 | 3.875.063 | 3.670.520 | 3.506.001 | 3.541.062 | 4.301.336,Mediocampista
